data_year,bias_id,offense_id
2021,88,172864869
2021,88,172861347
2021,88,172861350
2021,88,177653757
2021,88,172861489
2021,88,172861503
2021,88,172861511
2021,88,172861513
2021,88,172861514
2021,88,172861515
2021,88,172861517
2021,88,172861518
2021,88,172861519
2021,88,177653758
2021,88,172861779
2021,88,172861780
2021,88,172862061
2021,88,177653759
2021,88,172862254
2021,88,172862256
2021,88,172862260
2021,88,172867807
2021,88,172862261
2021,88,172862264
2021,88,172862267
2021,88,172862268
2021,88,172862274
2021,88,172862280
2021,88,172862281
2021,88,172862285
2021,88,172862288
2021,88,172862289
2021,88,172868076
2021,88,172862293
2021,88,172862296
2021,88,172868077
2021,88,172868078
2021,88,172862511
2021,88,172862516
2021,88,172865808
2021,88,172865810
2021,88,172865813
2021,88,172865815
2021,88,172865820
2021,88,172865824
2021,88,172865831
2021,88,172865834
2021,88,172865985
2021,88,172866240
2021,88,172866241
2021,88,172866243
2021,88,172866244
2021,88,172866245
2021,88,172866248
2021,88,172866197
2021,88,172866199
2021,88,172866202
2021,88,172866207
2021,88,172866209
2021,88,172866213
2021,88,172866217
2021,88,172866219
2021,88,180243814
2021,88,180243815
2021,88,172866258
2021,88,172866259
2021,88,172866262
2021,88,172866267
2021,88,172866270
2021,88,172866273
2021,88,172866276
2021,88,172870317
2021,88,172866467
2021,88,172866468
2021,88,172866472
2021,88,172866473
2021,88,172866478
2021,88,172866487
2021,88,172932602
2021,88,172932603
2021,88,172932604
2021,88,172868079
2021,88,172868080
2021,88,172866494
2021,88,172866498
2021,88,172866501
2021,88,177653760
2021,88,172866683
2021,88,172866687
2021,88,172866689
2021,88,172866693
2021,88,172866695
2021,88,172866700
2021,88,172866661
2021,88,172866663
2021,88,172866664
2021,88,172866665
2021,88,172871958
2021,88,172871959
2021,88,172868081
2021,88,172866868
2021,88,172866870
2021,88,172866872
2021,88,172866873
2021,88,172866875
2021,88,177653761
2021,88,172866877
2021,88,177645442
2021,88,177645443
2021,88,172866880
2021,88,172868082
2021,88,172868085
2021,88,172868087
2021,88,172868089
2021,88,172868263
2021,88,172868264
2021,88,172868270
2021,88,172868273
2021,88,172868274
2021,88,172868276
2021,88,172868277
2021,88,172868278
2021,88,172868280
2021,88,172868282
2021,88,172868283
2021,88,172868284
2021,88,172868286
2021,88,177653762
2021,88,172868290
2021,88,172868292
2021,88,172868293
2021,88,172868296
2021,88,172868297
2021,88,172868298
2021,88,172868301
2021,88,172868302
2021,88,172868305
2021,88,172868306
2021,88,172868308
2021,88,172871961
2021,88,172868309
2021,88,172868310
2021,88,172868493
2021,88,172868494
2021,88,172890157
2021,88,172890158
2021,88,172868496
2021,88,177653763
2021,88,177653764
2021,88,172868500
2021,88,177653765
2021,88,172868541
2021,88,172890159
2021,88,172890160
2021,88,172868544
2021,88,172868546
2021,88,172868548
2021,88,172868549
2021,88,172868551
2021,88,172868553
2021,88,172868555
2021,88,172868556
2021,88,172868557
2021,88,172868559
2021,88,172868560
2021,88,172872070
2021,88,172868561
2021,88,172868563
2021,88,172868564
2021,88,172868566
2021,88,172868567
2021,88,172868572
2021,88,172868573
2021,88,172868776
2021,88,172868779
2021,88,172868781
2021,88,172868782
2021,88,172868783
2021,88,172868784
2021,88,172868785
2021,88,172869004
2021,88,172869005
2021,88,177645444
2021,88,177645445
2021,88,177645446
2021,88,177645458
2021,88,177645459
2021,88,177645460
2021,88,177645461
2021,88,177645462
2021,88,177645463
2021,88,177645464
2021,88,177645465
2021,88,177645466
2021,88,177645467
2021,88,172869638
2021,88,172853280
2021,88,172869639
2021,88,172869774
2021,88,172869775
2021,88,172869777
2021,88,172890161
2021,88,172890162
2021,88,172869778
2021,88,177653766
2021,88,172869780
2021,88,172869781
2021,88,172869782
2021,88,172869783
2021,88,172869784
2021,88,172869785
2021,88,172869786
2021,88,172869787
2021,88,172869788
2021,88,180243849
2021,88,180243850
2021,88,172869931
2021,88,172869932
2021,88,172870104
2021,88,177653767
2021,88,172870108
2021,88,172870109
2021,88,172870221
2021,88,172870223
2021,88,172870224
2021,88,172870227
2021,88,172870229
2021,88,177653768
2021,88,177653769
2021,88,172870237
2021,88,172870239
2021,88,177653770
2021,88,172872071
2021,88,172872207
2021,88,172872208
2021,88,172872209
2021,88,172872482
2021,88,172872491
2021,88,172890163
2021,88,172890164
2021,88,172872497
2021,88,172872852
2021,88,172872990
2021,88,172873554
2021,88,172873555
2021,88,172873560
2021,88,180243898
2021,88,180243899
2021,88,180243900
2021,88,172873965
2021,88,172873972
2021,88,172873978
2021,88,177653772
2021,88,172874316
2021,88,172874319
2021,88,172874320
2021,88,172874321
2021,88,172874326
2021,88,172874332
2021,88,172874343
2021,88,172874345
2021,88,172874350
2021,88,172874354
2021,88,172874360
2021,88,172874363
2021,88,172874365
2021,88,172874369
2021,88,172874372
2021,88,172874377
2021,88,172874378
2021,88,172874384
2021,88,177653773
2021,88,172874397
2021,88,172874625
2021,88,172874635
2021,88,172874654
2021,88,172874659
2021,88,172874670
2021,88,172874684
2021,88,172874691
2021,88,172874692
2021,88,177653774
2021,88,172874714
2021,88,172875239
2021,88,172875241
2021,88,172875864
2021,88,172875865
2021,88,172876033
2021,88,177653775
2021,88,177653776
2021,88,177653777
2021,88,172890169
2021,88,172890170
2021,88,172890171
2021,88,172890172
2021,88,172890179
2021,88,172890180
2021,88,172890181
2021,88,172890182
2021,88,172887158
2021,88,172887160
2021,88,172887161
2021,88,172887162
2021,88,172887163
2021,88,172887164
2021,88,172887165
2021,88,172887166
2021,88,172887167
2021,88,172887339
2021,88,172887341
2021,88,172887342
2021,88,172887343
2021,88,172887344
2021,88,172887345
2021,88,172887448
2021,88,172887449
2021,88,172887450
2021,88,172887451
2021,88,172887452
2021,88,177653778
2021,88,172887454
2021,88,172887455
2021,88,172887456
2021,88,172887457
2021,88,172887458
2021,88,172887711
2021,88,172888012
2021,88,172888013
2021,88,172888014
2021,88,172888015
2021,88,172888016
2021,88,172888017
2021,88,172888018
2021,88,172888297
2021,88,172888298
2021,88,172888299
2021,88,172901629
2021,88,172901630
2021,88,172901631
2021,88,172901632
2021,88,172901787
2021,88,172901788
2021,88,172901931
2021,88,172901932
2021,88,172902212
2021,88,172902213
2021,88,172902493
2021,88,172902494
2021,88,172902727
2021,88,172902729
2021,88,172902730
2021,88,172902731
2021,88,172902732
2021,88,172902733
2021,88,172902734
2021,88,172902735
2021,88,172902736
2021,88,177653779
2021,88,172902738
2021,88,172902739
2021,88,172902740
2021,88,172902741
2021,88,172902742
2021,88,172902744
2021,88,172902745
2021,88,165470535
2021,88,165470536
2021,88,172902746
2021,88,172902701
2021,88,172902702
2021,88,172902703
2021,88,172902704
2021,88,172902706
2021,88,172902707
2021,88,172902708
2021,88,172902709
2021,88,172902710
2021,88,172902877
2021,88,177744251
2021,88,172902878
2021,88,172902879
2021,88,165221833
2021,88,172902883
2021,88,172902884
2021,88,172902885
2021,88,172902886
2021,88,172902887
2021,88,172902888
2021,88,172902889
2021,88,172902890
2021,88,172903253
2021,88,180245574
2021,88,165470537
2021,88,165470538
2021,88,172884062
2021,88,165221842
2021,88,165470589
2021,88,165470599
2021,88,165470600
2021,88,165470601
2021,88,180245575
2021,88,177653892
2021,88,177653893
2021,88,177814134
2021,88,165219477
2021,88,165217758
2021,88,177814135
2021,88,177653894
2021,88,177719216
2021,88,165224534
2021,88,177744262
2021,88,177744263
2021,88,180245596
2021,88,180245597
2021,88,180245598
2021,88,177653898
2021,88,180245608
2021,88,180245609
2021,88,180245610
2021,88,177653902
2021,88,180245626
2021,88,177653904
2021,88,177653905
2021,88,177653906
2021,88,177814136
2021,88,165222914
2021,88,165222915
2021,88,177814137
2021,88,177653907
2021,88,177653909
2021,88,177713257
2021,88,165471856
2021,88,165496691
2021,88,165470604
2021,88,177713259
2021,88,165217759
2021,88,177713263
2021,88,177713266
2021,88,177713267
2021,88,177713269
2021,88,177713270
2021,88,177713636
2021,88,165471948
2021,88,177653910
2021,88,177653911
2021,88,177653915
2021,88,177653919
2021,88,177719217
2021,88,177653923
2021,88,177653924
2021,88,177653927
2021,88,177653931
2021,88,177653932
2021,88,177653935
2021,88,177653936
2021,88,177653939
2021,88,177654002
2021,88,177654005
2021,88,177654174
2021,88,177654175
2021,88,177654176
2021,88,180245647
2021,88,177654178
2021,88,180247786
2021,88,165472555
2021,88,165472483
2021,88,180247787
2021,88,177654172
2021,88,177654173
2021,88,177654179
2021,88,165220669
2021,88,177654180
2021,88,177654181
2021,88,177654182
2021,88,177719219
2021,19,165471858
2021,19,165471859
2021,88,165496692
2021,88,177654321
2021,88,177654322
2021,88,177654323
2021,88,177654317
2021,88,177654318
2021,88,177654319
2021,88,177654275
2021,88,177719220
2021,88,168812615
2021,88,177719221
2021,88,165222921
2021,88,177719222
2021,88,177719226
2021,88,180247807
2021,88,180247808
2021,88,177719229
2021,88,177719230
2021,88,177719232
2021,88,177719233
2021,88,177719235
2021,88,177719237
2021,88,177719238
2021,88,177719240
2021,88,177719241
2021,88,177719242
2021,88,177719243
2021,88,177719245
2021,88,177719368
2021,88,177719370
2021,88,177719371
2021,88,177719476
2021,88,177719477
2021,88,177719478
2021,88,177719479
2021,88,177719480
2021,88,177719481
2021,88,177719482
2021,88,177719483
2021,88,177719484
2021,88,177719485
2021,88,177719486
2021,88,177719487
2021,88,177719489
2021,88,177719494
2021,88,177719495
2021,88,177814138
2021,88,177814139
2021,88,177719504
2021,88,177719510
2021,88,177719511
2021,88,177719518
2021,88,177720011
2021,88,177657396
2021,88,165496693
2021,88,165472442
2021,88,165224535
2021,88,165224537
2021,88,165496695
2021,88,165496777
2021,88,172884063
2021,88,165496778
2021,88,165471917
2021,88,165222916
2021,88,165224563
2021,88,165496779
2021,88,172884064
2021,88,172884065
2021,88,165496783
2021,88,165496782
2021,88,165224564
2021,88,165496785
2021,88,177657397
2021,88,165496784
2021,88,165496787
2021,88,165496789
2021,88,168812617
2021,88,165496815
2021,88,165224570
2021,88,165496817
2021,88,165496811
2021,88,177720020
2021,88,177720021
2021,88,177720032
2021,88,168918575
2021,88,177648971
2021,88,177648972
2021,88,180247832
2021,88,180247833
2021,88,177720050
2021,88,177720059
2021,88,177720066
2021,88,177720071
2021,88,177720080
2021,88,168893047
2021,88,177720086
2021,88,177720098
2021,88,177720106
2021,88,177720117
2021,88,177720129
2021,88,177720651
2021,88,165500505
2021,88,165496965
2021,88,168893048
2021,88,180247850
2021,88,177720925
2021,88,177720926
2021,88,177717829
2021,88,177813675
2021,88,168812638
2021,88,168812639
2021,88,165496970
2021,88,165500503
2021,88,165500506
2021,88,168812640
2021,88,165497008
2021,88,177717830
2021,88,177717831
2021,88,177717833
2021,88,177717834
2021,88,177814140
2021,88,177814141
2021,88,177814142
2021,88,177814143
2021,88,177814144
2021,88,177814145
2021,88,177814146
2021,88,177814147
2021,88,177814148
2021,88,177814149
2021,88,177814150
2021,88,177814151
2021,88,177814152
2021,88,177814153
2021,88,177814361
2021,88,177814362
2021,88,177814363
2021,88,177814364
2021,88,177814365
2021,88,177814366
2021,88,177814367
2021,88,177814368
2021,88,180247878
2021,88,168848550
2021,88,180247895
2021,88,168918781
2021,88,165497006
2021,88,168848551
2021,88,165497070
2021,88,168848552
2021,88,168848553
2021,88,172884696
2021,88,168893049
2021,88,180247896
2021,88,177814373
2021,88,177814374
2021,88,177814375
2021,88,177814376
2021,88,177814377
2021,88,177814378
2021,88,177814379
2021,88,177814380
2021,88,177814381
2021,88,177814382
2021,88,177814383
2021,88,177814384
2021,88,177814385
2021,88,177814410
2021,88,177814411
2021,88,177814412
2021,88,177814413
2021,88,177814414
2021,88,180247914
2021,88,168918782
2021,88,165497069
2021,88,168848555
2021,88,168817863
2021,88,177814416
2021,88,177814417
2021,88,180247934
2021,88,177814419
2021,88,177814420
2021,88,177814421
2021,88,177814422
2021,88,177814423
2021,88,177814424
2021,88,177814425
2021,88,177814426
2021,88,177814427
2021,88,177814428
2021,88,177814429
2021,88,177814430
2021,88,177814431
2021,88,177814386
2021,88,177814387
2021,88,177814388
2021,88,177814389
2021,88,177814546
2021,88,180222875
2021,88,168893050
2021,88,168818021
2021,88,168893051
2021,88,168818065
2021,88,168818066
2021,88,168818067
2021,88,168893052
2021,88,177813677
2021,88,168818068
2021,88,168818069
2021,88,168818070
2021,88,168818071
2021,88,177814547
2021,88,177814790
2021,88,177813678
2021,88,168893054
2021,88,168818073
2021,88,168818074
2021,88,168893227
2021,88,168893228
2021,88,168893229
2021,88,168893230
2021,88,168818075
2021,88,172884700
2021,88,177648874
2021,88,172884701
2021,88,168918783
2021,88,168893250
2021,88,177657642
2021,88,168893252
2021,88,177813680
2021,88,180222876
2021,88,180222877
2021,88,168893254
2021,88,172884706
2021,88,168893256
2021,88,168918786
2021,88,168918787
2021,88,168893257
2021,88,168893258
2021,88,168893259
2021,88,168893260
2021,88,168918788
2021,88,168893261
2021,88,168893262
2021,88,168893263
2021,88,177814791
2021,12,177811235
2021,88,168893283
2021,88,168919499
2021,88,172884707
2021,88,168919500
2021,88,172884708
2021,88,168919501
2021,88,172884709
2021,88,180222879
2021,88,180222880
2021,88,168919505
2021,12,177811236
2021,88,177811237
2021,88,177811238
2021,88,177811239
2021,88,177811240
2021,88,180247961
2021,88,180247962
2021,88,177811243
2021,88,177811244
2021,88,177811245
2021,88,177811246
2021,88,177811247
2021,88,177811248
2021,88,177811249
2021,88,177811250
2021,88,177811251
2021,88,177811252
2021,88,177811253
2021,88,177811269
2021,88,180249203
2021,88,177745559
2021,88,177745560
2021,88,180249209
2021,88,180249210
2021,88,180249655
2021,88,177666040
2021,88,177745408
2021,88,172884710
2021,88,172884711
2021,88,180252600
2021,88,180252607
2021,88,180252650
2021,88,177813682
2021,88,177745418
2021,88,168920167
2021,88,172884714
2021,88,177745420
2021,88,180252966
2021,88,172876037
2021,88,177813851
2021,88,172884715
2021,88,177813852
2021,88,172858994
2021,88,172858995
2021,88,172858996
2021,88,172858997
2021,88,172859020
2021,88,172859021
2021,88,172859054
2021,88,172859055
2021,88,172859056
2021,88,177639776
2021,88,177658076
2021,88,177666041
2021,88,177666043
2021,88,177648875
2021,88,172876983
2021,88,172876986
2021,88,177658078
2021,88,177648876
2021,88,177658081
2021,88,172877370
2021,88,177639777
2021,88,172859057
2021,88,172859058
2021,88,172859059
2021,88,172859060
2021,88,172859061
2021,88,172859042
2021,88,172859043
2021,88,172859044
2021,88,172859045
2021,88,172859046
2021,88,172859047
2021,88,172859048
2021,88,172859049
2021,88,177639778
2021,88,177658083
2021,88,172877375
2021,88,172877376
2021,88,177813854
2021,88,172877950
2021,88,177813856
2021,88,172877958
2021,88,180222882
2021,88,177813859
2021,88,177640444
2021,88,172859050
2021,88,177654276
2021,88,177654277
2021,88,172859078
2021,88,172859079
2021,88,172859080
2021,88,172859081
2021,88,172859083
2021,88,172859084
2021,88,172859085
2021,88,177642376
2021,88,177732775
2021,88,177666044
2021,88,180222883
2021,88,177733034
2021,88,180222885
2021,88,177733035
2021,88,172859086
2021,88,172859089
2021,88,172859092
2021,88,177645262
2021,88,177733036
2021,88,177733038
2021,88,177733040
2021,88,177733043
2021,88,177733045
2021,88,177733046
2021,88,177813860
2021,88,177733048
2021,88,177649858
2021,88,177811271
2021,88,177717837
2021,88,180222886
2021,88,177733050
2021,88,177717838
2021,88,172859113
2021,88,172859114
2021,88,172859115
2021,88,172859116
2021,88,172859117
2021,88,172859118
2021,88,172859119
2021,88,172859120
2021,88,172859121
2021,88,172858026
2021,88,180222887
2021,88,177733052
2021,88,177733054
2021,88,172858033
2021,88,177645263
2021,88,177645264
2021,88,172858037
2021,88,177640447
2021,88,180222888
2021,88,177813863
2021,88,177640448
2021,88,177640449
2021,88,180222889
2021,88,180222891
2021,88,172858040
2021,88,172858044
2021,88,172858020
2021,88,180222893
2021,88,172858010
2021,88,177813864
2021,88,172858013
2021,88,172858017
2021,88,180222894
2021,88,172859102
2021,88,177733057
2021,88,172859103
2021,88,177814077
2021,88,172859104
2021,88,177814078
2021,88,172859105
2021,88,177642377
2021,88,177814079
2021,88,180222896
2021,88,172859106
2021,88,180222898
2021,88,177642378
2021,88,172859107
2021,88,172858583
2021,88,177639780
2021,88,177639781
2021,88,177639782
2021,88,172858584
2021,88,172858585
2021,88,172858662
2021,88,172859015
2021,88,177645266
2021,88,177811272
2021,88,172858019
2021,88,172858309
2021,88,177645267
2021,88,172930871
2021,88,172858310
2021,88,177640451
2021,88,177640452
2021,88,177640453
2021,88,177640454
2021,88,180235987
2021,88,180222239
2021,88,172858313
2021,88,172858316
2021,88,172858337
2021,88,177645272
2021,88,177645273
2021,88,172858338
2021,88,172858339
2021,88,177642379
2021,88,177644122
2021,88,177644123
2021,88,172858308
2021,88,172858318
2021,88,172858333
2021,88,172858334
2021,88,172858335
2021,88,172858336
2021,88,172858356
2021,88,172858357
2021,88,172858358
2021,88,172858359
2021,88,177639785
2021,88,172858360
2021,88,172858361
2021,88,172858395
2021,88,172858396
2021,88,177639786
2021,88,172858397
2021,88,172858414
2021,88,172858415
2021,88,172858416
2021,88,172858417
2021,88,172858418
2021,88,172858419
2021,88,172858278
2021,88,172858279
2021,88,177645276
2021,88,172858280
2021,88,172858281
2021,88,172858282
2021,88,172858283
2021,88,177733281
2021,88,172858284
2021,88,177814082
2021,88,172858285
2021,88,172858286
2021,88,180222242
2021,88,172858288
2021,88,172858289
2021,88,177644126
2021,88,177639787
2021,88,177639788
2021,88,177639789
2021,88,172858290
2021,88,177645269
2021,88,177645271
2021,88,172858291
2021,88,172858292
2021,88,172858293
2021,88,177645282
2021,88,180236003
2021,88,180222244
2021,88,172878002
2021,88,177648877
2021,88,177814083
2021,88,177814084
2021,88,177642381
2021,88,180222249
2021,88,172879170
2021,88,172879173
2021,88,177733541
2021,88,177658103
2021,88,177658106
2021,88,172880028
2021,88,177733542
2021,88,177648879
2021,88,177658108
2021,88,177658112
2021,88,180222251
2021,88,177650193
2021,88,177649609
2021,88,177649610
2021,88,177649611
2021,88,180222252
2021,88,177733545
2021,88,177642382
2021,88,172858298
2021,88,172858299
2021,88,172858300
2021,88,172858301
2021,88,177644128
2021,88,177644663
2021,88,177735030
2021,88,177649613
2021,88,177666046
2021,88,177649614
2021,88,177649615
2021,88,177649616
2021,88,177649617
2021,88,177649618
2021,88,177649619
2021,88,177649620
2021,88,177814109
2021,88,177666047
2021,88,177644664
2021,88,177644665
2021,88,172930879
2021,88,172858302
2021,88,172858303
2021,88,172858304
2021,88,172858306
2021,88,172858307
2021,88,172858342
2021,88,172858321
2021,88,172858322
2021,88,172858319
2021,88,172858320
2021,88,172858323
2021,88,172858324
2021,88,177642384
2021,88,172858325
2021,88,172858326
2021,88,180236024
2021,88,177735032
2021,88,180236025
2021,88,177642387
2021,88,177639790
2021,88,172858327
2021,88,177644672
2021,88,177644682
2021,88,177644683
2021,88,172858328
2021,88,172858329
2021,88,172858330
2021,88,172858391
2021,88,172858392
2021,88,172858393
2021,88,172858394
2021,88,172858362
2021,88,177640457
2021,88,177640458
2021,88,172858363
2021,88,172858364
2021,88,172858343
2021,88,172858344
2021,88,172858345
2021,88,172858346
2021,88,172858347
2021,88,172858348
2021,88,177639791
2021,88,180237339
2021,88,177658536
2021,88,177735034
2021,88,177649621
2021,88,177649622
2021,88,177658539
2021,88,177649623
2021,88,177649624
2021,88,177649625
2021,88,177735037
2021,88,180237340
2021,88,172858349
2021,88,177811273
2021,88,177639792
2021,88,172858350
2021,88,177644696
2021,88,172858351
2021,88,172858352
2021,88,177811274
2021,88,177644701
2021,88,172858365
2021,88,172858421
2021,88,180237359
2021,88,180237360
2021,88,172858368
2021,88,172858369
2021,88,172858370
2021,88,172858371
2021,88,172858372
2021,88,172858373
2021,88,172858374
2021,88,172858375
2021,88,172858376
2021,88,172858377
2021,88,172858378
2021,88,172858379
2021,88,172858380
2021,88,172858381
2021,88,177644707
2021,88,172853283
2021,88,172853284
2021,88,172853286
2021,88,177644715
2021,88,177644716
2021,88,172853288
2021,88,172853289
2021,88,172853290
2021,88,172853291
2021,88,172853292
2021,88,172853293
2021,88,172930883
2021,88,177644724
2021,88,172853294
2021,88,172853295
2021,88,172853298
2021,88,172853300
2021,88,172853281
2021,88,177644730
2021,88,177644731
2021,88,177644732
2021,88,172930884
2021,88,177644734
2021,88,177644736
2021,88,177640040
2021,88,177644742
2021,88,177644744
2021,88,177644775
2021,88,177644777
2021,88,177645041
2021,88,172859995
2021,88,172860012
2021,88,172860013
2021,88,172860014
2021,88,172860015
2021,88,177811275
2021,88,172860017
2021,88,172860018
2021,88,172860019
2021,88,172860020
2021,88,172860023
2021,88,177640044
2021,88,177666413
2021,88,172860024
2021,88,172860028
2021,88,177666414
2021,88,172860030
2021,88,177658540
2021,88,172860033
2021,88,172860034
2021,88,177666415
2021,88,172860035
2021,88,177649718
2021,88,172860036
2021,88,177666416
2021,88,172866907
2021,88,172860038
2021,88,172860039
2021,88,172860040
2021,88,177666417
2021,88,172860041
2021,88,177666418
2021,88,172860042
2021,88,177649860
2021,88,177642388
2021,88,172860043
2021,88,172860044
2021,88,172860045
2021,88,177644132
2021,88,177644133
2021,88,172860046
2021,88,177658484
2021,88,172860048
2021,88,177658487
2021,88,172860049
2021,88,177735039
2021,88,177735040
2021,88,172860050
2021,88,172860051
2021,88,172860052
2021,88,177658490
2021,88,172860055
2021,88,177814110
2021,88,172860056
2021,88,177640055
2021,88,177658709
2021,88,172860057
2021,88,172860058
2021,88,172860061
2021,88,172860063
2021,88,172860064
2021,88,172860134
2021,88,172860071
2021,88,172860072
2021,88,172860073
2021,88,172860188
2021,88,172860191
2021,88,172860199
2021,88,172860241
2021,88,172860242
2021,88,172860312
2021,88,172860313
2021,88,172860382
2021,88,172860385
2021,88,172860388
2021,88,172866910
2021,88,172859285
2021,88,172859315
2021,88,172859318
2021,88,172859320
2021,88,172859321
2021,88,172859322
2021,88,172859324
2021,88,172859325
2021,88,172859328
2021,88,172859347
2021,88,172859348
2021,88,177649861
2021,88,177640064
2021,88,172859350
2021,88,172859351
2021,88,172859353
2021,88,172859355
2021,88,172859359
2021,88,172859361
2021,88,172859363
2021,88,172859364
2021,88,172859367
2021,88,172859387
2021,88,172859389
2021,88,172859390
2021,88,172859391
2021,88,180238924
2021,88,177666799
2021,88,177658711
2021,88,177666800
2021,88,177658712
2021,88,177658715
2021,88,177735044
2021,88,177735045
2021,88,180238925
2021,88,172859398
2021,88,172859418
2021,88,172859419
2021,88,172859420
2021,88,172859422
2021,88,177649862
2021,88,172859426
2021,88,172859431
2021,88,172859432
2021,88,172859435
2021,88,172859439
2021,88,172859443
2021,88,172859446
2021,88,172859499
2021,88,172859503
2021,88,172859504
2021,88,172859506
2021,88,172859508
2021,88,172859509
2021,88,172859511
2021,88,172859513
2021,88,172859515
2021,88,172859517
2021,88,172859519
2021,88,172859522
2021,88,172859884
2021,88,172859885
2021,88,177639794
2021,88,172860260
2021,88,172859288
2021,88,172859289
2021,88,172859292
2021,88,172859293
2021,88,177640463
2021,88,172859524
2021,88,172859525
2021,88,177639795
2021,88,172859527
2021,88,172859528
2021,88,172860390
2021,88,180222262
2021,88,172860391
2021,88,172860285
2021,88,172859307
2021,88,172859453
2021,88,172859455
2021,88,172859456
2021,88,172859457
2021,88,172859462
2021,88,172859566
2021,88,172859543
2021,88,172859693
2021,88,172859697
2021,88,172859700
2021,88,172859773
2021,88,172859775
2021,88,172859777
2021,88,172859778
2021,88,172859779
2021,88,172859780
2021,88,172859890
2021,88,172859952
2021,88,172859954
2021,88,177639796
2021,88,172859956
2021,88,172859957
2021,88,172859972
2021,88,172859973
2021,88,172859974
2021,88,177642474
2021,88,177639797
2021,88,172859975
2021,88,172859976
2021,88,172859977
2021,88,172860084
2021,88,172860086
2021,88,172867240
2021,88,172860087
2021,88,172860090
2021,88,177811502
2021,88,177811503
2021,88,172860204
2021,88,172860205
2021,88,172860206
2021,88,177811504
2021,88,177642476
2021,88,172860283
2021,88,172860246
2021,88,172860247
2021,88,177649887
2021,88,172860254
2021,88,172860256
2021,88,172860263
2021,88,172860264
2021,88,172860267
2021,88,172860268
2021,88,177811505
2021,88,177640465
2021,88,172860274
2021,88,172932428
2021,88,177734997
2021,88,177735002
2021,88,177658720
2021,88,177658723
2021,88,177658724
2021,88,177735004
2021,88,177735005
2021,88,177642477
2021,88,172932430
2021,88,172932431
2021,88,172932432
2021,88,172932433
2021,88,177640296
2021,88,172860136
2021,88,172860137
2021,88,172860139
2021,88,177735007
2021,88,177735010
2021,88,177735011
2021,88,172860140
2021,88,172860141
2021,88,180238955
2021,88,177735224
2021,88,177735226
2021,88,177814680
2021,88,172860144
2021,88,177814683
2021,88,177639798
2021,88,172860146
2021,88,172860147
2021,88,177639799
2021,88,172860149
2021,88,172860150
2021,88,172860151
2021,88,172860152
2021,88,172860153
2021,88,172860154
2021,88,172860155
2021,88,172860156
2021,88,172860158
2021,88,172860159
2021,88,172860160
2021,88,172860161
2021,88,172860162
2021,88,172860163
2021,88,172860165
2021,88,180238983
2021,88,172860167
2021,88,172860168
2021,88,177642478
2021,88,172860169
2021,88,172860170
2021,88,172860171
2021,88,172860173
2021,88,172860174
