data_year,victim_id,offender_id,relationship_id,nibrs_victim_offender_id
2021,158584747,163495328,3,
2021,158584910,163495514,18,
2021,158584910,163495515,18,
2021,158584750,163495331,18,
2021,158585557,163496171,3,
2021,158585558,163496172,18,
2021,158585559,163496173,18,
2021,158584753,163495334,3,
2021,158584754,163495335,3,
2021,158587458,163498113,18,
2021,158587460,163498115,18,
2021,158584756,163495337,18,
2021,158585079,163495686,18,
2021,158585560,163496174,3,
2021,158585082,163495689,18,
2021,158585083,163495690,3,
2021,158585084,163495691,18,
2021,158585088,163495695,18,
2021,158585089,163495696,18,
2021,158585090,163495697,18,
2021,158585637,163496248,18,
2021,158585092,163495699,18,
2021,158585093,163495700,18,
2021,158587463,163498118,18,
2021,158587465,163498120,18,
2021,158587465,163498121,18,
2021,158585639,163496250,3,
2021,158595973,163506709,18,
2021,158595973,163506710,18,
2021,158585640,163496251,18,
2021,158585641,163496252,18,
2021,158596089,163506820,18,
2021,158596089,163506821,18,
2021,158589722,163500343,18,
2021,158585646,163496257,18,
2021,158585651,163496262,18,
2021,158585797,163496401,18,
2021,158585804,163496408,26,
2021,158585808,163496412,18,
2021,158585811,163496415,18,
2021,158585812,163496416,18,
2021,158585813,163496417,18,
2021,158589723,163500344,18,
2021,158585815,163496419,18,
2021,158589726,163500347,18,
2021,158589726,163500348,18,
2021,158589727,163500349,18,
2021,158585820,163496423,18,
2021,158589728,163500350,18,
2021,158589729,163500351,18,
2021,158589729,163500352,18,
2021,158589729,163500353,18,
2021,158589730,163500354,18,
2021,158589731,163500355,18,
2021,158589737,163500359,18,
2021,158589739,163500361,18,
2021,158589739,163500362,18,
2021,158589740,163500361,18,
2021,158589740,163500362,18,
2021,158589746,163500370,18,
2021,158589748,163500372,18,
2021,158589749,163500373,18,
2021,158589750,163500374,18,
2021,158588276,163498921,18,
2021,158588285,163498929,18,
2021,158588534,163499152,18,
2021,158588806,163499415,18,
2021,158588809,163499419,18,
2021,158588995,163499618,18,
2021,158588997,163499620,18,
2021,158589193,163499816,18,
2021,158589199,163499821,18,
2021,158589506,163500117,18,
2021,158589509,163500120,18,
2021,158589511,163500122,18,
2021,158591763,163502447,18,
2021,158589769,163500392,26,
2021,158590204,163500872,18,
2021,158593676,163504389,18,
2021,158593676,163504390,18,
2021,158593676,163504391,18,
2021,158590209,163500877,18,
2021,158590218,163500886,18,
2021,158590222,163500890,18,
2021,158590224,163500892,18,
2021,158590234,163500902,18,
2021,163370832,168229655,18,
2021,158590249,163500919,18,
2021,158590252,163500922,18,
2021,158590253,163500922,18,
2021,158590562,163501226,18,
2021,158590562,163501227,18,
2021,158590563,163501226,18,
2021,158590563,163501227,18,
2021,158590565,163501229,18,
2021,158590711,163501373,18,
2021,158590711,163501374,18,
2021,158590711,163501375,18,
2021,158590712,163501376,18,
2021,158590716,163501380,18,
2021,158590718,163501382,18,
2021,158590721,163501385,18,
2021,158590722,163501386,26,
2021,158590723,163501387,18,
2021,158590847,163501519,18,
2021,158593680,163504393,18,
2021,158593680,163504394,18,
2021,158593680,163504395,18,
2021,163370904,168229731,18,
2021,158587577,163498232,26,
2021,158587578,163498233,18,
2021,158587579,163498233,18,
2021,158587581,163498235,18,
2021,158587582,163498235,18,
2021,163370905,168229732,18,
2021,163370905,168229733,18,
2021,158587823,163498475,18,
2021,158587824,163498476,18,
2021,158588103,163498750,18,
2021,158588289,163498933,18,
2021,158588295,163498938,18,
2021,158593682,163504397,18,
2021,158588296,163498939,18,
2021,158588300,163498942,18,
2021,158588304,163498945,18,
2021,158588304,163498946,18,
2021,158588304,163498947,18,
2021,158588310,163498952,18,
2021,158588315,163498956,18,
2021,158588316,163498957,18,
2021,158588317,163498957,18,
2021,158588321,163498961,18,
2021,158588330,163498971,18,
2021,158593950,163504658,18,
2021,158588541,163499159,18,
2021,158588544,163499165,18,
2021,158591770,163502453,18,
2021,158591772,163502456,18,
2021,158591774,163502458,18,
2021,158591778,163502463,18,
2021,158591781,163502466,18,
2021,158591788,163502472,18,
2021,158591791,163502475,18,
2021,158591942,163502632,18,
2021,158592185,163502873,18,
2021,158592187,163502875,18,
2021,158592188,163502875,18,
2021,158592191,163502878,3,
2021,158592140,163502830,18,
2021,158592142,163502832,18,
2021,158592145,163502835,18,
2021,158592150,163502840,18,
2021,158592153,163502842,18,
2021,158592157,163502846,18,
2021,158592161,163502850,18,
2021,158592162,163502850,18,
2021,158592164,163502852,18,
2021,165939214,170778835,18,
2021,165939214,170778836,18,
2021,158592200,163502887,18,
2021,158592204,163502891,3,
2021,158592213,163502898,18,
2021,158592218,163502902,18,
2021,158596091,163506823,18,
2021,158596092,163506823,18,
2021,158596093,163506823,18,
2021,158596094,163506823,18,
2021,158592402,163503098,18,
2021,158592403,163503099,18,
2021,158592407,163503103,18,
2021,158592411,163503107,18,
2021,158592419,163503115,18,
2021,158593951,163504659,18,
2021,158592425,163503121,18,
2021,158592428,163503124,18,
2021,158592431,163503128,26,
2021,158592604,163503306,18,
2021,158592606,163503308,18,
2021,158592610,163503312,18,
2021,158592612,163503314,18,
2021,158592618,163503320,18,
2021,158592580,163503280,18,
2021,158592582,163503283,18,
2021,158597657,163508387,18,
2021,158597658,163508387,18,
2021,158597659,163508387,18,
2021,158592777,163503487,18,
2021,158592779,163503489,18,
2021,158592781,163503491,18,
2021,158592786,163503496,18,
2021,163363100,168221881,18,
2021,158592789,163503499,18,
2021,158593953,163504661,18,
2021,158593956,163504664,18,
2021,158593960,163504668,18,
2021,158594124,163504841,18,
2021,158594124,163504842,18,
2021,158594124,163504843,18,
2021,158594135,163504854,18,
2021,158594137,163504856,18,
2021,158594138,163504857,18,
2021,158594142,163504861,18,
2021,158594143,163504862,18,
2021,158594146,163504865,18,
2021,163370909,168229737,18,
2021,158594151,163504869,18,
2021,158594153,163504871,18,
2021,158594155,163504873,18,
2021,158594156,163504873,18,
2021,158594158,163504875,18,
2021,158594159,163504876,18,
2021,158594163,163504878,18,
2021,158597661,163508389,18,
2021,158594167,163504882,18,
2021,158594349,163505061,18,
2021,158614958,163525558,18,
2021,163370910,168229738,18,
2021,163370910,168229739,18,
2021,158594355,163505067,26,
2021,163370911,168229740,18,
2021,158594397,163505112,18,
2021,158614959,163525559,18,
2021,158594399,163505114,18,
2021,158594401,163505116,18,
2021,158594401,163505117,18,
2021,158594404,163505120,18,
2021,158594406,163505122,3,
2021,158594408,163505124,18,
2021,158594411,163505128,18,
2021,158594413,163505130,18,
2021,158594414,163505131,18,
2021,158594416,163505133,18,
2021,158594420,163505138,18,
2021,158594424,163505143,3,
2021,158594620,163505350,18,
2021,158594626,163505357,18,
2021,158594839,163505583,18,
2021,158594840,163505584,18,
2021,163363101,168221882,18,
2021,163363103,168221884,18,
2021,163363113,168221894,18,
2021,163363114,168221895,18,
2021,163363115,168221896,18,
2021,163363116,168221897,3,
2021,163363117,168221898,18,
2021,163363118,168221899,18,
2021,163363119,168221900,3,
2021,158595465,163506191,18,
2021,158579701,163490267,18,
2021,158595581,163506303,18,
2021,158595581,163506304,18,
2021,158595581,163506305,18,
2021,158595581,163506306,18,
2021,158595583,163506308,18,
2021,163370912,168229741,18,
2021,158595586,163506311,18,
2021,158595587,163506312,18,
2021,158595588,163506313,18,
2021,158595589,163506314,18,
2021,158595592,163506318,18,
2021,158595593,163506318,18,
2021,165939249,170778869,18,
2021,165939249,170778870,18,
2021,158595734,163506466,18,
2021,158595735,163506467,18,
2021,158595889,163506624,26,
2021,163370913,168229742,18,
2021,158595893,163506628,18,
2021,158595894,163506629,18,
2021,158596005,163506742,18,
2021,158596006,163506743,3,
2021,158596009,163506745,26,
2021,158596010,163506745,18,
2021,158596012,163506747,18,
2021,158596018,163506753,3,
2021,163370915,168229744,18,
2021,158597769,163508497,18,
2021,158597893,163508623,18,
2021,158597894,163508624,18,
2021,158598151,163508895,18,
2021,158598160,163508903,18,
2021,158614962,163525561,18,
2021,158598165,163508909,18,
2021,158598165,163508910,18,
2021,158598165,163508911,18,
2021,158598503,163509255,18,
2021,158598504,163509255,18,
2021,158598650,163509395,18,
2021,158599187,163509939,18,
2021,158599192,163509944,18,
2021,158599193,163509944,18,
2021,165939293,170778913,18,
2021,165939294,170778913,18,
2021,158599593,163510336,18,
2021,158599598,163510341,18,
2021,158599604,163510347,18,
2021,163370917,168229746,26,
2021,158599939,163510683,18,
2021,158599950,163510694,3,
2021,158599960,163510706,18,
2021,158599962,163510708,18,
2021,158599967,163510711,18,
2021,158599971,163510715,18,
2021,158599977,163510721,18,
2021,158599977,163510722,18,
2021,158599977,163510723,18,
2021,158599980,163510727,26,
2021,158599982,163510729,18,
2021,158599986,163510733,18,
2021,158599989,163510736,18,
2021,163370918,168229747,18,
2021,158600011,163510757,18,
2021,158600222,163510981,18,
2021,158600233,163510992,18,
2021,158600251,163511018,18,
2021,158600255,163511021,18,
2021,158600266,163511031,18,
2021,158600277,163511041,18,
2021,158600283,163511048,18,
2021,158600285,163511048,18,
2021,158600286,163511048,18,
2021,158600307,163511070,18,
2021,158600786,163511563,18,
2021,158600788,163511565,18,
2021,158601370,163512154,18,
2021,163370920,168229749,18,
2021,158614967,163525565,18,
2021,158614968,163525566,18,
