data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2021,44242911,,51
2021,44243066,,51
2021,44242957,,51
2021,44243067,,51
2021,44242958,,51
2021,44242959,,51
2021,44243443,,51
2021,44245208,,51
2021,44243078,,51
2021,44245229,,51
2021,44243079,,51
2021,44243080,,51
2021,44243121,,51
2021,44243123,,51
2021,44243124,,51
2021,44243125,,51
2021,44243126,,51
2021,44243883,,51
2021,44243765,,51
2021,44243824,,51
2021,44243986,,51
2021,44243987,,51
2021,44243989,,51
2021,44244062,,51
2021,44244063,,51
2021,44244103,,51
2021,44244132,,51
2021,44243434,,51
2021,44243604,,51
2021,44243605,,51
2021,44243610,,51
2021,44243611,,53
2021,44244321,,52
2021,44244351,,51
2021,44244392,,51
2021,44261485,,51
2021,44261486,,51
2021,44244484,,51
2021,44245595,,51
2021,44244771,,51
2021,44244804,,51
2021,44244808,,51
2021,44244810,,51
2021,44244811,,51
2021,44244814,,51
2021,44244815,,51
2021,44244846,,51
2021,44244847,,51
2021,44244867,,51
2021,44244869,,51
2021,44244870,,51
2021,44244927,,51
2021,45355681,,51
2021,44245119,,51
2021,44245148,,51
2021,44250446,,51
2021,44245149,,51
2021,44245150,,51
2021,44245167,,51
2021,44245191,,51
2021,44245215,,51
2021,44245217,,51
2021,44245219,,51
2021,44245613,,51
2021,44246036,,51
2021,44246137,,51
2021,44246249,,51
2021,44246256,,51
2021,44246261,,51
2021,44246639,,51
2021,44249642,,51
2021,44249643,,51
2021,44249724,,51
2021,44249725,,51
2021,44253107,,51
2021,44253108,,51
2021,44253109,,51
2021,44253367,,51
2021,44253368,,51
2021,44253369,,51
2021,44253370,,51
2021,44253360,,51
2021,44253361,,51
2021,44253407,,51
2021,44253408,,51
2021,44253409,,51
2021,44253410,,51
2021,44253411,,51
2021,44253412,,51
2021,44253508,,51
2021,45357624,,51
2021,45357625,,51
2021,45372314,,51
2021,45372315,,51
2021,45372316,,51
2021,45372317,,51
2021,45372318,,51
2021,45372419,,51
2021,45357634,,51
2021,45357637,,51
2021,45357687,,51
2021,45357688,,51
2021,45357716,,51
2021,45998020,,51
2021,45374196,,51
2021,45374197,,52
2021,45374277,,51
2021,45374278,,51
2021,45374279,,51
2021,45374280,,51
2021,45998027,,51
2021,45374600,,51
2021,45404793,,51
2021,45404794,,51
2021,45404830,,51
2021,45404831,,51
2021,45404832,,51
2021,45404833,,51
2021,45404834,,51
2021,45404837,,51
2021,45404838,,51
2021,45404839,,51
2021,45998036,,51
2021,45404840,,51
2021,45404841,,51
2021,45404842,,51
2021,45404843,,51
2021,45404844,,51
2021,45404845,,51
2021,45404835,,51
2021,45404836,,51
2021,45404862,,51
2021,45404911,,51
2021,45404912,,51
2021,45404047,,51
2021,45404048,,51
2021,45404049,,51
2021,45404050,,51
2021,45404051,,51
2021,45404052,,51
2021,45404053,,52
2021,45404054,,51
2021,44246642,,51
2021,44242983,,51
2021,44242987,,51
2021,45353609,,51
2021,44242990,,51
2021,44242988,,51
2021,44242989,,51
2021,45353610,,51
2021,45353794,,51
2021,44242996,,51
2021,44242998,,51
2021,45354183,,52
2021,45356742,,51
2021,45373802,,51
2021,44243006,,51
2021,44243007,,51
2021,44242814,,51
2021,44243003,,51
2021,45354184,,51
2021,45404061,,51
2021,44242869,,51
2021,45353795,,51
2021,45353796,,51
2021,45353797,,51
2021,45355041,,51
2021,44242871,,51
2021,44242872,,51
2021,45353613,,51
2021,44242889,,51
2021,44242867,,51
2021,42441898,,51
2021,44242868,,51
2021,45995831,,51
2021,45381382,,51
2021,45381383,,51
2021,45354185,,51
2021,42380930,,51
2021,45354186,,51
2021,42441899,,51
2021,45355318,,51
2021,42441914,,51
2021,45355319,,51
2021,45355320,,51
2021,44261019,,51
2021,45354187,,51
2021,45353614,,51
2021,45355324,,51
2021,45355330,,51
2021,44242870,,51
2021,44242879,,51
2021,45353798,,51
2021,44242873,,51
2021,45404062,,51
2021,45353615,,51
2021,45404063,,51
2021,45355341,,51
2021,45355342,,51
2021,45996107,,51
2021,42380399,,51
2021,44242875,,51
2021,45355348,,51
2021,45355355,,51
2021,45355359,,51
2021,45353690,,51
2021,44243192,,51
2021,42381511,,51
2021,45353693,,51
2021,44243194,,51
2021,44243195,,51
2021,44243196,,51
2021,45355045,,51
2021,44243197,,51
2021,44243199,,51
2021,45356743,,51
2021,45353699,,51
2021,44243061,,51
2021,44243071,,51
2021,44243086,,51
2021,44243048,,51
2021,45381387,,51
2021,44243267,,51
2021,44243074,,51
2021,44243144,,51
2021,44243184,,51
2021,44243206,,51
2021,45354208,,51
2021,42381155,,52
2021,42442279,,51
2021,44261426,,51
2021,44261427,,51
2021,45353763,,51
2021,45996432,,51
2021,44243211,,51
2021,44243212,,51
2021,45354209,,51
2021,44243213,,51
2021,44243214,,51
2021,44243215,,51
2021,45373803,,51
2021,44243261,,51
2021,44243262,,51
2021,44243263,,51
2021,45357705,,51
2021,42442281,,51
2021,42442282,,51
2021,42447712,,51
2021,45353616,,51
2021,44243264,,51
2021,43267834,,51
2021,45358342,,3
2021,42447714,,51
2021,44248893,,51
2021,45353622,,51
2021,45353623,,51
2021,44243734,,51
2021,45354210,,51
2021,45354211,,51
2021,45354212,,51
2021,45373804,,51
2021,45373805,,51
