data_year,property_id,prop_desc_id,property_value,date_recovered,nibrs_prop_desc_id
2021,143994972,9,0,,
2021,143994962,19,1076,,
2021,143994965,20,500,,
2021,143994965,61,1000,,
2021,143994969,8,49,2021-01-08,
2021,143994970,8,999999998,,
2021,143995760,19,999999998,,
2021,143995761,61,1,,
2021,147589210,9,0,,
2021,143995762,3,500,,
2021,147589211,8,176,,
2021,143995396,61,999999998,,
2021,147587239,38,100,,
2021,147587240,20,3000,,
2021,147587240,63,500,,
2021,143995397,6,225,,
2021,143995398,6,1000,,
2021,143995460,38,140,,
2021,147591302,63,1776,,
2021,147711714,6,250,,
2021,143994971,52,0,,
2021,143995196,16,1200,,
2021,147591303,6,10,,
2021,144047771,38,999999998,,
2021,147655773,63,100,,
2021,149526789,63,200,,
2021,147655774,63,100,,
2021,147655775,63,100,,
2021,143995197,20,6000,,
2021,147587773,3,30000,2021-01-12,
2021,147587774,3,30000,,
2021,149536560,6,89,,
2021,147655776,63,100,,
2021,147655778,63,100,,
2021,147655780,63,0,,
2021,147655782,63,0,,
2021,147655783,63,100,,
2021,147713555,63,100,,
2021,147655785,63,100,,
2021,149526790,63,0,,
2021,147655787,63,100,,
2021,149526791,63,100,,
2021,147655789,63,100,,
2021,147655790,63,100,,
2021,143995201,63,406,,
2021,147591306,19,40,,
2021,147591307,63,1,,
2021,143995218,52,0,,
2021,143995219,20,1,,
2021,147589212,20,5500,,
2021,147590464,17,2000,,
2021,147590464,63,1040,,
2021,143995203,38,200,,
2021,143995203,42,600,,
2021,143995216,3,999999998,,
2021,143995217,3,11593,,
2021,143995233,52,0,,
2021,147587243,6,150,,
2021,149526792,63,0,,
2021,143995234,8,230,,
2021,147713556,63,100,,
2021,143995235,36,130,,
2021,143995259,9,0,,
2021,143995259,63,50,,
2021,147587244,9,0,,
2021,143995260,50,31,,
2021,143995270,63,200,,
2021,143995271,19,200,,
2021,143995272,63,2000,,
2021,143995273,61,999999998,,
2021,143995274,63,999999998,,
2021,143995179,20,2470,,
2021,143995179,52,0,,
2021,147591310,3,3000,,
2021,143995180,63,10,,
2021,143995181,61,999,,
2021,143995182,61,999999998,,
2021,143995184,16,80,,
2021,147590465,6,1394,,
2021,147587245,35,300,,
2021,147587246,13,2,,
2021,147587246,17,1,,
2021,147591304,42,200,,
2021,147591304,63,50,,
2021,147591305,38,200,,
2021,143995185,20,4198,,
2021,143995186,63,300,,
2021,147591317,2,20,,
2021,149536569,16,180,,
2021,149526793,63,0,,
2021,147589214,19,555,,
2021,147589215,19,392,,
2021,143995190,9,0,2021-01-19,
2021,143995191,9,0,,
2021,147590466,19,600,,
2021,147590868,63,251,,
2021,149526795,63,0,,
2021,147590869,6,1,2021-01-30,
2021,147590870,6,1,,
2021,147590870,8,999999998,,
2021,143995193,20,54450,,
2021,143995222,63,20,,
2021,143995207,9,0,,
2021,143995207,25,30,,
2021,143995207,63,400,,
2021,143995204,63,50,2021-01-21,
2021,143995205,63,50,,
2021,143995208,63,200,,
2021,147589217,6,575,,
2021,143995209,52,0,,
2021,149536582,63,999999998,,
2021,149526797,63,100,,
2021,147713557,3,100,,
2021,149526798,63,100,,
2021,147655793,63,100,,
2021,147713700,63,100,,
2021,147713701,63,100,,
2021,147713702,63,100,,
2021,149526800,63,0,,
2021,149526802,63,100,,
2021,149526271,63,0,,
2021,149536583,61,3000,,
2021,147589220,19,1000,,
2021,147587247,19,400,,
2021,143995211,52,0,,
2021,147590876,63,229,,
2021,147590883,6,209,,
2021,143995212,8,61,2021-01-22,
2021,143995213,8,61,,
2021,143995214,20,100,,
2021,143995258,19,400,,
2021,143995236,20,900,,
2021,147587778,9,0,,
2021,147587778,20,1069,,
2021,143995237,8,569,,
2021,143995238,63,1,,
2021,143995224,63,200,,
2021,143995225,63,271,2021-01-24,
2021,143995226,63,271,,
2021,143995227,19,999999998,,
2021,147587248,20,3001,,
2021,149537508,20,700,,
2021,147655941,63,100,,
2021,147713703,63,100,,
2021,149526273,63,100,,
2021,149526275,63,0,,
2021,147711715,63,489,,
2021,147587249,6,1545,,
2021,147590893,6,45,,
2021,144009408,63,100,,
2021,143995230,20,776,,
2021,147594003,63,150,,
2021,147711716,63,680,,
2021,147590895,63,1361,,
2021,143995239,21,1200,,
2021,143995276,52,0,,
2021,149537522,26,999999998,,
2021,147656115,3,2500,,
2021,144010830,26,100,,
2021,147656116,10,,,
2021,147594004,63,7,,
2021,147600651,4,400,,
2021,147594577,63,0,,
2021,147594578,3,100,,
2021,149526276,63,0,,
2021,147656117,7,1500,,
2021,147656117,63,0,,
2021,143995241,38,175,,
2021,143995242,52,0,,
2021,143995243,19,496,,
2021,143995244,63,500,,
2021,143995245,63,1,,
2021,143995246,52,0,,
2021,143995247,20,675,,
2021,143995248,52,0,,
2021,143995249,16,249,,
2021,147590900,19,469,,
2021,147657248,63,0,,
2021,147594580,3,2970,,
2021,147594580,63,5500,,
2021,147594581,4,50,,
2021,147594582,63,200,,
2021,147606154,63,0,,
2021,143991319,19,260,,
2021,143991320,19,225,2021-01-27,
2021,143991321,19,225,,
2021,143991323,16,549,,
2021,143991323,63,348,,
2021,147590905,19,578,,
2021,143991325,19,630,,
2021,143991326,19,92,,
2021,143991327,19,282,,
2021,143991328,19,575,,
2021,147657250,63,100,,
2021,147594583,63,500,,
2021,147594584,63,28,,
2021,147600999,4,100,,
2021,147594585,16,200,,
2021,143991329,19,477,,
2021,143991330,20,200,,
2021,144047781,21,999999998,,
2021,143991332,63,1,,
2021,143991338,17,147000,,
2021,147590913,52,0,,
2021,147590914,7,1500,,
2021,147590915,52,0,,
2021,144047782,63,800,,
2021,147590918,16,999999998,,
2021,147587458,63,6584,,
2021,147606405,63,200,,
2021,147601000,20,5210,,
2021,147594647,6,1,,
2021,147590923,52,0,,
2021,147590925,63,83,,
2021,147590943,20,5500,,
