data_year,property_id,incident_id,prop_loss_id,stolen_count,recovered_count
2022,158768999,161030405,7,,
2022,158723600,160977635,7,,
2022,158719550,160972612,4,,
2022,158719551,160972612,7,,
2022,158719556,160972621,4,,
2022,158723603,160977640,7,,
2022,158719591,160972656,4,,
2022,158813468,161083560,7,,
2022,158729089,160984035,1,,
2022,158719638,160972704,7,,
2022,158723610,160977651,7,,
2022,158769002,161030408,7,,
2022,158729090,160984036,5,,1
2022,158729091,160984036,7,1,
2022,158813469,161083561,5,,
2022,158813470,161083561,7,,
2022,158959099,161263396,5,,
2022,158959100,161263396,7,,
2022,158723616,160977657,7,,
2022,158959113,161263407,7,,
2022,158769006,161030410,7,,
2022,158769007,161030412,7,,
2022,158729092,160984037,7,,
2022,158768926,161030309,7,,
2022,158723615,160977656,7,,
2022,158720871,160974201,4,,
2022,158720872,160974201,7,,
2022,158720882,160974216,5,,1
2022,158720883,160974216,7,1,
2022,158723870,160977948,5,,1
2022,158723871,160977948,7,1,
2022,158723872,160977950,7,,
2022,158720901,160974244,4,,
2022,158720902,160974244,7,,
2022,158720891,160974231,7,,
2022,158720904,160974246,4,,
2022,158720907,160974249,4,,
2022,158723873,160977951,7,,
2022,158720912,160974263,1,,
2022,158723883,160977963,7,,
2022,158768950,161030340,7,,
2022,158723887,160977966,7,,
2022,158729095,160984041,1,,
2022,158723889,160977969,7,,
2022,158768952,161030350,7,,
2022,158732920,160988724,7,,
2022,158768955,161030355,5,,
2022,158768956,161030355,7,,
2022,158721019,160974450,5,,
2022,158721020,160974450,7,,
2022,158721039,160974474,4,,
2022,158720939,160974342,4,,
2022,158720957,160974365,4,,
2022,158729096,160984043,4,,
2022,158769473,161030975,7,,
2022,158769475,161030978,7,,
2022,158769477,161030983,7,,
2022,158741344,160998865,5,,
2022,158741345,160998865,7,,
2022,158720991,160974411,4,,
2022,158721013,160974442,4,,
2022,158721648,160975265,7,,
2022,158721895,160975563,5,,
2022,158721896,160975563,7,,
2022,158721908,160975575,4,,
2022,158729098,160984047,4,,
2022,158721916,160975585,4,,
2022,158723875,160977955,5,,1
2022,158723876,160977955,7,1,
2022,158813471,161083563,7,1,
2022,158729099,160984048,4,,
2022,158729100,160984048,7,,
2022,158723877,160977958,5,,1
2022,158723878,160977958,7,1,
2022,158722186,160975945,7,,
2022,158729101,160984050,4,,
2022,158813472,161083565,1,,
2022,158813473,161083565,4,,
2022,158729102,160984051,4,,
2022,158769638,161031184,7,,
2022,158722203,160975967,4,,
2022,158723882,160977962,7,,
2022,158729846,160984993,7,,
2022,158741349,160998868,5,,1
2022,158741350,160998868,7,1,
2022,158726764,160981270,7,,
2022,158722472,160976313,4,,
2022,158729107,160984058,5,,1
2022,158729108,160984058,7,1,
2022,158729110,160984061,7,,
2022,165637387,168966024,5,,1
2022,165637388,168966024,7,1,
2022,158723885,160977965,5,,
2022,158723886,160977965,7,,
2022,165637389,168966025,7,,
2022,158723888,160977967,7,,
2022,158729118,160984073,7,,
2022,158813474,161083566,7,,
2022,158953589,161256842,4,,
2022,158769644,161031190,7,,
2022,158769645,161031191,7,,
2022,158722497,160976349,7,,
2022,158726769,160981274,4,,
2022,158729334,160984337,4,,
2022,158729335,160984337,7,,
2022,158729337,160984339,7,,
2022,158722500,160976355,7,,
2022,158722518,160976375,4,,
2022,149545365,150371066,4,,
2022,158722564,160976425,4,,
2022,158722637,160976505,7,,
2022,149546244,150372149,7,,
2022,158729338,160984340,7,,
2022,149546250,150372155,7,,
2022,158722695,160976569,7,,
2022,149546254,150372158,7,,
2022,158729340,160984343,5,,
2022,149546260,150372164,7,,
2022,158729341,160984343,7,,
2022,149546263,150372168,7,,
2022,158722501,160976356,7,,
2022,158813475,161083567,7,,
2022,149546586,150372573,5,,
2022,149546587,150372573,7,,
2022,158769646,161031193,7,,
2022,149546638,150372638,7,,
2022,158769650,161031197,7,,
2022,149547048,150373247,5,,
2022,149547049,150373247,7,,
2022,158722829,160976726,7,,
2022,149547060,150373266,1,,
2022,149547891,150374393,7,,
2022,158722837,160976735,7,,
2022,158722839,160976737,7,,
2022,151455506,152574689,7,,
2022,158722842,160976740,7,,
2022,162373738,165213799,7,,
2022,158722845,160976742,7,,
2022,158729342,160984344,7,,
2022,158722851,160976747,7,,
2022,158769655,161031203,7,,
2022,149548325,150374880,6,,
2022,149548326,150374880,7,1,
2022,158722864,160976763,4,,
2022,149548473,150375047,7,,
2022,149548475,150375051,6,,
2022,149548477,150375055,4,,
2022,158813476,161083568,7,,
2022,162922520,165861613,7,,
2022,158722898,160976806,7,,
2022,149548508,150375085,7,,
2022,149548514,150375092,7,,
2022,149548739,150375352,7,,
2022,158722899,160976807,4,,
2022,149548743,150375356,7,,
2022,158722901,160976810,4,,
2022,155201165,156921736,7,,
2022,158722902,160976810,7,,
2022,158729344,160984347,5,,1
2022,149548749,150375362,5,,
2022,149548750,150375362,7,,
2022,158729345,160984347,7,1,
2022,158813477,161083569,5,,
2022,149548757,150375368,7,,
2022,165632710,168960779,7,,
2022,158813478,161083569,7,,
2022,158769658,161031206,5,,
2022,149548781,150375393,7,,
2022,158769659,161031206,7,,
2022,158741354,160998872,5,,
2022,149548786,150375398,7,,
2022,158741355,160998872,7,,
2022,158813606,161083719,7,,
2022,149548787,150375399,7,,
2022,158769663,161031209,7,,
2022,149548788,150375401,7,,
2022,149548790,150375403,3,,
2022,149548791,150375403,6,,
2022,158741357,160998874,7,,
2022,165632721,168960790,7,,
2022,158729348,160984350,4,,
2022,149548793,150375405,7,,
2022,158729349,160984350,7,,
2022,158722866,160976768,7,,
2022,165632711,168960780,4,,
2022,149548768,150375378,7,,
2022,158812828,161082807,7,,
2022,149548770,150375380,7,,
2022,158812831,161082809,7,,
2022,158812832,161082811,4,,
2022,151493764,152618565,7,,
2022,158729854,160985001,4,,
2022,149535267,150359063,7,,
2022,149535284,150359078,7,,
2022,165632722,168960791,7,,
2022,151455511,152574696,7,,
2022,151455512,152574697,7,,
2022,151455513,152574698,7,,
2022,151455514,152574699,6,,
2022,158729855,160985001,5,,
2022,162356678,165191647,6,,
2022,158729856,160985001,7,,
2022,158812834,161082815,7,,
2022,158812837,161082819,4,,
2022,151493765,152618566,4,,
2022,151455517,152574706,7,,
2022,151455596,152574806,7,,
2022,158813607,161083720,7,,
2022,151455680,152574915,7,,
2022,158812842,161082825,1,,
2022,162343927,165174806,4,,
2022,162343928,165174806,7,,
2022,158812843,161082826,4,,
2022,162394107,165241772,1,,
2022,162394108,165241772,3,,
2022,162394109,165241772,7,,
2022,158769891,161031608,7,,
2022,158825040,161096534,4,,
2022,158729368,160984370,1,,
2022,158729369,160984370,7,,
2022,158812845,161082831,7,,
2022,151455683,152574918,7,,
2022,162343930,165174808,7,,
2022,165632712,168960781,7,,
2022,158812847,161082833,7,1,
2022,151455686,152574921,7,,
2022,158729371,160984374,5,,1
2022,158813850,161084004,4,,
2022,151455687,152574922,5,,
2022,151455688,152574922,7,,
2022,158729372,160984374,7,1,
2022,158729858,160985003,4,,
2022,158812851,161082842,7,,
2022,162343934,165174813,4,,
2022,151455831,152575080,7,,
2022,151455832,152575081,3,,
2022,158812855,161082846,4,,
2022,158812856,161082848,7,,
2022,151455954,152575225,7,,
2022,158726771,160981276,7,,
2022,162343939,165174821,5,,
2022,162343940,165174821,7,,
2022,158812859,161082852,4,,
2022,158769893,161031610,7,,
2022,158769894,161031612,7,,
2022,155201179,156921749,3,,
2022,155201180,156921749,7,,
2022,158813000,161083011,4,,
2022,151455962,152575234,7,,
2022,158729376,160984378,5,,1
2022,151455963,152575235,7,,
2022,158729377,160984378,7,1,
2022,158813001,161083013,5,,
2022,151456051,152575363,7,,
2022,158813002,161083013,7,,
2022,151456052,152575364,7,,
2022,158824537,161095918,1,,
2022,151456053,152575365,7,,
2022,151456054,152575367,7,,
2022,158824539,161095922,7,,
2022,151456055,152575368,7,,
2022,151456056,152575369,7,,
2022,158824541,161095924,1,,
2022,158824542,161095924,4,,
2022,158724429,160978654,4,,
2022,151456057,152575371,7,,
2022,162394110,165241773,7,,
2022,151493796,152618606,7,,
2022,158724431,160978658,7,,
2022,151493797,152618607,6,,
2022,151493798,152618607,7,,
2022,158724432,160978659,5,,1
2022,151493799,152618610,7,,
2022,158724433,160978659,7,1,
2022,158729379,160984380,7,1,
2022,158724434,160978660,7,,
2022,151493800,152618613,7,,
2022,158724435,160978661,7,,
2022,162356682,165191657,3,,
2022,162356683,165191657,7,,
2022,158724438,160978663,7,,
2022,158724439,160978667,1,,
2022,162373740,165213807,4,,
2022,162373796,165213895,7,,
2022,158769896,161031614,7,,
2022,162373808,165213915,7,,
2022,158769898,161031617,7,,
2022,158724441,160978671,4,,
2022,151473046,152595600,7,,
2022,158724443,160978673,4,,
2022,162373811,165213922,5,,
2022,162373812,165213922,7,,
2022,158724446,160978675,5,,1
2022,158724447,160978675,7,1,
2022,165632723,168960792,7,,
2022,158953593,161256847,4,,
2022,165632713,168960782,4,,
2022,165632724,168960793,4,,
2022,158724600,160978909,5,,
2022,162373815,165213926,4,,
2022,158724601,160978909,7,,
2022,158724623,160978938,4,,
2022,158724624,160978939,7,,
2022,162527415,165407074,4,,
2022,162527416,165407074,7,,
2022,158724625,160978941,4,,
2022,155185769,156895053,3,,
2022,155185770,156895053,7,,
2022,158729383,160984385,7,,
2022,151473054,152595608,6,,
2022,158769902,161031621,7,,
2022,151473055,152595609,7,,
2022,158729354,160984353,7,,
2022,162373818,165213929,4,,
2022,151473158,152595723,1,,
2022,151473159,152595724,7,,
2022,158724627,160978945,5,,
2022,158724628,160978945,7,,
2022,158724631,160978947,7,,
2022,158724632,160978948,4,,
2022,151473244,152595808,7,,
2022,158724633,160978949,7,,
2022,151473245,152595811,7,,
2022,158959125,161263422,1,,
2022,155210031,156932122,4,,
2022,158729357,160984358,5,,1
2022,151473247,152595813,7,,
2022,158729358,160984358,7,1,
2022,158813608,161083721,7,,
2022,162373849,165213970,4,,
2022,162373850,165213970,7,1,
2022,158769924,161031646,5,,
2022,165632715,168960784,7,,
2022,155185776,156895059,3,,
2022,155185777,156895059,6,,
2022,158769925,161031646,7,,
2022,158724634,160978950,7,,
2022,158724635,160978953,4,,
2022,155185780,156895064,6,,
2022,158969138,161275801,7,,
2022,158724636,160978954,4,,
2022,155201194,156921763,7,,
2022,158724637,160978955,7,,
2022,158959134,161263432,1,,
2022,165632716,168960785,7,,
2022,158724639,160978958,5,,
2022,162527420,165407080,7,,
2022,158724640,160978958,7,,
2022,158724641,160978961,7,,
2022,162356865,165191890,7,,
2022,158724642,160978962,5,,1
2022,165632725,168960794,7,,
2022,162394111,165241774,4,,
2022,158724643,160978962,7,1,
2022,162394112,165241774,7,,
2022,158724644,160978964,7,,
2022,162394113,165241775,4,,
2022,162394114,165241775,7,,
2022,158724645,160978965,7,,
2022,165637390,168966026,7,1,
2022,155186389,156895723,7,,
2022,155203410,156924106,5,,
2022,155203411,156924106,7,,
2022,158719693,160972771,4,,
2022,155186399,156895737,4,,
2022,158719694,160972771,7,,
2022,155186556,156895906,7,,
2022,158729580,160984670,7,,
2022,155186557,156895907,1,,
2022,165637391,168966027,5,,1
2022,162356874,165191896,1,,
2022,165637392,168966027,7,1,
2022,158719783,160972866,7,,
2022,155186537,156895886,7,,
2022,158719810,160972897,5,,1
2022,155186538,156895887,5,,
2022,155186539,156895887,7,,
2022,158719811,160972897,7,1,
2022,158719844,160972939,5,,1
2022,162527425,165407084,1,,
2022,162527426,165407084,4,,
2022,155210032,156932123,7,,
2022,158719845,160972939,7,1,
2022,158729583,160984674,4,,
2022,155186603,156895954,7,,
2022,158729584,160984675,1,,
2022,158769927,161031649,5,,
2022,158769928,161031649,7,,
2022,158719969,160973090,7,,
2022,155186604,156895956,4,,
2022,155186605,156895956,7,,
2022,155204877,156925752,7,,
2022,162394608,165242352,7,,
2022,155204883,156925759,7,,
2022,162384681,165229765,7,1,
2022,158719676,160972747,7,1,
2022,165632726,168960795,7,,
2022,165632717,168960786,7,,
2022,158729587,160984681,7,,
2022,155186608,156895961,7,,
2022,158719685,160972759,7,,
2022,155204904,156925778,7,,
2022,158719726,160972804,4,,
2022,162394222,165241892,7,,
2022,158719746,160972829,5,,1
2022,158719747,160972829,7,1,
2022,158719771,160972853,7,,
2022,158719791,160972876,4,,
2022,155210250,156932381,7,,
2022,155210345,156932503,7,,
2022,158719792,160972876,7,,
2022,158719800,160972886,7,1,
2022,162394223,165241893,7,,
2022,162527427,165407085,7,,
2022,158732986,160988818,7,,
2022,155210347,156932505,7,,
2022,158721026,160974457,5,,
2022,155210348,156932506,7,,
2022,158721027,160974457,7,,
2022,158721033,160974465,5,,
2022,155210349,156932508,7,,
2022,158721034,160974465,7,,
2022,158729592,160984690,4,,
2022,162338260,165167061,7,,
2022,158721046,160974482,7,1,
2022,158726774,160981282,7,,
2022,162384682,165229769,7,,
2022,162384684,165229780,4,,
2022,158769930,161031651,7,,
2022,162394224,165241894,7,,
2022,158721053,160974489,7,1,
2022,158968899,161275507,3,,
2022,158968900,161275507,7,,
2022,158729593,160984691,4,,
2022,155241498,156971634,4,,
2022,155241499,156971634,5,,
2022,155241500,156971634,7,,
2022,158721071,160974515,4,,
2022,158724697,160979035,4,,
2022,155210721,156932992,7,,
2022,158721083,160974526,5,,1
2022,155210725,156932995,7,,
2022,158721084,160974526,7,1,
2022,162527431,165407091,3,,
2022,162527432,165407091,7,,
2022,158726776,160981284,7,,
2022,162384685,165229784,7,,
2022,158721132,160974586,7,,
2022,155207253,156928328,7,,
2022,158724700,160979040,5,,1
2022,158968908,161275522,7,,
2022,158724701,160979040,7,1,
2022,158721139,160974594,4,,
2022,155235370,156963228,6,,
2022,162384686,165229785,7,,
2022,158721159,160974620,4,,
2022,162338168,165166893,3,,
2022,162338169,165166893,7,,
2022,158721160,160974620,7,,
2022,158813609,161083722,7,,
2022,158721170,160974632,7,,
2022,158959145,161263444,4,,
2022,155207338,156928431,7,,
2022,158724705,160979046,5,,
2022,155207339,156928432,7,,
2022,165632727,168960796,7,,
2022,158724706,160979046,7,,
2022,158769932,161031653,5,,1
2022,165632718,168960787,7,,
2022,158769933,161031653,7,1,
2022,158721200,160974668,7,,
2022,155188626,156898561,7,,
2022,158721207,160974677,4,,
2022,155207412,156928521,4,,
2022,155207413,156928521,7,,
2022,158721208,160974677,7,,
2022,158721220,160974689,7,,
2022,165632728,168960797,7,,
2022,158721225,160974696,4,,
2022,158721226,160974696,7,,
2022,158721237,160974712,5,,1
2022,162384713,165229827,4,,
2022,158721238,160974712,7,1,
2022,162384714,165229828,7,,
2022,158721247,160974723,5,,1
2022,158721248,160974723,7,1,
2022,158970080,161277003,7,,
2022,158721261,160974739,7,1,
2022,155188627,156898562,4,,
2022,155188628,156898563,4,,
2022,158721268,160974746,7,,
2022,155188629,156898565,7,,
2022,158724712,160979058,4,,
2022,158721276,160974755,5,,
2022,158721277,160974755,7,,
2022,158721285,160974762,1,,
2022,158721290,160974770,5,,
2022,162380956,165224372,2,,
2022,162380957,165224372,4,,
2022,158721291,160974770,7,,
2022,158726637,160981127,5,,1
2022,162380979,165224402,4,,
2022,158726638,160981127,7,1,
2022,158732993,160988825,7,,
2022,158721295,160974774,5,,1
2022,162394225,165241895,7,,
2022,158721296,160974774,7,1,
2022,158721072,160974516,7,,
2022,162338171,165166902,5,,
2022,155188730,156898678,7,,
2022,158721076,160974519,5,,1
2022,155188731,156898679,7,,
2022,158721077,160974519,7,1,
2022,158729909,160985061,7,,
2022,155188732,156898680,7,,
2022,158721106,160974557,7,,
2022,158721153,160974612,7,,
2022,155188733,156898682,7,,
2022,162381792,165225469,7,,
2022,158726644,160981136,4,,
2022,155188735,156898684,7,,
2022,158769935,161031655,7,,
2022,158726653,160981143,4,,
2022,162394226,165241896,7,,
2022,162394227,165241897,7,,
2022,158726654,160981143,7,,
2022,158721179,160974640,7,,
2022,155188738,156898688,7,,
2022,158726675,160981168,4,,
2022,155188739,156898689,7,,
2022,155256315,156987897,7,,
2022,162381821,165225513,7,,
2022,165632729,168960798,7,,
2022,162922522,165861617,7,,
2022,155188140,156897941,7,,
2022,155188198,156898023,4,,
2022,155188199,156898023,7,,
2022,158721222,160974693,7,,
2022,165632730,168960799,4,,
2022,165632731,168960799,7,,
2022,158721649,160975266,5,,
2022,155224976,156950943,7,,
2022,158721650,160975266,7,,
2022,155224977,156950945,7,,
2022,158721654,160975270,5,,1
2022,158721655,160975270,7,1,
2022,162381853,165225556,3,,
2022,158721664,160975279,4,,
2022,162381854,165225556,7,,
2022,155224980,156950948,7,,
2022,158721665,160975279,7,,
2022,155224981,156950949,4,,
2022,155224982,156950949,5,,
2022,155224983,156950949,7,,
2022,158721656,160975271,4,,
2022,155224984,156950950,5,,
2022,155224985,156950950,7,,
2022,158721662,160975277,7,,
2022,155224986,156950951,2,,
2022,155224987,156950952,7,,
2022,158721669,160975285,5,,1
2022,162381867,165225578,4,,
2022,158721670,160975285,7,1,
2022,158769936,161031656,7,,
2022,158726682,160981173,4,,
2022,165632732,168960800,4,,
2022,165632733,168960800,7,,
2022,155225745,156951818,7,,
2022,158727027,160981595,5,,
2022,162394228,165241899,7,,
2022,158727028,160981595,7,,
2022,158729910,160985063,7,,
2022,158726685,160981178,4,,
2022,158732998,160988832,7,,
2022,158726687,160981180,4,,
2022,158727030,160981599,4,,
2022,158721686,160975298,7,,
2022,155225758,156951830,7,,
2022,158726909,160981459,4,,
2022,162382354,165226251,7,,
2022,162949499,165891275,5,,
2022,162949500,165891275,7,,
2022,162336691,165164801,7,,
2022,155225774,156951848,3,,
2022,155225775,156951848,7,,
2022,158726912,160981462,4,,
2022,155225776,156951850,7,,
2022,155225777,156951851,5,,
2022,158726914,160981464,4,,
2022,155225778,156951851,7,,
2022,158733352,160989264,7,,
2022,162382375,165226275,1,,
2022,162382391,165226295,7,,
2022,158721696,160975310,5,,
2022,155226403,156952569,7,,
2022,158721697,160975310,7,,
2022,158726917,160981468,4,,
2022,162922703,165861839,4,,
2022,162922704,165861839,7,,
2022,158726923,160981473,4,,
2022,155226406,156952571,7,,
2022,158726925,160981475,1,,
2022,155227108,156953483,3,,
2022,155227109,156953483,7,,
2022,158721700,160975316,7,,
2022,162922705,165861840,7,,
2022,158769939,161031659,7,,
2022,155227111,156953485,7,,
2022,158733353,160989266,7,,
2022,158766145,161026636,1,,
2022,158766146,161026636,3,,
2022,158721921,160975592,5,,1
2022,158766156,161026648,3,,
2022,158766157,161026648,5,,
2022,158721922,160975592,7,1,
2022,158721924,160975596,7,,
2022,158970084,161277006,7,,
2022,158726928,160981480,4,,
2022,158815746,161086154,7,,
2022,158733354,160989267,7,,
2022,158767330,161028212,7,,
2022,158726932,160981484,7,,
2022,158767663,161028652,1,,
2022,162383985,165228624,6,,
2022,158767665,161028655,7,,
2022,158727220,160981814,5,,1
2022,158970086,161277008,7,,
2022,158727221,160981814,7,1,
2022,158733355,160989268,7,,
2022,158767821,161028855,3,,
2022,158767822,161028855,7,,
2022,158721937,160975613,4,,
2022,158767823,161028857,7,,
2022,158767825,161028867,4,,
2022,158767826,161028867,7,,
2022,158767830,161028870,4,,
2022,162338416,165167319,6,,
2022,162338417,165167319,7,,
2022,158767836,161028875,1,,
2022,158959151,161263453,7,,
2022,158815749,161086159,4,,
2022,158770353,161032155,5,,
2022,158767837,161028878,3,,
2022,158767838,161028878,7,,
2022,158770354,161032155,7,,
2022,158767840,161028880,1,,
2022,158733356,160989269,7,,
2022,158733357,160989270,5,,
2022,158769036,161030440,7,,
2022,158733358,160989270,7,,
2022,158813610,161083723,7,,
2022,162394229,165241900,4,,
2022,162394230,165241900,7,,
2022,158721297,160974775,7,,
2022,158769056,161030463,7,,
2022,158721302,160974779,7,,
