data_year,victim_id,injury_id
2022,178077018,4
2022,178077042,4
2022,178077045,4
2022,178082766,4
2022,178077048,4
2022,178074206,4
2022,178082767,4
2022,178082768,4
2022,178077053,4
2022,178077055,4
2022,178074620,4
2022,178082771,4
2022,178069208,4
2022,178074972,4
2022,178069215,4
2022,178082773,4
2022,178075020,4
2022,178088419,4
2022,178070639,4
2022,178070729,4
2022,178075221,4
2022,178088421,4
2022,178075237,4
2022,178072746,4
2022,178075243,4
2022,178082712,4
2022,178073138,4
2022,178082716,4
2022,178082718,4
2022,178073130,4
2022,178073146,4
2022,178073151,4
2022,178073155,4
2022,178082723,4
2022,178082724,4
2022,178075269,4
2022,178082726,4
2022,178082727,4
2022,178075276,4
2022,178082729,4
2022,178082732,4
2022,183646581,4
2022,178075290,4
2022,178073490,4
2022,178082735,5
2022,178082737,6
2022,178082738,4
2022,178082739,4
2022,178082740,4
2022,178075958,4
2022,178075963,4
2022,178082742,4
2022,178073893,4
2022,178082808,4
2022,183646585,4
2022,178073977,6
2022,178080047,4
2022,178082811,4
2022,178073985,4
2022,178082812,4
2022,178076291,4
2022,178076304,4
2022,178076305,4
2022,178076309,4
2022,178076303,4
2022,178076310,4
2022,178076311,4
2022,178082816,4
2022,178082817,4
2022,178074824,4
2022,178076320,4
2022,178075125,4
2022,178076343,4
2022,178076344,4
2022,178075135,4
2022,178076322,4
2022,178076339,4
2022,178076370,4
2022,165943303,5
2022,178075151,4
2022,178083129,4
2022,178075158,4
2022,178076770,4
2022,178076920,4
2022,178076926,4
2022,178076931,4
2022,178076933,4
2022,178076937,4
2022,178076941,4
2022,178075140,4
2022,178075141,4
2022,178076949,4
2022,178075361,4
2022,178077254,4
2022,178077256,3
2022,178077301,4
2022,165944449,5
2022,165944450,5
2022,178075705,4
2022,182948077,4
2022,182948078,4
2022,178077332,4
2022,178083136,4
2022,178083138,3
2022,178077295,4
2022,178075725,4
2022,178069698,4
2022,178083139,4
2022,178075748,4
2022,178075751,4
2022,178075753,4
2022,178071627,4
2022,178075760,4
2022,178083142,4
2022,178071637,4
2022,178071661,4
2022,178083144,4
2022,178080061,4
2022,178083148,4
2022,178071899,4
2022,178071782,4
2022,183134369,4
2022,178084221,4
2022,178083154,4
2022,178083156,4
2022,178072891,4
2022,178073260,4
2022,178073271,4
2022,178073707,4
2022,178073733,4
2022,178073749,4
2022,182948227,4
2022,178073706,4
2022,178073712,4
2022,178074157,4
2022,178074161,4
2022,178083176,4
2022,178076132,4
2022,165944888,5
2022,178083181,4
2022,178074166,4
2022,178074167,4
2022,187223879,4
2022,178390541,4
2022,178074173,4
2022,178074179,4
2022,178074195,4
2022,178080012,6
2022,178080013,4
2022,178074211,4
2022,178074341,4
2022,178074242,4
2022,165944934,5
2022,178074283,4
2022,178074641,4
2022,178074662,4
2022,178074669,4
2022,178074671,4
2022,178074661,4
2022,178074717,4
2022,178195669,4
2022,178195670,4
2022,178195671,4
2022,178074720,4
2022,178074734,4
2022,178074684,4
2022,178084236,4
2022,178194855,4
2022,165944959,5
2022,178136654,4
2022,178083523,4
2022,178194860,4
2022,178194866,4
2022,178194869,4
2022,178194871,4
2022,178083527,4
2022,178088566,4
2022,178194879,3
2022,178194880,3
2022,178194882,4
2022,178194885,4
2022,178194887,4
2022,178194888,4
2022,178194890,4
2022,178194893,4
2022,178194900,4
2022,178195222,4
2022,178209642,4
2022,178209646,4
2022,178209652,4
2022,178076983,4
2022,178076994,4
2022,178076996,4
2022,178076998,4
2022,178076999,5
2022,178077002,4
2022,178077297,4
2022,178390550,4
2022,178077342,4
2022,178077344,4
2022,178077346,4
2022,178397761,4
2022,178083506,4
2022,178083509,4
2022,178083514,4
2022,178083515,4
2022,178083516,4
2022,178077354,4
2022,178077359,4
2022,178077362,4
2022,178083519,4
2022,178070270,4
2022,165946875,5
2022,178070314,4
2022,178083869,4
2022,178070358,4
2022,178070381,4
2022,178083870,4
2022,178070483,4
2022,178083874,4
2022,178070499,4
2022,178083876,4
2022,178070141,4
2022,178083881,4
2022,178080019,4
2022,178072022,4
2022,178072037,4
2022,178072040,6
2022,178072041,6
2022,178072082,4
2022,178077459,4
2022,178084305,4
2022,178072185,4
2022,178077462,4
2022,178077471,4
2022,178397800,4
2022,178072311,4
2022,178072320,4
2022,178080330,4
2022,165947472,4
2022,178079835,4
2022,165947473,5
2022,178072146,4
2022,178072215,4
2022,178072893,4
2022,178072903,4
2022,178072907,4
2022,178072912,4
2022,178072918,4
2022,178080362,4
2022,178080208,4
2022,165947656,5
2022,165947661,5
2022,178072933,4
2022,178080211,4
2022,178080368,4
2022,178080214,4
2022,178080226,4
2022,178080231,4
2022,178080235,4
2022,178080237,4
2022,178080572,4
2022,178080573,4
2022,165948044,5
2022,178073296,4
2022,178080574,4
2022,178073303,4
2022,178073312,4
2022,178137719,4
2022,178080579,4
2022,178072388,4
2022,178080580,4
2022,187223883,4
2022,178072440,4
2022,178080586,4
2022,178137731,4
2022,178072930,4
2022,178072939,4
2022,178072943,4
2022,178080657,4
2022,178137744,4
2022,165948017,5
2022,178137745,4
2022,178072978,4
2022,178080989,4
2022,178080991,4
2022,178072994,4
2022,178081347,4
2022,178073003,4
2022,178081354,4
2022,178073018,4
2022,178081368,4
2022,178073340,4
2022,178081374,4
2022,178081376,4
2022,178073290,4
2022,178073297,4
2022,178080383,4
2022,178073325,4
2022,178081400,4
2022,178081403,4
2022,178081407,4
2022,178081408,4
2022,178073348,4
2022,178073349,4
2022,178081410,4
2022,178084319,4
2022,178081707,4
2022,178073353,4
2022,178397810,4
2022,178397811,4
2022,178082020,4
2022,178082024,4
2022,178082030,4
2022,178082033,4
