data_year,property_id,prop_desc_id,property_value,date_recovered,nibrs_prop_desc_id
2022,158721828,6,260,,
2022,158958827,19,649,,
2022,158958829,9,0,2022-01-06,
2022,158958830,9,0,,
2022,158958830,63,1,,
2022,158728799,20,49500,,
2022,158721839,38,100,,
2022,158728801,20,1,,
2022,158721840,20,10,,
2022,158728802,7,12000,,
2022,158721842,27,200,,
2022,158721844,16,350,,
2022,158723276,38,550,,
2022,158728804,27,300,,
2022,158728805,27,300,,
2022,158721845,8,134,,
2022,158721845,47,0,,
2022,158723278,30,500,,
2022,158723278,38,1,,
2022,158721846,26,400,,
2022,158740969,9,0,,
2022,158740969,20,500,,
2022,158740969,37,35000,,
2022,158722039,63,25,,
2022,158722041,63,40,,
2022,158722051,6,100,,
2022,158722051,9,0,,
2022,158722051,25,30,,
2022,158722053,36,140,,
2022,158722060,27,350,,
2022,158728806,63,20,,
2022,158741015,26,65,,
2022,158723515,35,200,,
2022,158722059,20,10,,
2022,158722059,47,0,,
2022,158723757,38,400,,
2022,158722061,7,700,,
2022,158722071,35,50,,
2022,158728807,38,251,,
2022,158722079,6,50,,
2022,158722079,38,1,,
2022,158722079,63,1,,
2022,158728808,27,200,,
2022,158723767,30,500,,
2022,162911181,16,230,,
2022,149546244,19,457,,
2022,158723773,30,200,,
2022,158728847,38,300,,
2022,158728848,63,220,,
2022,149546250,19,1259,,
2022,158722254,19,462,,
2022,158741018,19,161,,
2022,158732895,19,87,2022-01-10,
2022,158732896,19,87,,
2022,158722310,20,1798,,
2022,158722312,6,356,,
2022,158722315,3,5000,2022-01-10,
2022,158722316,3,5000,,
2022,158723780,35,1000,,
2022,158728851,63,200,,
2022,158728852,6,4900,,
2022,158728852,7,1900,,
2022,158728852,17,300,,
2022,158732897,38,3000,,
2022,158722318,4,1200,,
2022,158723786,38,200,,
2022,158722321,9,0,,
2022,158722321,47,0,,
2022,158722322,7,500,,
2022,158728853,27,150,,
2022,158722324,63,102,,
2022,158722325,63,300,,
2022,162911182,38,500,,
2022,158723762,63,74,,
2022,158958831,3,5000,2022-06-30,
2022,158958832,3,5000,,
2022,158726796,6,15,,
2022,158726796,7,500,,
2022,158726796,9,0,,
2022,158722331,63,1,2022-01-11,
2022,158722332,63,1,,
2022,158723765,38,350,,
2022,158728854,63,1,,
2022,158728856,16,1,,
2022,158722738,9,0,,
2022,158723769,38,200,,
2022,158723770,63,300,,
2022,158722719,3,1,2022-01-12,
2022,158722720,3,1,,
2022,158723986,63,300,,
2022,158741022,19,251,,
2022,158723988,38,750,,
2022,149546254,9,0,,
2022,149546254,25,35,,
2022,149546254,51,0,,
2022,158723989,38,15,,
2022,149546254,63,15,,
2022,158722955,9,0,,
2022,158722955,20,1400,,
2022,158722955,22,0,,
2022,158722955,63,100,,
2022,158729074,63,30,2022-01-13,
2022,158722956,38,251,,
2022,158722957,25,30,,
2022,158722958,19,35,,
2022,158722959,38,150,,
2022,158722960,36,980,,
2022,158723997,31,500,,
2022,158813462,20,160,,
2022,149546260,19,125,,
2022,158767777,3,5000,2022-01-13,
2022,158767778,3,5000,,
2022,158724004,16,251,,
2022,158723160,19,102,,
2022,158741026,9,0,,
2022,158741026,20,200,,
2022,158741026,25,10,,
2022,158724007,35,200,,
2022,158741341,8,139,2022-01-13,
2022,158741342,8,139,,
2022,158723162,30,200,,
2022,158723163,7,300,,
2022,158723165,26,200,,
2022,158724011,7,899,,
2022,158729075,30,200,,
2022,158723167,17,1,,
2022,158724018,38,275,,
2022,158729076,25,25,,
2022,158729076,47,0,,
2022,158723170,38,500,,
2022,158723171,9,0,,
2022,158723171,20,60,,
2022,158723171,25,100,,
2022,158723173,7,36,,
2022,158723173,9,0,,
2022,158723173,20,30,,
2022,158767781,16,756,,
2022,158724017,38,1500,,
2022,158729078,20,354,,
2022,158729079,19,720,,
2022,158723177,6,150,,
2022,158768987,3,1,2022-01-14,
2022,158768988,3,1,,
2022,158723179,38,500,,
2022,158723180,6,15,,
2022,158723180,20,20,,
2022,158732915,38,1000,,
2022,158732916,38,200,,
2022,158723181,20,2100,,
2022,158724178,16,50,,
2022,158724183,63,200,,
2022,158723188,20,4,2022-01-15,
2022,158723188,63,5,2022-01-15,
2022,158723189,20,4,,
2022,158723189,63,5,,
2022,158724300,6,1500,,
2022,158724300,16,250,,
2022,158724300,35,250,,
2022,158953592,35,50,,
2022,158813463,7,1400,,
2022,149546263,19,107,,
2022,158813464,8,72,,
2022,149546586,9,0,2022-01-04,
2022,149546586,51,0,2022-01-04,
2022,149546587,9,0,,
2022,158813465,19,58,,
2022,158813466,19,58,,
2022,158724404,9,0,2022-01-15,
2022,158729080,8,3,,
2022,158729081,2,7,,
2022,158723161,9,0,,
2022,158723161,25,2025,,
2022,158723166,19,505,,
2022,158723172,9,0,,
2022,158723172,20,200,,
2022,158768992,63,350,,
2022,158723174,30,251,,
2022,158723175,63,1,2022-01-15,
2022,158723176,63,1,,
2022,158723325,7,150,,
2022,158729083,38,1000,,
2022,158723326,7,2,,
2022,158729084,3,2000,2022-01-27,
2022,158729085,3,2000,,
2022,158729085,38,2000,,
2022,158732918,38,260,,
2022,149546587,20,1163,,
2022,158723334,30,251,,
2022,158723335,6,300,,
2022,158723335,38,80,,
2022,158959081,16,15,,
2022,158959081,36,1159,,
2022,158732919,29,150,,
2022,158724579,30,100,,
2022,158724580,27,100,,
2022,162394498,20,2500,,
2022,158724584,63,1500,,
2022,165637386,7,300,,
2022,149546587,25,10,,
2022,149546587,47,0,,
2022,149546587,51,0,,
2022,149546587,63,1,,
2022,158723330,38,1499,,
2022,158723331,47,0,,
2022,158729086,38,200,,
2022,158726798,63,6,,
2022,158724604,38,1500,,
2022,158724606,6,130,,
2022,158724606,16,60,,
2022,158723578,3,7000,2022-01-17,
2022,158723579,3,7000,,
2022,158723580,16,251,,
2022,158813467,20,6600,,
2022,162394499,63,400,,
2022,162394500,63,200,,
2022,158724613,30,300,,
2022,158724615,35,200,,
2022,158724618,63,1,,
2022,158724622,30,100,,
2022,158723582,38,251,,
2022,158723583,63,650,,
2022,158724588,38,249,,
2022,158724589,38,249,,
2022,158724590,38,249,,
2022,158724592,38,1499,,
2022,158724593,38,249,,
2022,158723585,29,249,,
2022,158723586,20,1150,,
2022,158723586,47,0,,
2022,158723586,63,100,,
2022,158724594,38,249,,
2022,158724597,38,200,,
2022,158724598,36,75,,
2022,158719564,38,251,,
2022,158719427,23,200,,
2022,158719448,31,251,,
2022,158719469,38,1501,,
2022,158719470,38,2500,,
2022,158723588,6,139,,
2022,158726802,16,325,,
2022,158726802,36,100,,
2022,158723596,16,10,,
2022,158768999,8,1,,
2022,158723600,19,110,,
2022,158719550,38,600,,
2022,158719551,63,1,,
2022,158719556,7,10000,,
2022,158719556,63,200,,
2022,158723603,7,1300,,
2022,158723603,17,2000,,
2022,158723603,20,30,,
2022,158719591,38,100,,
2022,158813468,9,0,,
2022,158813468,20,400,,
2022,158813468,25,100,,
2022,158719638,9,0,,
2022,158719638,20,915,,
2022,158719638,25,20,,
2022,158723610,38,500,,
2022,158769002,6,150,,
2022,158729090,3,5000,2022-01-21,
2022,158729091,3,5000,,
2022,158813469,8,27,2022-01-11,
2022,158813470,8,27,,
2022,158959099,8,190,2022-01-18,
2022,158959100,8,190,,
2022,158723616,6,2600,,
2022,158959113,36,329,,
2022,158769006,19,300,,
2022,158769007,6,72,,
2022,158729092,9,0,,
2022,158729092,20,220,,
2022,158729092,27,450,,
2022,158768926,63,450,,
2022,158723615,63,80,,
2022,158720871,38,70,,
2022,158720872,17,30,,
2022,158720872,20,25,,
2022,158720882,3,2000,2022-01-27,
2022,158720883,3,2000,,
2022,158723870,3,15000,2022-01-20,
2022,158723871,3,15000,,
2022,158723872,7,25,,
2022,158723872,20,4,,
2022,158720901,38,500,,
2022,158720902,63,475,,
2022,158720891,9,0,,
2022,158720891,47,0,,
2022,158720891,63,200,,
2022,158720904,38,400,,
2022,158720907,38,500,,
2022,158723873,6,88,,
2022,158723883,16,20,,
2022,149546638,19,470,,
2022,158768950,25,70,,
2022,158723887,38,400,,
2022,158723889,8,30,,
2022,158723889,10,1,,
2022,158768952,6,60,,
2022,158732920,63,20,,
2022,158768955,16,185,2022-01-20,
2022,158768956,16,185,,
2022,158721019,16,9,2022-01-20,
2022,158721020,16,9,,
2022,158721039,38,500,,
2022,158720939,16,1,,
2022,158720939,35,630,,
2022,158720957,30,200,,
2022,158729096,38,3,,
2022,158769473,6,60,,
2022,158769475,6,100,,
2022,158769477,8,30,,
2022,158741344,20,2870,2022-01-11,
2022,158741345,20,2870,,
2022,158720991,38,750,,
2022,158721013,35,200,,
2022,158721648,7,1000,,
2022,158721648,20,500,,
2022,158721648,63,50,,
2022,158721895,20,50,2022-01-21,
2022,158721896,20,50,,
2022,158721908,35,300,,
2022,158729098,38,1050,,
2022,158721916,16,300,,
2022,158723875,3,1500,2022-01-23,
2022,158723876,3,1500,,
2022,158723876,38,1500,,
2022,158813471,9,0,,
2022,158813471,20,700,,
2022,158813471,25,50,,
2022,158813471,37,13000,,
2022,158729099,38,251,,
2022,158729100,16,100,,
2022,158729100,17,500,,
2022,158729100,47,0,,
2022,158723877,3,6000,2022-01-22,
2022,158723878,3,6000,,
2022,158723878,47,0,,
2022,158722186,9,0,,
2022,158722186,63,1100,,
2022,158729101,38,500,,
2022,158813473,63,300,,
2022,158729102,38,500,,
2022,158769638,19,72,,
2022,158722203,38,500,,
2022,158723882,63,1,,
2022,158729846,2,75,,
2022,149547048,7,2000,2022-01-13,
2022,149547049,7,2000,,
2022,158741349,3,2500,2022-01-29,
2022,158741350,3,2500,,
2022,158741350,38,2500,,
2022,158726764,6,14,,
2022,158726764,16,23,,
2022,158722472,29,300,,
2022,158729107,3,1,2022-02-03,
2022,158729108,3,1,,
2022,158729110,19,258,,
2022,165637387,37,9000,2022-01-24,
2022,165637388,37,9000,,
2022,158723885,6,210,2022-01-23,
2022,158723885,63,105,2022-01-23,
2022,158723886,6,210,,
2022,158723886,63,105,,
2022,165637389,63,1,,
2022,158723888,7,1000,,
2022,158723888,25,2200,,
2022,158723888,63,910,,
2022,158729118,2,3,,
2022,158813474,19,50,,
2022,158953589,35,20,,
2022,158769644,63,340,,
2022,158769645,6,50,,
2022,158722497,27,300,,
2022,158726769,38,251,,
2022,158729334,38,500,,
2022,149547891,9,0,,
2022,149547891,20,14,,
2022,149547891,47,0,,
2022,158729335,38,500,,
2022,158729337,7,700,,
2022,158729337,20,3000,,
2022,158722500,9,0,,
2022,158722500,10,2,,
2022,158722500,17,120,,
2022,158722500,20,800,,
2022,158722500,21,500,,
2022,158722518,16,500,,
2022,158722564,35,400,,
2022,158722637,42,3450,,
2022,158729338,63,1,,
2022,149547891,63,200,,
2022,151455506,9,0,,
2022,151455506,20,15,,
2022,151455506,25,25,,
2022,151455506,47,0,,
2022,151455506,63,1,,
2022,162373738,20,2000,,
2022,149548325,10,,,
2022,149548326,3,1000,,
2022,158722695,20,180,,
2022,158729340,6,200,2022-01-21,
2022,158729340,63,30,2022-01-21,
2022,158729341,6,200,,
2022,158729341,63,30,,
2022,158722501,7,600,,
2022,158722501,19,300,,
2022,158722501,20,500,,
2022,158722501,63,700,,
2022,158813475,19,20,,
2022,158769646,8,74,,
2022,158769650,8,108,,
2022,158769650,16,6,,
2022,158722829,21,1,,
2022,158722837,20,800,,
2022,158722839,6,100,,
2022,158722842,6,400,,
2022,158722845,7,400,,
2022,158729342,19,26,,
2022,158722851,2,60,,
2022,158769655,36,135,,
2022,158722864,35,150,,
2022,158813476,63,789,,
2022,158722898,63,200,,
2022,158722898,66,75,,
2022,158722899,38,600,,
2022,158722901,30,400,,
2022,158722902,63,2000,,
2022,158729344,3,5000,2022-01-26,
2022,158729345,3,5000,,
2022,158813477,19,162,2022-01-13,
2022,158813478,19,162,,
2022,158769658,8,116,2022-01-18,
2022,158769659,8,116,,
2022,158741354,8,234,2022-01-22,
2022,158741355,8,234,,
2022,158813606,20,8000,,
2022,158769663,36,258,,
2022,158741357,8,43,,
2022,158741357,19,77,,
2022,158729348,63,1,,
2022,158729349,63,1600,,
2022,158722866,6,40,,
2022,158812828,6,36,,
2022,158812831,38,623,,
2022,158812832,30,150,,
2022,158729854,7,1,,
2022,158729855,7,199,2022-01-26,
2022,158729856,7,199,,
2022,158729856,63,20,,
2022,158812834,63,1000,,
2022,158812837,38,750,,
2022,158813607,6,1300,,
2022,158812843,63,13000,,
2022,158769891,19,253,,
2022,158825040,31,500,,
2022,149548473,19,209,,
2022,149548475,10,,,
2022,158729369,7,1202,,
2022,158812845,9,0,,
2022,158812845,21,600,,
2022,158812847,3,1,,
2022,158812847,9,0,,
2022,158812847,25,40,,
2022,158729371,3,19000,2022-03-17,
2022,158729372,3,19000,,
2022,158729858,63,299,,
2022,158812851,63,20,,
2022,158812855,23,100,,
2022,158812856,9,0,,
2022,158812856,20,30,,
2022,158812856,25,30,,
2022,158812856,47,0,,
2022,158726771,6,1000,,
2022,158726771,17,10000,,
2022,158812859,63,200,,
2022,158769893,19,330,,
2022,158769894,19,30,,
2022,158813000,30,100,,
2022,158729376,3,7700,2022-02-02,
2022,158729377,3,7700,,
2022,158813001,38,700,2022-01-28,
2022,158813002,38,700,,
2022,158824539,7,50,,
2022,158824539,47,0,,
2022,158824542,16,50,,
2022,158724429,16,200,,
2022,158724431,63,600,,
2022,158724432,3,1,2022-01-29,
2022,158724433,3,1,,
2022,158729379,3,25000,,
2022,158724434,16,40,,
2022,158724434,17,1500,,
2022,158724435,38,100,,
2022,158724438,22,0,,
2022,158724438,47,0,,
2022,158769896,19,224,,
2022,158769898,19,427,,
2022,158724441,35,100,,
2022,158724443,35,200,,
2022,158724446,3,17000,2022-01-30,
2022,158724447,3,17000,,
2022,158953593,38,142,,
2022,158724600,7,150,2022-01-30,
2022,158724601,7,150,,
2022,158724623,38,400,,
2022,158724624,10,200,,
2022,158724625,30,225,,
2022,158729383,20,650,,
2022,149548477,3,2000,,
2022,149548477,29,1400,,
2022,162922520,19,16,,
2022,158769902,19,20,,
2022,158729354,38,1600,,
2022,158724627,63,50,2022-01-30,
2022,158724628,63,51,,
2022,158724631,63,10,,
2022,158724632,16,3,,
2022,158724633,17,20,,
2022,158724633,26,25,,
2022,158729357,3,2000,2022-02-04,
2022,158729358,3,2000,,
2022,158813608,19,905,,
2022,158769924,19,1,2022-01-31,
2022,158769925,19,1,,
2022,158769925,26,25,,
2022,158724634,2,211,,
2022,158724635,16,20,,
2022,158724636,29,300,,
2022,158724637,20,497,,
2022,158724639,63,160,2022-02-01,
2022,158724640,63,160,,
2022,158724641,19,132,,
2022,158724642,3,10000,2022-02-01,
2022,158724643,3,10000,,
2022,158724644,63,11,,
2022,158724645,27,120,,
2022,165637390,3,31000,,
2022,165637390,9,0,,
2022,165637390,47,0,,
2022,165637390,63,500,,
2022,158719693,38,200,,
2022,158719694,9,0,,
2022,158719694,25,300,,
2022,158729580,20,492,,
2022,149548508,19,332,,
2022,149548514,20,331,,
2022,165637391,3,3871,2022-02-04,
2022,165637392,3,3871,,
2022,158719783,19,30,,
2022,158719783,22,0,,
2022,158719810,3,6000,2022-02-02,
2022,158719811,3,6000,,
2022,158719844,3,8000,2022-02-03,
2022,158719845,3,8000,,
2022,158729583,38,200,,
2022,149548739,19,91,,
2022,158769927,63,113,2022-02-02,
2022,158769928,63,113,,
2022,158719969,19,90,,
2022,162394608,6,582,,
2022,149548743,19,226,,
2022,158719676,3,14139,,
2022,158729587,36,700,,
2022,158719685,7,700,,
2022,158719726,35,200,,
2022,158719746,3,3500,2022-02-08,
2022,158719747,3,3500,,
2022,158719771,7,300,,
2022,158719771,9,0,,
2022,158719771,17,4800,,
2022,158719771,20,200,,
2022,158719771,25,20,,
2022,158719771,47,0,,
2022,158719791,31,1000,,
2022,158719792,19,1876,,
2022,158719800,3,12000,,
2022,158732986,2,27,,
2022,158721026,6,204,2022-02-04,
2022,158721027,6,204,,
2022,158721033,6,101,2022-02-03,
2022,158721034,6,101,,
2022,158729592,63,1,,
2022,158721046,3,15000,,
2022,158726774,2,309,,
2022,158726774,9,0,,
2022,158769930,8,11,,
2022,158721053,3,27000,,
2022,158729593,63,251,,
2022,158721071,38,500,,
2022,158724697,31,251,,
2022,158721083,3,17000,2022-02-04,
2022,158721084,3,17000,,
2022,158726776,63,295,,
2022,158721132,7,500,,
2022,158724700,3,101,2022-02-07,
2022,158724701,3,101,,
2022,158721139,63,0,,
2022,158721159,7,200,,
2022,158721160,27,150,,
2022,158813609,19,300,,
2022,158721170,20,7000,,
2022,158959145,38,251,,
2022,158724705,63,1,2022-02-05,
2022,158724706,20,52,,
2022,158724706,63,1,,
2022,158769932,3,5000,2022-04-04,
2022,158769933,3,5000,,
2022,158721200,9,0,,
2022,158721200,20,10,,
2022,158721200,25,50,,
2022,158721200,47,0,,
2022,158721207,38,1000,,
2022,158721208,9,0,,
2022,158721208,25,20,,
2022,158721208,47,0,,
2022,158721220,19,451,,
2022,158721225,63,50,,
2022,158721226,17,1030,,
2022,158721226,63,500,,
2022,158721237,3,8000,2022-02-06,
2022,158721238,3,8000,,
2022,158721247,3,8000,2022-02-06,
2022,158721248,3,8000,,
2022,158721261,3,20000,,
2022,158721268,63,900,,
2022,158724712,35,300,,
2022,158721276,6,514,2022-02-06,
2022,158721276,9,0,2022-02-06,
2022,158721277,6,514,,
2022,158721277,9,0,,
2022,158721290,63,1,2022-02-06,
2022,158721291,9,0,,
2022,158721291,25,1,,
2022,158721291,47,0,,
2022,158721291,63,1,,
2022,158726637,3,4000,2022-02-26,
2022,155201165,19,1246,,
2022,149548749,19,144,2022-01-23,
2022,149548750,19,144,,
2022,158726638,3,4000,,
2022,158732993,16,45,,
2022,158732993,19,17,,
2022,158721295,3,14000,2022-02-07,
2022,158721296,3,14000,,
2022,158721296,27,200,,
2022,158721072,20,5,,
2022,158721072,25,15,,
2022,158721076,3,12000,2022-02-07,
2022,158721077,3,12000,,
2022,158729909,63,38,,
2022,158721106,63,1,,
2022,158721153,20,1000,,
2022,158726644,38,200,,
2022,158769935,6,55,,
2022,158726653,38,10000,,
2022,158726654,6,300,,
2022,158726654,7,250,,
2022,158721179,7,60,,
2022,158726675,16,2000,,
2022,158721222,63,26,,
2022,158721649,3,17500,2022-02-07,
2022,158721650,3,17500,,
2022,158721650,9,0,,
2022,158721650,25,50,,
2022,158721654,3,8000,2022-02-08,
2022,158721655,3,8000,,
2022,158721664,16,200,,
2022,158721665,7,550,,
2022,158721665,20,80,,
2022,158721656,38,100,,
2022,158721662,20,40,,
2022,158721662,63,1,,
2022,158721669,3,23000,2022-02-08,
2022,158721670,3,23000,,
2022,158769936,19,160,,
2022,158726682,63,100,,
2022,158727027,3,10000,2022-02-08,
2022,158727028,3,10000,,
2022,158729910,20,1752,,
2022,158726685,16,1500,,
2022,158726685,63,6000,,
2022,158732998,8,90,,
2022,158726687,63,300,,
2022,158727030,63,50,,
2022,158721686,8,44,,
2022,158726909,16,80,,
2022,149548757,19,278,,
2022,158726909,63,200,,
2022,165632710,19,215,,
2022,158726912,38,251,,
2022,149548781,9,0,,
2022,158726914,38,300,,
2022,158733352,2,70,,
2022,158721696,63,10,2022-02-09,
2022,158721697,63,10,,
2022,158726917,38,1000,,
2022,158726923,38,180,,
2022,158721700,7,100,,
2022,149548781,20,150,,
2022,158769939,8,90,,
2022,158733353,19,112,,
2022,158721921,3,2000,2022-02-09,
2022,158721922,3,2000,,
2022,158721924,38,1,,
2022,158726928,63,1,,
2022,158733354,63,598,,
2022,158726932,16,232,,
2022,162383985,10,,,
2022,149548781,25,20,,
2022,149548781,47,0,,
2022,149548781,51,0,,
2022,149548786,50,61,,
2022,149548787,19,613,,
2022,158727220,3,4000,2022-02-14,
2022,149548788,20,1493,,
2022,149548790,47,0,,
2022,149548791,47,0,,
2022,165632721,19,716,,
2022,149548793,20,16000,,
2022,165632711,3,389,,
2022,158727221,3,4000,,
2022,158733355,7,200,,
2022,158721937,38,500,,
2022,158959151,8,209,,
2022,158770353,63,129,2022-02-05,
2022,158770354,63,129,,
2022,158733356,19,151,,
2022,158733357,63,29,2022-02-09,
2022,158733358,63,29,,
2022,158813610,19,60,,
2022,158721297,19,255,,
2022,158721302,16,83,,
2022,158721311,8,55,,
2022,158727181,20,1800,2022-02-02,
2022,149548768,19,81,,
2022,158727182,20,1800,,
2022,158721316,63,1,,
2022,158727183,16,50,,
2022,158721334,16,85,,
2022,165637394,7,700,,
2022,158721343,36,2875,,
2022,158959152,63,100,,
2022,158721370,8,74,,
2022,158727186,31,800,,
2022,158721713,19,25,,
2022,158721715,16,850,,
2022,158733359,63,1,,
2022,158721680,6,200,,
2022,158727187,38,60,,
2022,149548770,19,132,,
2022,151493764,20,1613,,
2022,158727034,63,1,2022-02-11,
2022,158727035,9,0,,
2022,158727035,63,1,,
2022,158727190,38,400,,
2022,158959153,19,166,2022-02-11,
2022,158959154,19,166,,
2022,158770367,7,700,,
2022,158721688,17,50,,
2022,158721691,63,37,,
2022,158727196,63,500,,
2022,149535267,50,53,,
2022,158727036,27,251,,
2022,149535284,50,29,,
2022,165632722,19,97,,
2022,151455511,50,59,,
2022,151455512,50,59,,
2022,151455513,8,2000,,
2022,151455514,10,,,
2022,158721702,30,500,,
2022,158721703,27,1100,,
2022,158721707,38,500,,
2022,158727453,63,300,,
2022,162356678,10,,,
2022,151493765,37,1501,,
2022,151455517,10,12,,
2022,158733360,2,38,,
2022,158727482,38,800,,
2022,151455596,19,23,,
2022,158727486,16,200,,
2022,158727487,30,1,,
2022,151455680,19,4000,,
2022,158721711,42,100,,
2022,158727490,38,1200,,
2022,158727494,38,150,,
2022,158727498,31,1300,,
2022,158721719,63,49,,
2022,158721721,16,100,,
2022,158721721,63,120,,
2022,158770376,19,4,,
2022,158727503,20,1150,,
2022,158721727,35,150,,
2022,158721729,38,1,,
2022,158727507,6,200,,
2022,162343927,61,200,,
2022,162343928,9,0,,
2022,162343928,20,120,,
2022,162343928,61,200,,
2022,158721734,26,200,,
2022,162394108,47,0,,
2022,162394109,52,0,,
2022,151455683,19,1411,,
2022,162343930,20,1028,,
2022,165632712,9,0,,
2022,165632712,22,0,,
2022,165632712,25,20,,
2022,165632712,47,0,,
2022,165632712,51,0,,
2022,165632712,61,255,,
2022,165632712,63,15,,
2022,151455686,52,0,,
2022,158813850,38,120,,
2022,151455687,19,678,2022-02-13,
2022,151455688,19,678,,
2022,158721734,63,25,,
2022,158727455,30,1,,
2022,158721738,7,1600,,
2022,158721739,7,1600,,
2022,158727776,31,2000,,
2022,158721743,63,17000,,
2022,158721744,7,4000,,
2022,158721750,10,100,,
2022,158721939,21,1,2022-02-12,
2022,158721940,21,1,,
2022,158721940,25,250,,
2022,158721940,63,300,,
2022,158727781,63,1200,,
2022,158727784,63,33,,
2022,158721944,30,5000,,
2022,158721945,30,1501,,
2022,158721952,9,0,,
2022,158721952,22,0,,
2022,158721952,63,3,,
2022,158727790,16,250,,
2022,158727791,38,150,,
2022,158727039,19,300,,
2022,158727793,3,13000,2022-02-15,
2022,158727794,3,13000,,
2022,158721920,10,9,,
2022,158721920,20,600,,
2022,158727796,38,400,,
2022,162343934,3,1,,
2022,151455831,19,142,,
2022,151455832,38,1,,
2022,151455954,20,365,,
2022,158727799,31,600,,
2022,158727801,38,250,,
2022,158727802,9,0,,
2022,158727802,20,75,,
2022,158727802,21,100,,
2022,158727802,63,30,,
2022,158727804,38,200,,
2022,158721930,38,300,,
2022,158721931,38,500,,
2022,158721932,63,1,,
2022,158727805,63,1,,
2022,158721956,31,251,,
2022,158721957,3,10000,2022-02-14,
2022,158721958,3,10000,,
2022,158733361,16,6,,
2022,162343939,9,0,2022-02-18,
2022,158813611,36,820,2022-02-14,
2022,162343940,9,0,,
2022,162343940,38,1869,,
2022,158813612,36,820,,
2022,158727808,7,1200,,
2022,158727814,63,100,,
2022,155201179,47,0,,
2022,158721962,3,3500,2022-02-14,
2022,155201180,52,0,,
2022,151455962,19,147,,
2022,158721963,3,3500,,
2022,158959155,7,670,,
2022,151455963,19,225,,
2022,151456051,17,655,,
2022,151456051,25,2640,,
2022,151456051,63,100,,
2022,158721964,16,75,,
2022,151456052,50,56,,
2022,151456053,19,744,,
2022,158728046,3,15000,,
2022,151456054,19,369,,
2022,151456055,19,1033,,
2022,158733364,2,40,,
2022,151456056,50,52,,
2022,158728047,38,500,,
2022,151456057,19,1,,
2022,158728055,42,9000,,
2022,162394110,50,65,,
2022,151493796,19,554,,
2022,158728058,3,11000,2022-02-25,
2022,151493797,10,,,
2022,158728059,3,11000,,
2022,151493798,19,531,,
2022,158728060,35,50,,
2022,158728061,36,974,,
2022,158728062,8,2,,
2022,151493799,19,330,,
2022,151493800,38,1,,
2022,162356682,21,1,,
2022,162356683,20,4300,,
2022,162373740,63,50,,
2022,162373796,20,2500,,
2022,162373808,6,3050,,
2022,162373808,20,2000,,
2022,151473046,20,342,,
2022,162373811,38,1,2022-03-15,
2022,162373812,19,259,,
2022,165632723,20,1000,,
2022,165632713,3,200,,
2022,165632724,3,200,,
2022,162373815,63,25,,
2022,158721970,3,6000,2022-02-15,
2022,158721971,3,6000,,
2022,158728063,20,493,,
2022,158721974,36,290,,
2022,158770382,16,39,,
2022,158728280,38,2700,,
2022,158721980,8,30,,
2022,158721982,6,200,,
2022,158721982,17,11000,,
2022,158721982,25,20,,
