data_year,suspect_using_id,offense_id
2022,4,192429012
2022,4,192429015
2022,4,192429016
2022,4,192429020
2022,4,192429021
2022,4,192427368
2022,4,192427369
2022,4,192427370
2022,4,192429024
2022,4,192429029
2022,4,192435224
2022,4,192429032
2022,4,192429033
2022,4,192421332
2022,4,192421104
2022,4,192421133
2022,4,192431936
2022,4,192421167
2022,4,192421168
2022,4,192427373
2022,4,192427382
2022,4,192427383
2022,4,192421188
2022,4,192431939
2022,4,192431940
2022,4,192421286
2022,4,192427388
2022,4,192490347
2022,4,192427395
2022,4,192421310
2022,4,180249634
2022,4,192421311
2022,4,192421320
2022,4,192427402
2022,4,180249671
2022,4,192427403
2022,4,180249672
2022,4,192421363
2022,4,180249673
2022,4,192435225
2022,4,192552748
2022,4,192552749
2022,4,192427407
2022,4,192435226
2022,4,192427410
2022,4,192421421
2022,4,192427412
2022,4,192427413
2022,4,192427415
2022,4,192423059
2022,4,192427420
2022,4,192427421
2022,4,192490352
2022,4,192435227
2022,4,192552750
2022,4,192757204
2022,4,192427423
2022,4,192427424
2022,4,192757217
2022,4,192423064
2022,4,192490357
2022,4,192490360
2022,4,192435228
2022,4,192435229
2022,4,192423070
2022,4,192490228
2022,4,192423076
2022,4,192423093
2022,4,192427422
2022,4,192435231
2022,4,192435232
2022,4,192423115
2022,4,192423116
2022,4,192423134
2022,4,192427804
2022,4,192427806
2022,4,192423166
2022,4,192423167
2022,4,192423150
2022,4,192423169
2022,4,192423172
2022,4,192427807
2022,4,192423187
2022,4,192427822
2022,4,192490263
2022,4,192423236
2022,4,192423253
2022,4,192427825
2022,4,192427826
2022,4,192431943
2022,4,192431944
2022,4,192435234
2022,4,192427830
2022,4,192490273
2022,4,192440918
2022,4,192431945
2022,4,192435235
2022,4,192423333
2022,4,192490278
2022,4,192423404
2022,4,192423433
2022,4,192423217
2022,4,192423282
2022,4,192423309
2022,4,192435236
2022,4,192491037
2022,4,192491040
2022,4,197497309
2022,4,180249685
2022,4,180249713
2022,4,180249751
2022,4,192436381
2022,4,192491045
2022,4,192453101
2022,4,192435239
2022,4,192435240
2022,4,192435241
2022,4,192423359
2022,4,192423369
2022,4,192435242
2022,4,192423396
2022,4,192424359
2022,4,192424360
2022,4,192424743
2022,4,192424751
2022,4,192424760
2022,4,192435243
2022,4,192424764
2022,4,192424771
2022,4,192427811
2022,4,180250458
2022,4,192552752
2022,4,192435244
2022,4,192435245
2022,4,192425227
2022,4,192427815
2022,4,192425230
2022,4,192425231
2022,4,192425238
2022,4,192435247
2022,4,192552754
2022,4,192552755
2022,4,192425240
2022,4,192425241
2022,4,192425251
2022,4,192435248
2022,4,192491288
2022,4,192425261
2022,4,192425265
2022,4,197308199
2022,4,192427821
2022,4,192425226
2022,4,192425232
2022,4,192436387
2022,4,192425704
2022,4,192453105
2022,4,192425709
2022,4,192431887
2022,4,192425711
2022,4,192435256
2022,4,192435259
2022,4,192435262
2022,4,192435263
2022,4,201593052
2022,4,192427824
2022,4,192435267
2022,4,192435268
2022,4,192425714
2022,4,201593053
2022,4,201593054
2022,4,192749536
2022,4,192427827
2022,4,192427828
2022,4,192425720
2022,4,192435271
2022,4,192435273
2022,4,192425726
2022,4,192552756
2022,4,192749539
2022,4,192425741
2022,4,192491297
2022,4,192491298
2022,4,192425756
2022,4,192431892
2022,4,192431893
2022,4,192431894
2022,4,192435594
2022,4,180250479
2022,4,192435595
2022,4,192425758
2022,4,192435597
2022,4,192435598
2022,4,192425761
2022,4,192425763
2022,4,192425785
2022,4,192425837
2022,4,180251809
2022,4,192425882
2022,4,192425921
2022,4,180251737
2022,4,192435599
2022,4,182776029
2022,4,182776030
2022,4,197274566
2022,4,180252394
2022,4,192425990
2022,4,192435603
2022,4,192425764
2022,4,192425786
2022,4,192425827
2022,4,192425848
2022,4,192552757
2022,4,192491300
2022,4,192491304
2022,4,192426194
2022,4,192426195
2022,4,192426201
2022,4,192426192
2022,4,192426204
2022,4,192426206
2022,4,192426209
2022,4,192426211
2022,4,192426212
2022,4,192435604
2022,4,192426218
2022,4,192491310
2022,4,192426224
2022,4,192426231
2022,4,192426233
2022,4,192426242
2022,4,192426223
2022,4,192426281
2022,4,192552758
2022,4,192552759
2022,4,192552760
2022,4,192426284
2022,4,192426288
2022,4,192426291
2022,4,192426292
2022,4,192426295
2022,4,192426296
2022,4,192426297
2022,4,192435609
2022,4,192426299
2022,4,192552761
2022,4,192491313
2022,4,192453109
2022,4,192552939
2022,4,180252398
2022,4,180252399
2022,4,180252402
2022,4,180252403
2022,4,180252602
2022,4,180252605
2022,4,180252606
2022,4,180252610
2022,4,180252611
2022,4,180252612
2022,4,198020538
2022,4,180252647
2022,4,180252655
2022,4,180252656
2022,4,180252952
2022,4,180252956
2022,4,192426246
2022,4,192491316
2022,4,192453111
2022,4,192435613
2022,4,192435614
2022,4,192436395
2022,4,192426247
2022,4,192551841
2022,4,192551842
2022,4,192551844
2022,4,192551847
2022,4,192551848
2022,4,192551849
2022,4,192551851
2022,2,192436398
2022,4,187764607
2022,4,180252963
2022,2,192436399
2022,2,192436400
2022,4,192491317
2022,4,192551853
2022,4,192435642
2022,4,180252969
2022,4,201586899
2022,4,180252997
2022,4,180253001
2022,4,180253002
2022,4,180253003
2022,4,180253005
2022,4,192491320
2022,4,192491321
2022,4,192551857
2022,4,192551858
2022,4,192551861
2022,4,192552940
2022,4,192552941
2022,4,192551865
2022,4,192551866
2022,4,192551868
2022,4,192551869
2022,4,192551870
2022,4,192491758
2022,4,192551873
2022,4,192568389
2022,4,180253006
2022,4,180253008
2022,4,201586910
2022,4,180253010
2022,4,180253011
2022,4,180252974
2022,4,201586900
2022,4,192435644
2022,4,192435645
2022,4,192435647
2022,4,180252979
2022,4,180252983
2022,4,192435648
2022,4,192441017
2022,4,192551875
2022,4,192551877
2022,4,192551878
2022,4,192551879
2022,4,192551880
2022,4,192551881
2022,4,192435650
2022,4,192436402
2022,4,192551883
2022,4,192551885
2022,4,192551886
2022,4,192551888
2022,4,192551889
2022,4,192551892
2022,4,192551893
2022,4,192551895
2022,4,192551898
2022,4,192431896
2022,4,192551900
2022,4,192491760
2022,4,192491762
2022,4,192552091
2022,4,192435654
2022,4,192552093
2022,4,192552094
2022,4,192552263
2022,4,192567670
2022,2,180234151
2022,4,192567671
2022,4,192567675
2022,4,192567677
2022,4,192567678
2022,4,192567681
2022,4,192567682
2022,4,192567683
2022,4,192428724
2022,4,192428725
2022,4,192428726
2022,4,192428729
2022,4,192428730
2022,4,192435656
2022,4,192428731
2022,4,192428732
2022,4,192435661
2022,4,192435662
2022,4,182827677
2022,4,192428734
2022,4,180234165
2022,4,180234183
2022,4,192428736
2022,4,197229516
2022,4,192428737
2022,4,201586911
2022,4,192428738
2022,4,192428739
2022,4,182776037
2022,4,192428740
2022,4,192428742
2022,4,182776038
2022,4,192491764
2022,4,182776039
2022,4,192491767
2022,4,192428743
2022,4,192428744
2022,4,192428746
2022,4,192428747
2022,4,192428749
2022,4,192429035
2022,4,192749545
2022,4,192749546
2022,4,192429036
2022,4,192429081
2022,4,192429082
2022,4,192429083
2022,4,192429084
2022,4,192429085
2022,4,192435664
2022,4,192435665
2022,4,192491772
2022,4,192429087
2022,4,192757227
2022,4,192429088
2022,4,192435619
2022,4,192435620
2022,4,192429089
2022,4,192429091
2022,4,192429092
2022,4,192435623
2022,4,192435624
2022,4,192435626
2022,4,192435627
2022,4,192429093
2022,4,192429094
2022,4,192757232
2022,4,192435628
2022,4,192552942
2022,4,192435631
2022,4,192491802
2022,4,192429095
2022,4,192429096
2022,4,192429098
2022,4,192429099
2022,4,192429100
2022,4,192757243
2022,4,192429101
2022,4,192429103
2022,4,192429104
2022,4,192429106
2022,4,192429107
2022,4,192429109
2022,4,192429110
2022,4,192435634
2022,4,192421445
2022,4,201593055
2022,4,192421496
2022,4,192421497
2022,2,192436005
2022,4,182776040
2022,4,197249279
2022,2,192436006
2022,4,201593056
2022,4,192421547
2022,4,192436008
2022,4,192421606
2022,4,192421641
2022,4,192421692
2022,4,192421718
2022,4,197249280
2022,4,192421764
2022,4,192421765
2022,4,197249281
2022,4,192436010
2022,4,197229519
2022,4,197229520
2022,4,197229523
2022,4,182827678
2022,4,182776051
2022,4,182776159
2022,4,182776281
2022,4,197229609
2022,4,197229612
2022,4,197229613
2022,4,192436011
2022,4,192436012
2022,4,192421810
2022,4,192421834
2022,4,192491805
2022,4,192436013
2022,4,192421874
2022,4,192421900
2022,4,192421924
2022,4,192436017
2022,4,192421944
2022,4,192421945
2022,4,197308200
2022,4,192421471
2022,4,192436018
2022,4,192436019
2022,4,192421484
2022,4,192421532
2022,4,197307521
2022,4,197307522
2022,4,192421562
2022,4,197307523
2022,4,192421590
2022,4,192421591
2022,4,192436022
2022,4,192436023
2022,4,192421616
2022,4,192421617
2022,4,182776285
2022,4,192421618
2022,4,192431899
2022,4,197229616
2022,4,192421629
2022,4,201586901
2022,4,192441024
2022,4,182776288
2022,4,192423413
2022,4,192553282
2022,4,192423424
2022,4,182776289
2022,4,192436028
2022,4,192423441
2022,4,197286373
2022,4,192431902
2022,4,197229621
2022,4,192491807
2022,4,182776464
2022,4,192423448
2022,4,182776465
2022,4,197229624
2022,4,192423457
2022,4,197229626
2022,4,192423473
2022,2,182776631
2022,4,192436029
2022,2,182776632
2022,4,192423476
2022,4,197229630
2022,4,197229631
2022,4,192423477
2022,4,197229632
2022,4,192423478
2022,4,192429204
2022,4,197229635
2022,4,197229637
2022,4,192423490
2022,4,182776639
2022,4,192423520
2022,4,197217999
2022,4,192431904
2022,4,192423535
2022,4,187764622
2022,4,187764623
2022,4,192423561
2022,4,182776645
2022,4,192429212
2022,4,182776646
2022,4,192423570
2022,4,192423600
2022,4,192423601
2022,4,192552943
2022,4,192429215
2022,4,192436475
2022,4,192423614
2022,4,192423615
2022,4,192757259
2022,4,192757260
2022,4,192757261
2022,4,192423634
2022,4,192423635
2022,4,192429218
2022,4,192429219
2022,4,192429221
2022,4,192491809
2022,4,192423660
2022,4,192423669
2022,4,192423670
2022,4,192423687
2022,4,192423694
2022,4,192423695
2022,4,192423696
2022,4,192423715
2022,4,192423729
2022,4,192429226
2022,4,192423747
2022,4,192436479
2022,4,192757267
2022,4,192757268
2022,4,192423754
2022,4,192429231
2022,4,192429232
2022,4,192429233
2022,4,192423763
2022,4,192423764
2022,4,192423772
2022,4,192429236
2022,4,192423781
2022,4,192431713
2022,4,192441033
2022,4,192423785
2022,4,192431718
2022,4,192423479
2022,4,192423482
2022,4,192432234
2022,4,192436480
2022,4,192436481
2022,4,192423528
2022,4,192431720
2022,4,192423590
2022,4,192431722
2022,4,192491811
2022,4,192431731
2022,4,192431732
2022,4,192423625
2022,4,192423667
2022,4,192431757
2022,4,192423691
2022,4,192423724
2022,4,192436482
2022,4,192424361
2022,4,182776788
2022,4,192424365
2022,4,192424373
2022,4,192424377
2022,4,182776789
2022,4,192424378
2022,4,182776790
2022,4,192424379
2022,4,192424380
2022,4,182776792
2022,4,192424385
2022,4,182776793
2022,4,192424366
2022,4,182776794
2022,4,192424367
2022,4,192424375
2022,4,197229639
2022,4,192424386
2022,4,182776796
2022,4,192491812
2022,4,197307524
2022,4,192424390
2022,4,182827724
2022,4,192431766
2022,4,182827725
2022,4,192432267
2022,4,182827726
2022,4,197274568
2022,4,197274569
2022,4,182827729
2022,4,197274570
2022,4,197274571
2022,4,182827732
2022,4,197249291
2022,4,197249292
2022,4,197249293
2022,4,197274572
2022,4,197274573
2022,4,197274574
2022,4,197274575
2022,4,197274700
2022,4,197274681
2022,4,197274704
2022,4,197274682
2022,4,197274710
2022,4,197274711
2022,4,198020539
2022,4,182800375
2022,4,182800376
2022,4,197274715
2022,4,197274716
2022,4,197274683
2022,4,201586912
2022,4,201586902
2022,4,201586913
2022,4,197274720
2022,4,197274721
2022,4,197249305
2022,4,192436483
2022,4,192436484
2022,4,192431772
2022,4,192441041
2022,4,192431774
2022,4,192431775
2022,4,192432271
2022,4,197498543
2022,4,197498544
2022,4,187734163
2022,4,187734164
2022,4,197274684
2022,4,182800388
2022,4,182800389
2022,4,182800390
2022,4,197274725
2022,4,197274685
2022,4,182800526
2022,4,182800527
2022,4,182800528
2022,4,182800531
2022,4,197274790
2022,4,197274775
2022,4,182800627
2022,4,197274791
2022,4,197274794
2022,4,182800630
2022,4,187776638
2022,4,182800632
2022,4,197274776
2022,4,197274777
2022,4,197274778
2022,4,201586904
2022,4,187734170
2022,4,192424407
2022,4,192432098
2022,4,192424413
2022,4,192424414
2022,4,192432100
2022,4,192432101
2022,4,192432273
2022,4,192432274
2022,4,192432104
2022,4,192432105
2022,4,192432108
2022,4,192432109
2022,4,192432110
2022,4,192432112
2022,4,192441575
2022,4,192424422
2022,4,192432116
2022,4,192432119
2022,4,192432122
2022,4,192432124
2022,4,192432125
2022,4,192424429
2022,4,192491817
2022,4,192441577
2022,4,192432129
2022,4,192424779
2022,4,192424783
2022,4,192432130
2022,4,192432131
2022,4,192441578
2022,4,192432135
2022,4,197291978
2022,4,197291979
2022,4,192432545
2022,4,197249317
2022,4,187734175
2022,4,192771930
2022,4,187764638
2022,4,187764639
2022,4,197249567
2022,4,201586905
2022,4,197249575
2022,2,197498550
2022,2,197498551
2022,4,197249583
2022,2,197249597
2022,4,201586914
2022,4,197307525
2022,4,197307526
2022,4,197307527
2022,4,197307528
2022,4,187734912
2022,4,192441579
2022,4,192432488
2022,4,187767326
2022,4,187734926
2022,4,187735112
2022,4,187735113
2022,4,197249606
2022,4,197249613
2022,4,197249624
2022,4,187735089
2022,4,187735090
2022,4,187735091
2022,4,197249625
2022,4,197498555
2022,4,197498556
2022,4,187776639
2022,4,187735168
2022,4,187735170
2022,4,187735171
2022,4,192432489
2022,4,187769341
2022,4,187769348
2022,4,197249626
2022,4,192424788
2022,4,192432490
2022,4,192424796
2022,4,192424797
2022,4,192491819
2022,4,192432278
2022,4,192424807
2022,4,192424808
2022,4,192757272
2022,4,192492420
2022,4,192441580
2022,4,192441581
2022,4,192552944
2022,4,192423786
2022,4,192423792
2022,4,192423814
2022,4,192492425
2022,4,192432493
2022,4,192423834
2022,4,192432494
2022,4,192432495
2022,4,192423850
2022,4,192423851
2022,4,192423861
2022,4,192432496
2022,4,192432497
2022,4,201593058
2022,4,201593059
2022,4,201593060
2022,4,192432498
2022,4,192423887
2022,4,192757273
2022,4,192423954
2022,4,192423896
2022,4,192432501
2022,4,192424441
2022,4,192432502
2022,4,192424445
2022,4,192441582
2022,4,192424398
2022,4,192432504
2022,4,192432506
2022,4,192432279
2022,4,192432507
2022,4,192757274
2022,4,192492438
2022,4,192432510
2022,4,192424409
2022,4,192424416
2022,4,192432513
2022,4,192424420
2022,4,192432281
2022,4,192424424
2022,4,192424431
2022,4,192424432
2022,4,192432579
2022,4,192432580
2022,4,192424436
2022,4,192432869
2022,4,197293295
2022,4,197249630
2022,4,201586915
2022,4,201586906
2022,4,187735176
2022,4,187769371
2022,4,197249640
2022,4,197307662
2022,4,197293296
2022,4,198020541
2022,4,197293297
2022,4,187776941
2022,4,187777079
2022,4,197307663
2022,4,197498557
2022,4,187777081
2022,4,187777082
2022,4,187777083
2022,4,197286375
2022,4,187777084
2022,4,192441584
2022,4,192432902
2022,4,192432907
2022,4,192432908
2022,4,192424439
2022,4,192432912
2022,4,192432916
2022,4,192432920
2022,4,192424451
2022,4,192424454
2022,4,192492452
2022,4,192432928
2022,4,197220683
2022,4,197220684
2022,4,197293298
2022,4,197293299
2022,4,197293311
2022,4,197307664
2022,4,192424462
2022,4,192424463
2022,4,192432931
2022,4,192424465
2022,4,192432933
2022,4,192432872
2022,4,192771551
2022,4,192771552
2022,4,187822995
2022,4,187822996
2022,4,187822997
2022,4,197293312
2022,4,197293313
2022,4,197293314
2022,4,187777645
2022,4,187777648
2022,4,197498563
2022,4,197498564
2022,2,197293315
2022,4,197293316
2022,4,197220491
2022,4,192424470
2022,4,192424471
2022,4,192432874
2022,4,192424478
2022,4,192424479
2022,4,192424480
2022,4,192433300
2022,4,192433306
2022,4,192424485
2022,4,192424486
2022,4,192424487
2022,4,192424490
2022,4,192433309
2022,4,192424494
2022,4,192424502
2022,4,192424810
2022,4,192433316
2022,4,192433320
2022,4,192424816
2022,4,192424817
2022,4,192424818
2022,4,192433325
2022,4,192424824
2022,4,192424825
2022,4,192424827
2022,4,192433327
2022,4,192433328
2022,4,192424832
2022,4,192433331
2022,4,192433333
2022,4,192432286
2022,4,192433335
2022,4,192424776
2022,4,192424777
2022,4,192424782
2022,4,192433337
2022,4,192424789
2022,4,192432289
2022,4,192433341
2022,4,192433344
2022,4,192433345
2022,4,192433347
2022,4,192424795
2022,4,192424798
2022,4,192424799
2022,4,192433349
2022,4,192424815
2022,4,192424826
2022,4,192424834
2022,4,192424835
2022,4,192441585
2022,4,192552945
2022,4,192433355
2022,4,192433358
2022,4,192433361
2022,4,192433365
2022,4,192433366
2022,4,192424838
2022,4,192424841
2022,4,192757275
2022,4,192757276
2022,4,192433368
2022,4,192436489
2022,4,187772387
2022,4,192436490
2022,4,192433695
2022,4,192433696
2022,4,192424842
2022,4,192424843
2022,4,192433698
2022,4,192433702
2022,4,192441588
2022,4,192433704
2022,4,192433708
2022,4,192433710
2022,4,192433713
2022,4,192433714
2022,4,192433716
2022,4,192433717
2022,4,192433718
2022,4,192433720
2022,4,192757278
2022,4,192757279
2022,4,192757280
2022,4,192424850
2022,4,192433723
2022,4,192771567
2022,4,192771568
2022,4,187813017
2022,4,197293317
2022,4,197220488
2022,4,197220489
2022,4,197220490
2022,4,197293319
2022,4,197293320
2022,4,197417652
2022,4,197293321
2022,4,197293322
2022,4,192424853
2022,4,192492458
2022,4,192434037
2022,4,192424864
2022,4,192434038
2022,4,192424867
2022,4,192434042
2022,4,192441589
2022,4,192434046
2022,4,192434048
2022,4,192434051
2022,4,192434054
2022,4,192434057
2022,4,192432291
2022,4,192434352
2022,4,192434356
2022,4,192434359
2022,4,192434361
2022,4,192441590
2022,4,192434364
2022,4,192424869
2022,4,192434366
2022,4,192492469
2022,4,192492470
2022,4,192434369
2022,4,192441593
2022,4,192424874
2022,4,192436492
2022,4,192424878
2022,4,192424879
2022,4,192434835
2022,4,192424891
2022,4,192434840
2022,4,192425236
2022,4,192425247
2022,4,192434843
2022,4,192434844
2022,4,192434848
2022,4,192434850
2022,4,192434851
2022,4,192434856
2022,4,192434917
2022,4,192434918
2022,4,192434923
2022,4,192434934
2022,4,192435281
2022,4,192425255
2022,4,192436493
2022,4,192429237
2022,4,192429239
2022,4,192429240
2022,4,192492480
2022,4,192429241
2022,4,192429242
2022,4,192429243
2022,4,192425260
2022,4,192429723
2022,4,192425272
2022,4,192425273
2022,4,192429725
2022,4,192425282
2022,4,192425283
2022,4,192429729
2022,4,192425285
2022,4,192425286
2022,4,192429735
2022,4,192429737
2022,4,192429739
2022,4,192425290
2022,4,192425291
2022,4,192429740
2022,4,192429741
2022,4,192436496
2022,4,192430728
2022,4,192430733
2022,4,197308201
2022,4,197308202
2022,4,192430736
2022,4,192425303
2022,4,192430738
2022,4,192430741
2022,4,192430742
2022,4,192425309
2022,4,192430744
2022,4,192425977
2022,4,192430746
2022,4,192426250
2022,4,192430750
2022,4,187772512
2022,4,192430751
2022,4,192430754
2022,4,187772513
2022,4,192426254
2022,4,192432330
2022,4,201586916
2022,4,192426255
2022,4,197293323
2022,4,192430756
2022,4,201586907
2022,4,192432333
2022,4,187738144
2022,4,192426260
2022,4,197293365
2022,4,192426261
2022,4,192426263
2022,4,187772616
2022,4,187772617
2022,4,192426266
2022,4,187772618
2022,4,192426270
2022,4,197293366
2022,4,192430759
2022,4,201586917
2022,4,192430764
2022,4,197293367
2022,4,192430765
2022,4,197293368
2022,4,197293369
2022,4,192441594
2022,4,197293370
2022,4,192426272
2022,4,192773361
2022,4,192430766
2022,4,192430768
2022,4,187738145
2022,4,192430771
2022,4,187738146
2022,4,192430772
2022,4,197286376
2022,4,192426275
2022,4,187738148
2022,4,192430773
2022,4,197286379
2022,4,192426277
2022,4,197286431
2022,4,192426278
2022,4,192430775
2022,4,197286964
2022,4,192430776
2022,4,197286987
2022,4,192426283
2022,4,197287015
2022,4,192426293
2022,4,197287044
2022,4,192426300
2022,4,197287054
2022,4,192426304
2022,4,197287055
2022,4,192432335
2022,4,197287088
2022,4,197287089
2022,4,192436499
2022,4,197287108
2022,4,192432611
2022,4,192426306
2022,4,197288238
2022,4,192430777
2022,4,197288260
2022,4,192426313
2022,4,197307665
2022,4,192426314
2022,4,197307666
2022,4,192426317
2022,4,197220500
2022,4,192431201
2022,4,187738275
2022,4,187738276
2022,2,187738277
2022,4,197288283
