data_year,criminal_act_id,offense_id
2022,9,192432131
2022,6,197291978
2022,6,197291979
2022,9,180253001
2022,6,180253008
2022,9,180252974
2022,9,192432488
2022,9,192432489
2022,9,192424788
2022,9,192432490
2022,6,192424796
2022,9,192424797
2022,9,192491819
2022,9,192424808
2022,9,192492425
2022,9,192432495
2022,9,192423850
2022,6,192432496
2022,9,192432497
2022,6,201593059
2022,9,201593060
2022,9,192432498
2022,9,192423896
2022,9,192432502
2022,9,192492438
2022,9,192432510
2022,9,192424409
2022,9,192424420
2022,9,192424424
2022,9,192432579
2022,9,192432580
2022,9,192492452
2022,9,192424462
2022,9,192432931
2022,9,192432933
2022,9,192424478
2022,9,192433300
2022,9,192424490
2022,9,192433309
2022,9,192424502
2022,9,192433325
2022,9,192424827
2022,9,192424832
2022,9,192433331
2022,9,192433333
2022,9,192424782
2022,9,192424789
2022,9,192432289
2022,9,192424815
2022,9,192424826
2022,9,192433358
2022,9,192433361
2022,9,192433365
2022,9,192424838
2022,9,192433368
2022,6,192436489
2022,9,192436490
2022,6,192433695
2022,9,192433696
2022,9,192424842
2022,9,192433698
2022,9,192433708
2022,6,192757279
2022,9,192757280
2022,9,192434038
2022,9,192434042
2022,9,192434048
2022,9,192434051
2022,9,192434352
2022,9,192434361
2022,9,192441590
2022,9,192436492
2022,9,192424891
2022,9,192434840
2022,6,192434843
2022,9,192434844
2022,9,192434848
2022,6,192434850
2022,9,192434851
2022,9,192434856
2022,9,192434923
2022,9,192434934
2022,9,192435281
2022,9,192425255
2022,9,192436493
2022,9,192429242
2022,6,192425272
2022,9,192425273
2022,9,192429735
2022,9,192429739
2022,9,192429740
2022,9,192430728
2022,9,192430733
2022,9,192430738
2022,9,192425309
2022,9,192430744
2022,9,192425977
2022,9,192432333
2022,9,192426260
2022,9,192426266
2022,9,192430764
2022,9,192430765
2022,9,192430766
2022,9,192430768
2022,9,192426277
2022,9,192426283
2022,9,192426293
2022,9,192432335
2022,9,192432611
2022,9,192426306
2022,9,192431203
2022,6,192431208
2022,9,192431209
2022,9,192431210
2022,9,192431216
2022,9,192431248
2022,9,192431734
2022,6,192436439
2022,9,192436440
2022,9,197308203
2022,9,192431736
2022,9,192426642
2022,9,192426596
2022,9,180234151
2022,9,192431745
2022,9,192431999
2022,9,197229516
2022,6,192432001
2022,9,192432002
2022,9,192426614
2022,6,182776040
2022,9,192426621
2022,9,192426632
2022,9,197249279
2022,9,197249280
2022,6,197249281
2022,9,192432004
2022,9,197229519
2022,9,192432006
2022,9,197229520
2022,9,197229523
2022,9,192441595
2022,9,192432034
2022,9,197229609
2022,9,192426665
2022,6,192426671
2022,9,192426672
2022,9,192432042
2022,9,192426688
2022,9,192426693
2022,9,192432052
2022,9,192432072
2022,9,192432083
2022,9,192432085
2022,9,192432089
2022,9,192432424
2022,9,192432426
2022,9,192432840
2022,9,192426929
2022,6,192432784
2022,9,192432785
2022,9,192433252
2022,9,192433257
2022,6,192436803
2022,9,192436804
2022,9,192441602
2022,6,192433209
2022,9,192433210
2022,9,192432615
2022,9,192436807
2022,9,192433212
2022,9,192433213
2022,9,192433215
2022,6,192433216
2022,9,192433217
2022,9,197308204
2022,6,197307523
2022,9,197286373
2022,6,182776465
2022,9,197229624
2022,9,197229626
2022,6,197229632
2022,9,197229635
2022,9,197229637
2022,9,182776639
2022,9,197217999
2022,7,187764623
2022,9,201593191
2022,9,197229639
2022,6,182827726
2022,9,192432618
2022,9,197274568
2022,9,197274569
2022,9,192434331
2022,9,197274570
2022,9,197274571
2022,9,192432621
2022,9,192434880
2022,6,197249293
2022,9,197274572
2022,9,192434881
2022,9,197274573
2022,9,192435306
2022,9,197274574
2022,9,192436032
2022,9,197274700
2022,9,192430779
2022,9,197274682
2022,8,197274710
2022,9,197274711
2022,9,198020539
2022,6,197274716
2022,9,197274683
2022,9,192431249
2022,9,192431750
2022,9,197274720
2022,9,197249305
2022,9,192432092
2022,9,192432430
2022,9,192432437
2022,9,192432441
2022,9,192432447
2022,6,192432451
2022,9,192432452
2022,9,192432516
2022,9,192432518
2022,9,192432520
2022,9,192432522
2022,9,192432528
2022,9,192432531
2022,9,192432536
2022,9,192432787
2022,9,192432788
2022,9,192432795
2022,6,192432796
2022,9,192432798
2022,6,192432630
2022,9,192432800
2022,9,192432801
2022,9,192432804
2022,9,192432809
2022,9,192432812
2022,9,192493162
2022,9,192432843
2022,9,192436820
2022,6,192436821
2022,9,192436823
2022,9,192432634
2022,9,192433258
2022,9,192433261
2022,6,192432667
2022,9,192432668
2022,9,192433265
2022,9,192432669
2022,9,192433268
2022,9,192433270
2022,9,192433271
2022,9,192433274
2022,9,192432768
2022,9,192432770
2022,9,192432774
2022,9,192432680
2022,9,192432777
2022,9,192432779
2022,9,192432781
2022,9,192432815
2022,9,192432821
2022,9,192432823
2022,6,192432826
2022,9,192432827
2022,9,192432830
2022,9,192432831
2022,9,192432835
2022,9,192433033
2022,6,187734164
2022,9,192432837
2022,9,197274684
2022,9,192757283
2022,6,182800388
2022,6,182800389
2022,9,192433184
2022,6,192433187
2022,9,197274685
2022,9,192433188
2022,9,192433043
2022,9,182800531
2022,9,197274790
2022,9,197274775
2022,9,192433193
2022,9,192433196
2022,9,197274791
2022,9,197274794
2022,9,192433200
2022,9,197274776
2022,6,187734170
2022,9,192433202
2022,9,197249317
2022,6,187734175
2022,9,192552953
2022,9,197249567
2022,9,192433242
2022,9,197249575
2022,9,197249583
2022,9,192433243
2022,9,192433246
2022,9,192433249
2022,9,192433610
2022,9,192433613
2022,9,192433621
2022,9,192494369
2022,9,192433622
2022,9,192436841
2022,9,192433628
2022,9,192433630
2022,9,192433639
2022,9,192433641
2022,9,192433645
2022,9,192433648
2022,9,192433963
2022,9,192433970
2022,6,197274540
2022,6,197274541
2022,9,192437086
2022,9,192433976
2022,9,192433454
2022,9,192433990
2022,9,192433992
2022,9,192433996
2022,9,192434004
2022,9,192434006
2022,9,192434011
2022,6,192434012
2022,9,192434013
2022,9,192434014
2022,9,192434020
2022,9,192434023
2022,9,192433462
2022,6,192434299
2022,9,192434300
2022,9,192437089
2022,9,192434301
2022,9,192434305
2022,6,192757464
2022,6,197249606
2022,9,192441615
2022,9,197249613
2022,6,192441616
2022,9,192435253
2022,9,197249624
2022,9,192437090
2022,9,197249625
2022,9,192435255
2022,9,192437092
2022,9,197497317
2022,9,192435258
2022,9,192435260
2022,6,192437097
2022,9,192437098
2022,9,192435274
2022,6,192435275
2022,9,192435601
2022,2,192435602
2022,9,192433823
2022,6,192433824
2022,9,192435605
2022,6,192435606
2022,6,192437100
2022,9,192437101
2022,9,192435608
2022,9,192435610
2022,9,192437103
2022,6,192433828
2022,9,192433829
2022,9,192435646
2022,9,192433832
2022,9,192494379
2022,9,192435660
2022,9,192435621
2022,9,192435630
2022,9,192435632
2022,6,197274542
2022,6,197274543
2022,9,192433837
2022,9,192435633
2022,9,192435998
2022,6,192435999
2022,9,192434078
2022,9,192434085
2022,9,192436015
2022,9,192436021
2022,9,192436027
2022,9,192437107
2022,9,192429205
2022,6,192429206
2022,9,192429207
2022,9,192429208
2022,6,192429209
2022,9,192434091
2022,9,192429213
2022,6,192434095
2022,9,192434096
2022,9,192437110
2022,9,192429223
2022,9,192429229
2022,9,192437111
2022,9,192437171
2022,9,192434102
2022,6,192552955
2022,9,192494385
2022,9,192437175
2022,9,192434104
2022,9,192434108
2022,9,192437177
2022,9,198006031
2022,6,198006032
2022,9,192441623
2022,6,192441624
2022,9,192431721
2022,9,197249626
2022,9,192431726
2022,9,192434111
2022,6,192434114
2022,9,192434115
2022,9,192431763
2022,9,192434122
2022,9,192434127
2022,9,192434130
2022,9,192434149
2022,6,192431769
2022,9,192431770
2022,9,192437184
2022,9,192437186
2022,9,192434174
2022,6,192434179
2022,9,192434180
2022,9,192437189
2022,9,192434186
2022,9,192434188
2022,9,192432573
2022,6,192432574
2022,6,192432870
2022,9,192432871
2022,9,201593197
2022,6,192437141
2022,9,192437142
2022,9,192434502
2022,6,192432930
2022,9,192434503
2022,9,192432875
2022,6,192433307
2022,9,192433308
2022,9,192552956
2022,9,192433315
2022,9,192433318
2022,9,192437146
2022,9,192434509
2022,9,192433329
2022,6,192434511
2022,9,192434512
2022,9,192433330
2022,9,192433334
2022,9,192437152
2022,9,192437562
2022,9,192433348
2022,6,192433353
2022,9,197249630
2022,9,192433354
2022,6,192433359
2022,9,197249640
2022,9,192433360
2022,9,192437571
2022,6,192433690
2022,9,192433691
2022,9,192441636
2022,9,192433701
2022,9,192434525
2022,9,192437575
2022,9,192437578
2022,9,192441637
2022,9,192434528
2022,9,192433703
2022,6,192433706
2022,9,192437580
2022,9,192434533
2022,6,192441638
2022,9,192437584
2022,6,192433721
2022,9,192433722
2022,9,192433724
2022,9,192434549
2022,9,192434039
2022,9,192553176
2022,6,192434040
2022,9,192434041
2022,6,192434044
2022,9,192434045
2022,9,192434047
2022,9,192437586
2022,6,192434052
2022,9,192434053
2022,9,192434964
2022,9,192434967
2022,6,192434969
2022,9,192434970
2022,9,192441639
2022,9,192437589
2022,9,192437592
2022,6,192441646
2022,9,192441647
2022,6,192434975
2022,9,192434976
2022,9,192434353
2022,9,192434980
2022,9,192434984
2022,9,192434354
2022,9,192434360
2022,9,192434993
2022,9,192434995
2022,9,192434365
2022,9,192434367
2022,9,192757465
2022,9,192437604
2022,9,192442405
2022,9,197293296
2022,9,198020541
2022,6,192435006
2022,9,192435007
2022,9,192437616
2022,9,192434846
2022,9,192434849
2022,9,192434853
2022,6,192435008
2022,9,192435009
2022,6,192434919
2022,9,192434920
2022,9,192434924
2022,9,192435021
2022,9,192437622
2022,9,192435477
2022,6,201593200
2022,9,192435479
2022,9,192437625
2022,6,192434932
2022,9,192434933
2022,9,192442514
2022,9,192437629
2022,6,197308205
2022,9,197293297
2022,9,187777083
2022,9,197286375
2022,9,192435494
2022,9,192435496
2022,6,192435497
2022,9,192435498
2022,9,201593203
2022,9,192437852
2022,6,192435283
2022,9,192435284
2022,9,192436179
2022,6,192436180
2022,9,192555675
2022,6,192555676
2022,9,192436182
2022,9,192437856
2022,9,192436183
2022,9,192436185
2022,6,192436187
2022,9,192436188
2022,9,192437863
2022,9,192437867
2022,9,192437875
2022,9,192550924
2022,9,192550932
2022,9,192495069
2022,9,197293298
2022,9,192437877
2022,9,192550944
2022,6,192771552
2022,9,192437881
2022,9,192437883
2022,9,192551161
2022,9,192437888
2022,9,192551464
2022,9,192437892
2022,9,192551470
2022,9,192551557
2022,9,192551567
2022,6,197249259
2022,9,192446208
2022,9,192495073
2022,9,192437896
2022,9,192437897
2022,6,192551845
2022,9,192551846
2022,9,192437899
2022,9,192551850
2022,9,192757476
2022,9,192551855
2022,9,192551860
2022,9,192437904
2022,9,192446251
2022,9,192437906
2022,9,192437907
2022,9,192551894
2022,6,192446294
2022,6,192551896
2022,9,192551897
2022,6,192552092
2022,9,192437909
2022,9,192567669
2022,9,192567673
2022,9,192567674
2022,9,192435824
2022,9,192435826
2022,9,192437915
2022,9,192446317
2022,6,192446318
2022,9,192446319
2022,9,192435827
2022,6,192437920
2022,9,192437921
2022,9,192435836
2022,9,197293312
2022,9,192435866
2022,9,192435870
2022,6,192435871
2022,9,192435872
2022,6,192446343
2022,9,192446345
2022,9,192435877
2022,6,192435880
2022,9,192435881
2022,9,192438202
2022,9,192429456
2022,9,192429457
2022,9,192438203
2022,6,192446391
2022,9,192446392
2022,6,197417390
2022,9,197293313
2022,9,192446403
2022,9,192445957
2022,9,192438204
2022,9,192449086
2022,9,192438205
2022,9,192429476
2022,9,192438209
2022,9,197293314
2022,8,197498564
2022,9,197220491
2022,9,192438210
2022,9,192438212
2022,9,192438213
2022,9,192429480
2022,9,192449168
2022,9,192438214
2022,9,192429486
2022,9,192438216
2022,9,192430502
2022,6,192430503
2022,9,192430540
2022,9,192430542
2022,9,192430545
2022,9,192749583
2022,6,187813017
2022,9,192438217
2022,9,192438218
2022,6,197220489
2022,9,197293319
2022,9,192430560
2022,9,192430561
2022,9,192430566
2022,9,192430993
2022,6,192430996
2022,9,192430997
2022,9,192431459
2022,9,192431460
2022,9,192757480
2022,9,192431475
2022,9,197497329
2022,6,192432346
2022,9,192432347
2022,6,192432350
2022,9,192432351
2022,9,192432352
2022,9,198006036
2022,6,192449201
2022,9,192449202
2022,9,192495085
2022,9,192439275
2022,6,192449212
2022,9,192449213
2022,6,192439278
2022,9,192439279
2022,9,192433073
2022,9,192439281
2022,9,192439282
2022,9,192439285
2022,9,192439287
2022,9,192439290
2022,9,192439291
2022,9,192439293
2022,9,192433082
2022,9,192433088
2022,9,192433091
2022,6,192433092
2022,9,192433095
2022,9,192433102
2022,9,192433504
2022,9,192439298
2022,9,192439302
2022,9,192495097
2022,9,192439303
2022,9,192433512
2022,9,192439304
2022,6,192433525
2022,9,192433526
2022,9,192495103
2022,9,192439584
2022,9,192495108
2022,6,192449327
2022,9,192449328
2022,9,192439585
2022,6,192433536
2022,9,192433537
2022,9,192765075
2022,9,192552672
2022,6,192552673
2022,9,192439594
2022,9,192439598
2022,9,192495110
2022,9,192439599
2022,9,192439601
2022,9,192439604
2022,6,192439605
2022,9,192439608
2022,9,192439609
2022,9,192439613
2022,9,197293320
2022,9,192439614
2022,9,192439615
2022,6,192439616
2022,9,192439620
2022,9,192439826
2022,9,192439830
2022,9,192439834
2022,9,192449340
2022,9,192439836
2022,9,192439838
2022,9,192439839
2022,9,192439840
2022,9,192439841
2022,6,197308216
2022,9,197417652
2022,9,197308217
2022,9,197293321
2022,9,192434195
2022,6,192434196
2022,6,192434198
2022,9,192434199
2022,9,192439846
2022,6,192434571
2022,9,192434572
2022,9,192439847
2022,6,192439848
2022,9,192439850
2022,9,192434577
2022,6,192439857
2022,9,192439858
2022,6,192435025
2022,9,192435026
2022,9,192439861
2022,9,192440086
2022,9,192440088
2022,6,197286372
2022,9,192440089
2022,6,192435039
2022,9,192435040
2022,6,192552913
2022,9,192552914
2022,9,192440094
2022,9,192440096
2022,9,192440101
2022,6,192435510
2022,9,192435511
2022,9,192440689
2022,6,192495526
2022,9,192495527
2022,9,192440893
2022,6,192765078
2022,9,192765079
2022,6,192495531
2022,9,192495532
2022,6,192440894
2022,9,192440895
2022,9,192436362
2022,9,192436363
2022,9,192436365
2022,9,192436743
2022,9,201594327
2022,9,192429515
2022,9,192429516
2022,6,198007060
2022,9,197293322
2022,9,198007061
2022,9,192437121
2022,9,197293323
2022,6,192431487
2022,9,192431488
2022,9,192765080
2022,6,197497337
2022,9,197293365
2022,9,192450308
2022,9,192437128
2022,9,192437129
2022,9,192431501
2022,6,192431538
2022,9,192431539
2022,9,192437532
2022,9,192437817
2022,9,192450588
2022,9,192437822
2022,9,192437837
2022,6,192430518
2022,9,192430519
2022,9,192437841
2022,6,192450590
2022,9,192450591
2022,9,192450593
2022,2,197308218
2022,9,192438189
2022,9,192438191
2022,9,192438491
2022,9,192438492
2022,9,192438493
2022,9,192438495
2022,9,192438496
2022,9,192765488
2022,9,192438761
2022,9,192450601
2022,9,192450603
2022,9,192438763
2022,9,192438764
2022,9,192438766
2022,9,192438767
2022,9,192438768
2022,9,192438770
2022,9,192438774
2022,9,192430529
2022,9,192450606
2022,9,192450613
2022,9,192438777
2022,9,192438779
2022,9,192495539
2022,9,192438783
2022,9,192438784
2022,6,192450615
2022,9,192450617
2022,9,192438789
2022,9,192438790
2022,6,197308219
2022,9,197293366
2022,9,197293367
2022,9,197308220
2022,9,197293368
2022,9,192773361
2022,9,197286376
2022,9,197286379
2022,9,197286431
2022,9,192495541
2022,9,198007076
2022,9,192439308
2022,6,197497391
2022,9,192439864
2022,9,192440346
2022,9,192440347
2022,2,197308221
2022,9,197286964
2022,9,192440698
2022,9,192440700
2022,9,192436373
2022,9,192436754
2022,9,192437131
2022,9,192451053
2022,9,192437536
2022,9,192437540
2022,9,192495548
2022,9,192437550
2022,9,192451061
2022,9,192437842
2022,9,192438505
2022,9,192438999
2022,9,192766099
2022,9,192439662
2022,9,192439668
2022,6,192766100
2022,9,192766101
2022,6,198007079
2022,9,198007080
2022,9,192439868
2022,9,192451071
2022,9,192451072
2022,9,192439871
2022,9,192440351
2022,9,192440355
2022,9,192440388
2022,6,192440389
2022,9,198007083
2022,9,192440397
2022,9,192440705
2022,9,192440710
2022,9,192440715
2022,9,192440900
2022,9,192440910
2022,6,192440864
2022,9,192440865
2022,9,192436769
2022,9,192436770
2022,9,192552917
2022,9,192495555
2022,9,192436788
2022,9,192436796
2022,6,192766102
2022,9,192766103
2022,9,192437135
2022,9,192437136
2022,6,192437082
2022,9,192437083
2022,6,192495557
2022,9,192495558
2022,9,192451928
2022,9,192437552
2022,9,192495560
2022,9,192438569
2022,6,197308222
2022,9,197286987
2022,9,197287015
2022,9,197287044
2022,9,197308223
2022,9,192438801
2022,9,192438807
2022,9,192766104
2022,9,192439006
2022,9,192439317
2022,6,201594368
2022,9,192439893
2022,9,192439895
2022,9,192439913
2022,9,192495564
2022,9,192439914
2022,6,192439936
2022,9,192439937
2022,9,192439940
2022,9,192766129
2022,6,192766130
2022,6,192496566
2022,9,192496567
2022,9,192766131
2022,9,192440172
2022,9,192766133
2022,9,192440174
2022,9,192452565
2022,9,201594387
2022,9,192452570
2022,9,192552918
2022,9,192440191
2022,6,192766134
2022,9,192766136
2022,9,192440194
2022,9,192440201
2022,9,192440210
2022,9,192440212
2022,9,192440213
2022,6,192552921
2022,9,197287088
2022,9,192453063
2022,9,192440414
2022,9,192766137
2022,9,192552924
2022,9,192453065
2022,9,192440417
2022,9,192496626
2022,9,192440425
2022,9,192453069
2022,9,192440429
2022,9,192440437
2022,9,192440442
2022,9,192440461
2022,9,192440462
2022,9,192553124
2022,9,192553125
2022,9,192453083
2022,9,192553126
2022,9,192453088
2022,9,192440876
2022,9,192440880
2022,9,192440915
2022,9,192436386
2022,9,192436389
2022,9,192496701
2022,6,192496702
2022,9,192496703
2022,9,192485638
2022,9,192485639
2022,9,192456981
2022,9,192436403
2022,9,192436474
2022,9,198007085
2022,9,192553131
2022,9,197287108
2022,9,197288238
2022,9,192456991
2022,6,192485668
2022,9,192485669
2022,9,192553132
2022,9,192436495
2022,9,192485674
2022,9,192456996
2022,9,192485698
2022,9,192436802
2022,9,192436812
2022,9,192554766
2022,9,192436824
2022,9,192554788
2022,9,192436832
2022,9,192436835
2022,9,192457000
2022,9,192554811
2022,9,192436838
2022,9,192766144
2022,9,192437091
2022,9,192437094
2022,9,192554836
2022,9,192554857
2022,6,197497595
2022,9,192437172
2022,9,192437179
2022,9,192459067
2022,6,192485724
2022,9,192485725
2022,9,192459070
2022,9,192437185
2022,9,192485737
2022,9,192766148
2022,9,192437148
2022,9,192437565
2022,9,192437570
2022,9,192459088
2022,9,192485746
2022,6,192437573
2022,9,192437574
2022,9,192437577
2022,6,201594421
2022,9,201594422
2022,9,192437587
2022,9,192487719
2022,9,197288260
2022,6,197220500
2022,9,197288283
2022,9,197288332
2022,9,197288369
2022,9,192459466
2022,9,192437602
2022,9,192487946
2022,6,192487947
2022,9,192437607
2022,9,192437608
2022,9,201594434
2022,6,201594435
2022,9,192459472
2022,6,192766149
2022,9,192766151
2022,9,192437850
2022,9,192437855
2022,9,192554875
2022,6,192437864
2022,9,192437865
2022,9,192437874
2022,6,192554150
2022,9,192459475
2022,9,192437876
2022,9,192437880
2022,9,192437882
2022,9,192459476
2022,9,192487971
2022,9,192487981
2022,9,192437889
2022,9,192568355
2022,6,192568360
2022,9,192568361
2022,9,197497600
2022,9,192554177
2022,9,192459752
2022,9,192459753
2022,9,192487996
2022,9,192459785
2022,9,192480688
2022,9,197307669
2022,9,192481019
2022,9,192766158
2022,9,192554203
2022,9,192487999
2022,9,192568443
2022,9,192481025
2022,6,192487814
2022,9,192487827
2022,9,192481040
2022,9,197417769
2022,9,197288394
2022,9,192554216
2022,9,192481054
2022,9,192568458
2022,9,192488334
2022,9,192488335
2022,9,192488341
2022,9,192554234
2022,6,192766162
2022,9,192766163
2022,9,192481080
2022,9,201594448
2022,9,192481363
2022,9,192437167
2022,9,192481371
2022,9,192488358
2022,9,192554307
2022,9,192554308
2022,9,192488360
2022,9,198020413
2022,9,192488368
2022,6,192488370
2022,9,192488371
2022,9,192481385
2022,9,192481414
2022,9,192437218
2022,9,192488372
2022,9,192488550
2022,6,197288406
2022,9,192488553
2022,9,192488554
2022,6,192488555
2022,9,192488557
2022,9,192488563
2022,9,192481924
2022,6,192481925
2022,9,192488564
2022,9,192488567
2022,9,192488570
2022,9,192437232
2022,9,192488574
2022,9,192488578
2022,6,192488590
2022,9,192488591
2022,9,192482038
2022,9,197308226
2022,9,197288434
2022,9,197289163
2022,6,198055283
2022,3,187799653
2022,6,197308227
2022,9,197289227
2022,9,192482063
2022,9,192483115
2022,9,192488592
