data_year,arrestee_id,incident_id,arrestee_seq_num,arrest_date,arrest_type_id,multiple_indicator,offense_code,age_id,age_num,sex_code,race_id,ethnicity_id,resident_code,under_18_disposition_code,clearance_ind,age_range_low_num,age_range_high_num
2022,48900694,160983736,1,2022-01-26,1,N,220,25,22,M,10,20,R,,,22,
2022,50238905,165849239,1,2022-01-20,3,N,520,25,22,M,10,20,R,,,22,
2022,48898752,160976144,1,2022-01-26,1,N,13C,25,22,M,10,20,U,,,22,
2022,48898754,160976151,1,2022-01-12,1,N,13C,34,31,M,20,20,U,,,31,
2022,48900695,160983738,1,2022-01-12,1,N,13A,26,23,M,20,20,R,,,23,
2022,48900702,160983740,1,2022-01-27,3,N,13A,65,62,M,20,20,R,,,62,
2022,48900786,160984018,1,2022-01-13,1,N,280,44,41,M,10,20,R,,,41,
2022,48931415,161083554,1,2022-08-31,3,N,13C,45,42,F,10,20,U,,,42,
2022,48901787,160988717,1,2022-03-01,1,N,290,34,31,M,10,20,R,,,31,
2022,48901788,160988718,1,2022-03-01,1,N,290,34,31,M,10,20,R,,,31,
2022,48900787,160984024,1,2022-01-14,1,N,13A,35,32,M,20,20,R,,,32,
2022,48899339,160978610,1,2022-01-15,1,N,13B,29,26,M,20,20,U,,,26,
2022,48898986,160977140,1,2022-01-15,1,N,120,30,27,M,20,20,R,,,27,
2022,48899031,160977320,1,2022-01-16,3,N,13A,19,16,M,20,20,R,R,,16,
2022,48899409,160978881,1,2022-01-17,1,N,520,27,24,M,20,20,,,,24,
2022,50078220,165242218,1,2022-01-28,3,N,120,34,31,F,20,20,R,,,31,
2022,48900009,160981311,1,2022-03-15,3,N,13C,45,42,M,20,20,U,,,42,
2022,48900788,160984037,1,2022-01-19,3,N,13A,15,12,M,20,20,R,R,,12,
2022,48913033,161030309,1,2022-01-19,1,N,23H,24,21,M,10,10,,,,21,
2022,48898184,160974181,1,2022-01-19,3,N,13B,37,34,F,20,20,U,,,34,
2022,48898225,160974263,1,2022-01-20,1,N,290,24,21,M,98,10,R,,,21,
2022,48898244,160974303,1,2022-01-20,1,N,520,15,12,M,20,20,,R,,12,
2022,48900790,160984042,1,2022-01-20,1,N,13A,32,29,M,20,20,R,,,29,
2022,48898261,160974342,1,2022-01-20,1,N,290,18,15,M,20,20,U,R,,15,
2022,50119519,165406028,1,2022-01-26,3,N,13A,23,20,M,10,10,R,,,20,
2022,48900791,160984045,1,2022-02-04,3,N,36B,55,52,M,20,20,R,,,52,
2022,48898615,160975575,1,2022-01-22,1,N,290,44,41,M,20,20,U,,,41,
2022,48931417,161083563,1,2022-05-07,3,N,23H,45,42,F,20,20,R,,,42,
2022,50078280,165242351,1,2022-10-29,3,N,13B,63,60,M,20,20,U,,,60,
2022,48900981,160984993,1,2022-01-23,3,N,23H,45,42,F,20,20,R,,,42,
2022,48904424,160998868,1,2022-03-24,3,N,240,41,38,F,10,20,R,,,38,
2022,48900793,160984061,1,2022-03-02,3,N,220,55,52,M,20,20,R,,,52,
2022,48900794,160984064,2,2022-01-23,1,N,13A,26,23,F,20,40,R,,,23,
2022,48900795,160984064,1,2022-01-23,1,N,520,21,18,F,20,20,R,,,18,
2022,48899201,160977965,1,2022-01-23,1,N,120,47,44,M,10,20,R,,,44,
2022,51120616,168966025,1,2022-07-20,3,N,11A,47,44,M,20,20,R,,,44,
2022,48900797,160984071,1,2022-01-24,1,N,520,35,32,M,20,20,R,,,32,
2022,48898800,160976353,1,2022-02-07,3,N,370,16,13,F,20,20,,R,,13,
2022,48898823,160976468,1,2022-01-25,1,N,13B,33,30,M,20,20,U,,,30,
2022,48898908,160976796,1,2022-01-25,1,N,13B,41,38,M,20,20,U,,,38,
2022,48931418,161083568,1,2022-01-27,3,N,120,38,35,M,20,20,R,,,35,
2022,48900875,160984368,1,2022-01-26,3,N,13A,38,35,M,20,20,R,,,35,
2022,48931213,161082819,1,2022-01-27,1,N,290,33,30,M,20,20,U,,,30,
2022,48931214,161082825,1,2022-01-27,1,N,100,28,25,M,20,20,R,,,25,
2022,48900876,160984370,1,2022-03-08,3,N,220,30,27,M,20,20,R,,,27,
2022,48900877,160984372,1,2022-03-17,3,N,13A,46,43,M,20,20,R,,,43,
2022,48901844,160988812,1,2022-06-17,3,N,11D,61,58,M,20,20,R,,,58,
2022,48931215,161082837,1,2022-02-12,3,N,13B,40,37,M,10,20,U,,,37,
2022,48935969,161095918,1,2022-01-28,1,N,100,42,39,M,10,20,U,,,39,
2022,48935970,161095928,1,2022-01-29,1,N,13A,42,39,M,10,20,R,,,39,
2022,48900881,160984383,2,2022-01-29,1,N,520,21,18,M,20,20,U,,,18,
2022,48900882,160984383,1,2022-01-29,1,N,520,21,18,M,20,10,U,,,18,
2022,48899348,160978669,1,2022-01-31,3,N,13B,22,19,F,20,20,R,,,19,
2022,48899349,160978675,1,2022-01-30,1,N,240,38,35,F,20,20,R,,,35,
2022,48899418,160978948,1,2022-01-31,1,N,290,20,17,F,20,20,R,R,,17,
2022,48900871,160984355,1,2022-01-31,3,N,13A,35,32,M,20,20,R,,,32,
2022,48900872,160984357,1,2022-01-31,1,N,13A,43,40,M,20,20,R,,,40,
2022,48900935,160984672,1,2022-02-02,1,N,13C,53,50,M,20,20,R,,,50,
2022,48897983,160973146,1,2022-02-03,1,N,13A,43,40,M,20,20,R,,,40,
2022,50078281,165242352,1,2022-03-02,1,N,220,55,52,M,20,20,R,,,52,
2022,48900936,160984685,1,2022-02-04,1,N,13A,27,24,F,20,20,R,,,24,
2022,48898309,160974497,1,2022-02-04,3,N,13B,43,40,M,20,20,U,,,40,
2022,48898312,160974515,1,2022-02-20,3,N,13A,33,30,M,20,20,R,,,30,
2022,48898332,160974594,1,2022-02-16,1,N,290,38,35,M,20,40,U,,,35,
2022,48899439,160979053,1,2022-02-06,1,N,13A,36,33,M,20,20,R,,,33,
2022,45998246,150372155,1,2022-01-02,3,N,23C,49,46,M,10,20,,,,46,
2022,45998248,150372164,1,2022-01-03,3,N,23C,71,68,F,20,20,,,,68,
2022,45998251,150372168,1,2022-01-03,3,N,23C,58,55,M,10,20,,,,55,
2022,48980256,161263449,2,2022-09-25,3,N,13A,32,29,M,20,20,R,,,29,
2022,45999405,150374872,1,2022-01-09,2,N,13C,62,59,M,10,20,R,,,59,
2022,48980257,161263449,1,2022-02-06,1,N,13A,32,29,M,20,20,R,,,29,
2022,48898375,160974755,1,2022-02-06,1,N,23H,34,31,M,10,20,R,,,31,
2022,45999406,150374880,1,2022-01-22,2,N,240,43,40,M,10,20,R,,,40,
2022,45999456,150375047,1,2022-01-17,3,N,23C,49,46,M,10,20,,,,46,
2022,48899963,160981134,1,2022-02-22,3,N,13B,34,31,F,10,40,U,,,31,
2022,45999457,150375051,1,2022-01-18,1,N,35A,33,30,F,20,20,,,,30,
2022,45999458,150375055,1,2022-01-19,3,N,13A,18,15,F,20,20,R,R,,15,
2022,45999463,150375085,1,2022-01-20,3,N,23C,37,34,F,10,20,,,,34,
2022,45999554,150375356,1,2022-01-22,3,N,23C,33,30,M,20,10,,,,30,
2022,48901011,160985062,1,2022-02-28,3,N,13C,18,15,M,20,20,R,R,,15,
2022,45999563,150375399,1,2022-01-26,3,N,23C,50,47,F,20,20,R,,,47,
2022,45999564,150375399,2,2022-01-26,3,N,23C,34,31,F,20,20,R,,,31,
2022,45999565,150375403,1,2022-01-27,1,N,250,45,42,M,20,20,,,,42,
2022,45999559,150375378,1,2022-01-28,3,N,23C,41,38,F,10,20,,,,38,
2022,45999561,150375380,1,2022-01-30,3,N,23C,42,39,M,20,20,,,,39,
2022,48898535,160975266,1,2022-02-07,1,N,120,20,17,M,20,20,R,R,,17,
2022,48898538,160975284,1,2022-02-08,1,N,13B,43,40,M,10,20,U,,,40,
2022,50068719,165191647,1,2022-02-05,3,N,35A,27,24,M,10,10,R,,,24,
2022,48900087,160981595,1,2022-03-18,3,N,120,46,43,M,20,20,R,,,43,
2022,50064616,165174730,1,2022-02-06,3,N,11A,16,13,M,10,20,R,R,,13,
2022,46590526,152574806,1,2022-02-08,3,N,23C,51,48,M,10,20,,,,48,
2022,48901012,160985063,1,2022-02-22,1,N,23H,25,22,M,20,20,R,,,22,
2022,48900044,160981470,2,2022-02-09,1,N,13B,14,11,F,20,20,U,R,,11,
2022,46590563,152574922,1,2022-02-13,3,N,23C,53,50,M,20,20,,,,50,
2022,48900046,160981475,1,2022-03-04,3,N,13A,35,32,M,10,20,R,,,32,
2022,50074822,165228624,2,2022-02-09,1,N,520,20,17,M,20,20,,R,,17,
2022,46590614,152575080,1,2022-02-26,3,N,23C,55,52,F,10,20,,,,52,
2022,46590615,152575081,1,2022-02-15,1,N,250,46,43,M,20,20,,,,43,
2022,50064660,165174818,1,2022-02-18,3,N,13B,52,49,M,10,10,N,,,49,
2022,50074823,165228624,1,2022-02-09,1,N,35A,21,18,M,20,20,,,,18,
2022,46590661,152575234,1,2022-02-20,3,N,23C,36,33,F,20,10,,,,33,
2022,48898617,160975601,1,2022-02-10,3,N,13B,27,24,F,98,20,U,,,24,
2022,46590662,152575235,1,2022-02-20,3,N,23C,48,45,M,20,20,,,,45,
2022,46590722,152575364,1,2022-02-24,3,N,23C,23,20,M,20,10,,,,20,
2022,48900090,160981605,1,2022-04-13,3,N,11B,42,39,M,20,20,R,,,39,
2022,46590723,152575367,1,2022-02-26,3,N,23C,31,28,F,20,20,,,,28,
2022,46590724,152575368,1,2022-02-26,3,N,23D,32,29,M,20,20,,,,29,
2022,51120617,168966029,1,2022-07-16,3,N,13A,44,41,M,10,20,R,,,41,
2022,46601792,152618606,1,2022-03-02,3,N,23C,43,40,M,10,10,,,,40,
2022,46601793,152618607,1,2022-03-03,3,N,23C,51,48,M,10,20,,,,48,
2022,46601794,152618607,2,2022-03-03,3,N,23C,36,33,M,20,20,,,,33,
2022,50071911,165213802,1,2022-03-24,2,N,13B,39,36,M,10,20,R,,,36,
2022,46601796,152618610,1,2022-03-05,3,N,23C,39,36,M,10,20,,,,36,
2022,50071912,165213805,1,2022-03-09,3,N,13B,19,16,M,10,20,R,R,,16,
2022,50071913,165213806,1,2022-03-09,3,N,13B,34,31,M,10,10,R,,,31,
2022,48898417,160974864,1,2022-02-10,1,N,23H,43,40,M,20,20,R,,,40,
2022,48913763,161032170,1,2022-02-11,1,N,120,23,20,M,20,20,R,,,20,
2022,50071958,165213919,1,2022-03-11,3,N,13A,23,20,F,20,20,N,,,20,
2022,50242460,165861614,1,2022-03-12,3,N,13B,42,39,M,10,10,R,,,39,
2022,50071961,165213922,1,2022-03-24,2,N,23C,22,19,M,20,20,N,,,19,
2022,50071950,165213897,1,2022-03-16,3,N,13B,43,40,F,10,20,R,,,40,
2022,50068720,165191668,1,2022-04-02,2,N,13B,45,42,M,10,20,R,,,42,
2022,48898544,160975300,1,2022-02-11,1,N,120,23,20,M,20,20,R,,,20,
2022,46595995,152595608,1,2022-03-19,1,N,35A,42,39,M,10,20,,,,39,
2022,46595996,152595609,2,2022-03-30,2,N,26C,31,28,M,10,20,R,,,28,
2022,48898546,160975308,1,2022-02-12,3,M,13B,59,56,M,10,20,R,,,56,
2022,50071951,165213899,1,2022-03-22,3,N,13B,19,16,M,20,20,R,R,,16,
2022,48900092,160981608,1,2022-04-04,3,N,23H,40,37,M,10,20,R,,,37,
2022,48898547,160975312,1,2022-02-12,3,M,13B,59,56,M,10,20,U,,,56,
2022,48900130,160981842,1,2022-02-12,1,N,11A,36,33,M,10,20,R,,,33,
2022,48898552,160975322,1,2022-02-12,1,N,290,32,29,M,20,20,,,,29,
2022,48900226,160982113,1,2022-02-12,3,N,290,32,29,M,30,20,,,,29,
2022,47774709,156895059,1,2022-04-01,1,N,250,31,28,M,10,10,,,,28,
2022,48913765,161032183,1,2022-02-13,3,N,120,37,34,M,20,20,R,,,34,
2022,47774711,156895064,1,2022-04-04,3,N,35A,55,52,M,10,20,,,,52,
2022,48900315,160982445,1,2022-03-07,3,N,290,54,51,F,10,20,R,,,51,
2022,47783987,156924106,1,2022-04-14,3,N,23D,34,31,F,10,20,,,,31,
2022,48898571,160975372,1,2022-02-13,1,N,13B,48,45,M,10,20,R,,,45,
2022,50068766,165191902,1,2022-04-16,3,N,13B,31,28,M,10,20,R,,,28,
2022,48898628,160975630,1,2022-02-13,3,N,13B,47,44,M,20,20,R,,,44,
2022,48900318,160982469,1,2022-02-13,1,N,13A,37,34,M,20,20,U,,,34,
2022,48900094,160981614,1,2022-04-03,3,N,13B,38,35,M,20,20,R,,,35,
2022,47784560,156925759,1,2022-04-25,3,N,23C,48,45,M,10,20,,,,45,
2022,47774929,156895961,1,2022-04-27,3,N,23C,28,25,F,20,20,,,,25,
2022,48900320,160982484,1,2022-02-14,3,N,220,25,22,M,98,10,U,,,22,
2022,50075217,165229766,1,2022-05-01,3,N,13B,41,38,M,10,20,R,,,38,
2022,50242461,165861616,2,2022-12-02,3,N,13A,50,47,M,10,20,R,,,47,
2022,48900325,160982494,1,2022-03-18,1,N,13B,37,34,F,10,10,R,,,34,
2022,47786783,156932381,1,2022-05-02,3,N,23H,22,19,M,20,20,,,,19,
2022,47786814,156932505,1,2022-05-04,3,N,23C,32,29,F,20,20,,,,29,
2022,47786815,156932506,1,2022-05-04,3,N,23C,36,33,F,20,20,,,,33,
2022,48900482,160983063,1,2022-03-18,1,N,290,48,45,M,10,20,R,,,45,
2022,50075224,165229781,1,2022-05-10,3,N,13B,28,25,M,10,20,R,,,25,
2022,47786940,156932995,1,2022-05-15,3,N,23C,30,27,M,20,20,,,,27,
2022,47785656,156928328,1,2022-05-17,3,N,23D,54,51,F,10,10,,,,51,
2022,50075225,165229785,1,2022-05-21,3,N,23H,53,50,M,10,20,R,,,50,
2022,50075226,165229787,1,2022-05-22,3,N,13B,38,35,M,20,20,N,,,35,
2022,48900484,160983071,1,2022-02-17,3,N,13B,67,64,M,20,20,U,,,64,
2022,47785680,156928432,1,2022-05-24,3,N,23C,64,61,F,20,20,,,,61,
2022,48900686,160983716,1,2022-02-16,1,N,13B,32,29,M,20,20,R,,,29,
2022,50074145,165223793,1,2022-06-03,3,N,13B,45,42,M,10,20,R,,,42,
2022,50074159,165223835,1,2022-06-03,3,N,13B,43,40,M,10,20,R,,,40,
2022,50074199,165224362,1,2022-06-05,3,N,13B,65,62,M,10,20,R,,,62,
2022,50074200,165224372,1,2022-06-06,3,N,200,16,13,M,20,20,R,R,,13,
2022,50074201,165224402,1,2022-06-06,3,N,290,40,37,M,10,20,R,,,37,
2022,50074223,165225404,1,2022-06-21,2,N,13C,43,40,M,20,20,R,,,40,
2022,48900689,160983725,1,2022-02-16,1,N,13A,34,31,M,20,20,R,,,31,
2022,48900692,160983730,1,2022-02-16,1,N,13B,61,58,M,20,20,R,,,58,
2022,50074224,165225445,1,2022-06-28,2,N,13B,61,58,M,10,20,R,,,58,
2022,48899442,160979067,1,2022-02-17,3,N,290,17,14,M,20,20,U,R,,14,
2022,47775849,156898689,1,2022-06-11,3,N,23C,71,68,M,20,20,,,,68,
2022,48898709,160975975,1,2022-02-17,1,N,13A,17,14,M,20,20,R,R,,14,
2022,48900107,160981647,1,2022-04-19,3,N,23H,18,15,M,20,20,R,R,,15,
2022,47791933,156950943,1,2022-06-17,3,N,23C,43,40,M,10,20,,,,40,
2022,48898903,160976775,1,2022-02-18,1,N,23H,35,32,F,20,20,,,,32,
2022,50250144,165891275,1,2022-09-20,2,N,280,22,19,M,20,20,,,,19,
2022,48899709,160980334,1,2022-02-19,3,N,13B,35,32,M,10,10,U,,,32,
2022,47792193,156951851,1,2022-06-26,3,N,23C,18,15,F,20,10,,R,,15,
2022,50074245,165226275,1,2022-06-28,2,N,220,25,22,F,10,20,R,,,22,
2022,48900135,160981864,1,2022-04-29,3,N,13C,65,62,M,20,20,U,,,62,
2022,47792612,156953485,1,2022-06-29,3,N,23C,37,34,M,10,20,,,,34,
2022,48912525,161028654,1,2022-07-07,3,N,13B,29,26,F,10,20,R,,,26,
2022,48899836,160980708,1,2022-02-20,3,N,520,35,32,M,20,20,U,,,32,
2022,48912599,161028863,1,2022-07-10,3,N,13B,29,26,F,10,20,R,,,26,
2022,48912602,161028870,1,2022-07-10,3,N,290,20,17,F,20,10,,R,,17,
2022,50062810,165167319,1,2022-07-10,3,N,23D,37,34,M,20,20,,,,34,
2022,48898918,160976830,1,2022-02-20,1,N,23H,27,24,F,10,20,,,,24,
2022,50242515,165861841,3,2022-12-29,2,N,23H,35,32,F,20,20,,,,32,
2022,50242516,165861841,2,2022-12-06,2,N,23C,49,46,F,20,20,,,,46,
2022,50242517,165861841,1,2022-12-01,2,N,23H,38,35,F,20,10,,,,35,
2022,48899850,160980739,1,2022-02-20,1,N,13B,25,22,M,20,20,U,,,22,
2022,48913331,161031000,1,2022-07-15,3,N,23C,42,39,F,10,20,,,,39,
2022,48899957,160981116,1,2022-02-20,1,N,290,25,22,M,20,20,R,,,22,
2022,48899967,160981147,1,2022-02-21,1,N,13B,42,39,M,20,20,U,,,39,
2022,48913332,161031011,1,2022-07-25,2,N,13C,27,24,M,10,20,R,,,24,
2022,48913335,161031023,2,2022-07-17,3,N,23H,19,16,F,20,20,,R,,16,
2022,48913336,161031023,1,2022-07-17,3,N,23H,39,36,F,10,20,,,,36,
2022,48898955,160977028,1,2022-02-21,3,N,13B,48,45,M,20,20,R,,,45,
2022,48913422,161031250,1,2022-07-19,2,N,13B,56,53,M,10,20,R,,,53,
2022,48913424,161031253,1,2022-07-20,2,N,290,42,39,M,10,10,R,,,39,
2022,48913425,161031257,1,2022-07-19,3,N,290,32,29,M,20,20,R,,,29,
2022,48898956,160977028,2,2022-02-21,3,N,13B,28,25,F,20,20,R,,,25,
2022,48900019,160981360,1,2022-02-21,1,N,13C,56,53,M,10,20,U,,,53,
2022,48913429,161031277,1,2022-07-20,3,N,23C,65,62,M,20,20,,,,62,
2022,48913589,161031697,1,2022-07-21,3,N,120,60,57,M,10,20,N,,,57,
2022,48913591,161031703,1,2022-07-22,3,N,23C,66,63,F,20,20,,,,63,
2022,48900021,160981369,1,2022-02-22,1,N,23H,15,12,M,20,20,R,R,,12,
2022,48913592,161031712,1,2022-07-26,3,N,250,48,45,M,98,10,N,,,45,
2022,48913593,161031714,1,2022-07-26,3,N,250,48,45,M,98,10,N,,,45,
2022,48913594,161031716,1,2022-07-26,3,N,250,48,45,M,98,10,N,,,45,
2022,48913595,161031718,1,2022-07-26,3,N,250,48,45,M,98,10,N,,,45,
2022,48913598,161031727,1,2022-07-25,3,N,23C,37,34,M,10,20,,,,34,
2022,48913803,161032447,1,2022-07-26,2,N,200,29,26,F,10,20,R,,,26,
2022,48900022,160981369,2,2022-02-22,1,N,23H,16,13,M,20,20,R,R,,13,
2022,48898981,160977105,1,2022-02-22,1,N,13B,22,19,M,20,20,R,,,19,
2022,48984264,161277011,1,2022-09-09,2,N,23C,21,18,F,20,10,,,,18,
2022,48913813,161032488,1,2022-07-28,3,N,23C,38,35,F,20,20,,,,35,
2022,48900037,160981439,1,2022-02-23,3,N,13B,27,24,F,10,20,U,,,24,
2022,50242518,165861843,1,2022-08-01,1,N,250,26,23,F,20,20,,,,23,
2022,48931959,161086116,1,2022-08-10,3,N,23C,48,45,M,10,20,,,,45,
2022,48899020,160977275,1,2022-02-23,3,N,290,21,18,F,20,20,,,,18,
2022,48935879,161095473,1,2022-08-10,3,N,23C,48,45,M,10,20,,,,45,
2022,48900196,160982009,1,2022-03-24,3,N,13A,44,41,M,20,20,R,,,41,
2022,48899023,160977281,1,2022-02-24,1,N,290,17,14,M,20,20,,R,,14,
2022,48931019,161081885,1,2022-08-14,1,N,23D,21,18,F,20,20,,,,18,
2022,48931064,161082111,1,2022-08-15,3,N,290,27,24,M,20,20,,,,24,
2022,48931065,161082116,1,2022-08-29,3,N,23H,53,50,M,10,20,,,,50,
2022,48901051,160985333,1,2022-03-11,3,N,13A,18,15,M,20,20,R,R,,15,
2022,48902004,160989288,1,2022-06-16,3,N,13B,23,20,M,10,20,R,,,20,
2022,48931066,161082125,1,2022-08-18,3,N,23C,32,29,F,20,20,,,,29,
2022,50061903,165164802,1,2022-08-18,3,N,23H,34,31,M,20,20,,,,31,
2022,48900279,160982360,1,2022-03-01,3,N,13A,17,14,M,20,40,R,R,,14,
2022,48901054,160985336,1,2022-05-07,3,N,290,31,28,F,20,20,R,,,28,
2022,48931090,161082271,1,2022-08-31,1,N,280,23,20,M,10,20,R,,,20,
2022,48900280,160982366,1,2022-02-25,3,N,13A,27,24,M,10,20,R,,,24,
2022,48931092,161082288,1,2022-08-22,3,N,220,33,30,M,10,20,R,,,30,
2022,50078282,165242355,1,2022-04-21,3,N,11D,20,17,M,10,40,R,R,,17,
2022,48900138,160981871,1,2022-04-01,3,N,120,41,38,M,20,20,R,,,38,
2022,48931098,161082331,2,2022-08-29,2,N,23C,22,19,M,20,20,R,,,19,
2022,48931099,161082331,1,2022-08-25,2,N,23C,22,19,M,20,20,R,,,19,
2022,48984302,161277109,2,2022-09-19,3,N,280,19,16,M,10,20,N,R,,16,
2022,48984303,161277109,1,2022-08-25,1,N,280,20,17,M,20,20,N,R,,17,
2022,48900478,160983053,1,2022-02-25,3,N,290,33,30,M,20,20,U,,,30,
2022,48899549,160979489,1,2022-02-26,1,N,290,28,25,M,20,20,R,,,25,
2022,48931181,161082705,1,2022-08-26,3,N,13C,33,30,M,10,20,R,,,30,
2022,48931258,161083026,1,2022-08-31,3,N,23C,41,38,F,10,20,,,,38,
2022,48984370,161277380,1,2022-09-04,3,N,120,27,24,M,20,20,N,,,24,
2022,48900126,160981790,1,2022-02-28,1,N,200,46,43,M,20,20,R,,,43,
2022,48984371,161277391,1,2022-09-05,3,N,23C,59,56,M,20,20,,,,56,
2022,48984375,161277395,1,2022-09-27,2,N,290,38,35,M,10,20,N,,,35,
2022,50118633,165398992,1,2022-09-10,3,N,13A,34,31,M,10,10,R,,,31,
2022,48900197,160982011,1,2022-02-28,1,N,13C,45,42,M,20,20,U,,,42,
2022,50079433,165246760,1,2022-09-12,1,N,35A,30,27,M,10,20,,,,27,
2022,48987683,161290500,1,2022-09-17,3,N,13A,39,36,M,10,20,R,,,36,
2022,48987684,161290502,1,2022-09-17,3,N,240,39,36,M,10,20,R,,,36,
2022,48900198,160982020,1,2022-03-01,3,N,13B,49,46,M,20,20,U,,,46,
2022,48913913,161032802,1,2022-03-01,1,N,13B,24,21,M,20,20,R,,,21,
2022,48901055,160985345,1,2022-05-23,3,N,13A,33,30,M,20,20,R,,,30,
2022,50119101,165401218,1,2022-09-27,3,N,13B,22,19,M,10,20,N,,,19,
2022,48900291,160982413,1,2022-03-03,1,N,13A,29,26,M,20,20,U,,,26,
2022,50078150,165242061,1,2022-10-05,3,N,23C,54,51,M,10,20,,,,51,
2022,50078151,165242066,1,2022-10-05,3,N,23D,54,51,M,10,20,,,,51,
2022,51118221,168960970,3,2023-01-22,2,N,23C,51,48,F,20,20,R,,,48,
2022,51118222,168960970,2,2022-10-06,3,N,23C,54,51,M,10,20,R,,,51,
2022,51118223,168960970,1,2022-10-06,3,N,23C,68,65,F,20,20,R,,,65,
2022,50078222,165242244,1,2022-10-12,3,N,23C,41,38,F,10,20,,,,38,
2022,50078223,165242245,1,2022-10-07,3,N,13C,29,26,M,10,20,R,,,26,
2022,48900292,160982417,1,2022-03-03,1,N,13B,29,26,M,20,20,U,,,26,
2022,50078294,165242401,1,2022-10-08,3,N,23C,32,29,M,20,20,,,,29,
2022,50078295,165242403,1,2022-10-08,1,N,35A,28,25,M,10,20,,,,25,
2022,50078296,165242405,1,2022-10-10,3,N,23C,65,62,F,20,20,,,,62,
2022,50078297,165242407,2,2022-10-11,1,N,520,38,35,M,10,20,,,,35,
2022,50078298,165242407,1,2022-10-10,1,N,520,43,40,F,10,20,,,,40,
2022,48900195,160982006,1,2022-03-05,1,N,13B,42,39,M,20,20,R,,,39,
2022,50078299,165242413,1,2022-10-13,3,N,23H,22,19,M,20,20,N,,,19,
2022,50078300,165242413,2,2022-10-13,3,N,23H,26,23,M,20,20,N,,,23,
2022,50078301,165242413,3,2022-10-14,3,N,23H,36,33,F,20,20,N,,,33,
2022,50078302,165242414,1,2022-10-13,3,N,23H,23,20,F,10,10,U,,,20,
2022,50078303,165242414,2,2022-10-13,3,N,23H,26,23,M,20,20,U,,,23,
2022,50078304,165242415,1,2022-10-13,3,N,23H,26,23,M,20,20,R,,,23,
2022,50078305,165242415,2,2022-10-14,3,N,23H,36,33,F,20,20,R,,,33,
2022,50078306,165242417,1,2022-10-15,1,N,35A,49,46,M,10,10,,,,46,
2022,50078307,165242418,1,2022-10-15,3,N,290,34,31,M,10,10,R,,,31,
2022,48900203,160982051,1,2022-03-06,1,N,13B,29,26,M,20,20,U,,,26,
2022,50078308,165242420,1,2022-10-16,3,N,290,21,18,M,10,20,R,,,18,
2022,50078309,165242421,1,2022-10-17,2,N,13B,54,51,F,10,20,R,,,51,
2022,50078310,165242422,1,2022-10-16,3,N,13A,45,42,M,10,20,R,,,42,
2022,50119114,165401271,1,2022-11-09,2,N,120,40,37,F,20,10,N,,,37,
2022,50078356,165242553,1,2022-10-20,3,N,11D,20,17,M,20,20,N,R,,17,
2022,50078408,165242737,1,2022-10-22,3,N,23C,50,47,M,20,10,,,,47,
2022,50078409,165242738,1,2022-10-22,3,N,35A,27,24,M,10,20,,,,24,
2022,48900204,160982052,1,2022-03-06,1,N,23H,40,37,M,10,20,R,,,37,
2022,48980259,161263461,1,2022-09-02,3,N,23H,28,25,M,20,20,R,,,25,
2022,50078410,165242750,1,2022-10-29,3,N,23C,30,27,M,20,20,,,,27,
2022,48900274,160982343,1,2022-03-06,1,N,13A,36,33,M,20,20,R,,,33,
2022,50078411,165242751,1,2022-10-29,3,N,23C,57,54,F,10,10,,,,54,
