data_year,groupb_arrestee_id,weapon_code,weapon_id
2023,48691979,01,51
2023,48691980,01,51
2023,48691995,01,51
2023,48691996,01,51
2023,48692082,01,51
2023,48692163,01,51
2023,48692622,01,51
2023,48693019,01,51
2023,49866944,01,51
2023,48781514,01,51
2023,48781515,01,51
2023,48781526,01,51
2023,48781562,01,51
2023,48781791,01,51
2023,48781792,01,51
2023,49045140,01,51
2023,49045172,01,51
2023,49045596,01,51
2023,49046408,01,51
2023,50255268,01,51
2023,51413956,01,51
2023,49816129,01,51
2023,49817027,01,51
2023,49045050,01,51
2023,49045101,01,51
2023,49045170,01,51
2023,49045269,01,51
2023,49046296,01,51
2023,49046397,01,51
2023,49046409,01,51
2023,49046443,01,51
2023,49046477,01,51
2023,49046512,01,51
2023,49047546,01,51
2023,49805660,01,51
2023,49805758,01,51
2023,49805754,01,51
2023,49816227,01,51
2023,49817036,01,51
2023,49843001,01,51
2023,49811852,01,51
2023,49813067,01,51
2023,49813186,01,51
2023,49813330,01,51
2023,49813375,01,51
2023,49813453,01,51
2023,49813506,01,51
2023,49813560,01,51
2023,49813559,01,51
2023,49813620,01,51
2023,49813710,01,51
2023,50249009,01,51
2023,50871847,01,51
2023,49816592,01,51
2023,49816964,01,51
2023,49849615,01,51
2023,49849637,01,51
2023,49850001,01,51
2023,49850014,01,51
2023,49850471,01,51
2023,49850711,01,51
2023,49850712,01,51
2023,49858209,01,51
2023,49812917,01,51
2023,49812952,01,51
2023,49813084,01,51
2023,49813702,01,51
2023,49813733,01,51
2023,49813701,01,51
2023,49813716,01,51
2023,50238231,01,51
2023,51534113,13,5
2023,50871853,01,51
2023,49849524,01,51
2023,49849546,01,51
2023,49849566,01,51
2023,49849568,01,51
2023,49849576,01,51
2023,49849623,01,51
2023,49849724,01,51
2023,49849796,01,51
2023,49849830,01,51
2023,49849831,01,51
2023,49849856,01,51
2023,49849860,01,51
2023,49849876,01,51
2023,49850024,01,51
2023,49850408,01,51
2023,49850533,01,51
2023,49850556,01,51
2023,49865307,01,51
2023,49865312,01,51
2023,50238613,01,51
2023,51550195,01,51
2023,50255058,01,51
2023,50255067,01,51
2023,50255290,01,51
2023,50255383,01,51
2023,50255291,01,51
2023,50255269,01,51
2023,50255710,01,51
2023,50255711,01,51
2023,50255731,01,51
2023,50255685,01,51
2023,50256405,01,51
2023,50248493,01,51
2023,50256674,01,51
2023,50249007,01,51
2023,50249484,01,51
2023,50249528,01,51
2023,50249531,01,51
2023,50249603,01,51
2023,50249459,01,51
2023,50249483,01,51
2023,50249567,01,51
2023,50249669,01,51
2023,50249566,01,51
2023,50249746,01,51
2023,50249805,01,51
2023,50249911,01,51
