data_year,weapon_id,offense_id,nibrs_weapon_id
2023,1,217972176,
2023,1,217972178,
2023,41,201591048,
2023,1,201591050,
2023,1,201591051,
2023,21,201591053,
2023,21,201591054,
2023,41,201591055,
2023,41,208059573,
2023,41,207850141,
2023,41,207850155,
2023,41,201591079,
2023,41,203474303,
2023,41,203474362,
2023,41,207785980,
2023,41,203474372,
2023,41,203474380,
2023,21,203474390,
2023,21,203474392,
2023,41,201591228,
2023,41,203474419,
2023,41,203474445,
2023,41,203474455,
2023,41,203474466,
2023,21,217972567,
2023,21,217972568,
2023,41,203474491,
2023,41,203474536,
2023,41,207850167,
2023,41,203474560,
2023,41,203474586,
2023,41,208060032,
2023,41,208140777,
2023,41,203474598,
2023,41,203474613,
2023,41,203474630,
2023,41,203474655,
2023,21,208060034,
2023,21,208060035,
2023,41,203474699,
2023,41,201592040,
2023,41,201592075,
2023,41,208060036,
2023,41,201592200,
2023,41,203472960,
2023,41,201593094,
2023,41,203472874,
2023,41,203472875,
2023,41,208060039,
2023,41,203472876,
2023,41,214045340,
2023,41,214305356,
2023,41,201593108,
2023,41,207850179,
2023,41,208060042,
2023,41,203469930,
2023,41,203469931,
2023,41,203469933,
2023,41,203469934,
2023,41,203469937,
2023,41,201593259,
2023,41,203469523,
2023,41,201593265,
2023,41,203469238,
2023,41,203469239,
2023,41,210216906,
2023,41,207850204,
2023,41,207850214,
2023,41,201594635,
2023,41,208140693,
2023,41,203469252,
2023,41,208140696,
2023,41,207855429,
2023,41,203469260,
2023,41,203469261,
2023,21,201594916,
2023,21,201594917,
2023,41,207856731,
2023,41,203469265,
2023,41,208140699,
2023,41,208083316,
2023,41,203468938,
2023,38,201594947,
2023,38,201594948,
2023,1,203468940,
2023,1,203468941,
2023,41,207855433,
2023,41,201594972,
2023,21,201594952,
2023,21,201594953,
2023,31,207855466,
2023,41,207857109,
2023,21,207816225,
2023,21,207816226,
2023,41,203468949,
2023,41,201595186,
2023,41,207857110,
2023,21,203468657,
2023,41,208140735,
2023,41,203468670,
2023,21,203468232,
2023,21,203468234,
2023,1,203468239,
2023,41,203468241,
2023,41,207857112,
2023,41,207857113,
2023,41,203468247,
2023,21,203468250,
2023,21,203468251,
2023,41,207857114,
2023,41,203468262,
2023,41,203468263,
2023,41,203468319,
2023,41,203468321,
2023,41,208003240,
2023,41,203468325,
2023,41,203468333,
2023,1,203468334,
2023,41,203468336,
2023,21,203468017,
2023,21,203468018,
2023,41,203467468,
2023,41,203467469,
2023,41,214304779,
2023,21,208003411,
2023,21,208003412,
2023,41,203467488,
2023,41,207855998,
2023,41,214304793,
2023,41,208003422,
2023,41,207855999,
2023,41,208054054,
2023,41,203482642,
2023,41,203482811,
2023,41,203482860,
2023,41,208054055,
2023,41,203482882,
2023,41,208054056,
2023,41,203482965,
2023,41,208054060,
2023,41,203477653,
2023,41,203477662,
2023,21,217265958,
2023,21,217265959,
2023,41,207847734,
2023,41,207847115,
2023,41,203477795,
2023,41,203477092,
2023,1,203476787,
2023,41,203476318,
2023,21,207856253,
2023,21,207856254,
2023,41,207856255,
2023,41,203469269,
2023,41,203469273,
2023,41,207847754,
2023,41,207847755,
2023,41,208054063,
2023,1,207856261,
2023,1,207856262,
2023,41,203468084,
2023,41,203468148,
2023,41,207856266,
2023,41,208049752,
2023,41,218007003,
2023,41,203467502,
2023,41,220350209,
2023,41,207847766,
2023,1,203467534,
2023,41,208049759,
2023,31,203467544,
2023,31,203467545,
2023,41,207856272,
2023,41,203467552,
2023,41,208050387,
2023,41,203467281,
2023,41,214328093,
2023,41,208050389,
2023,41,207856279,
2023,41,207856281,
2023,41,214444727,
2023,41,214444728,
2023,21,207856285,
2023,21,207856286,
2023,38,203481362,
2023,38,203481363,
2023,41,203481372,
2023,41,208050431,
2023,41,203481491,
2023,41,217265963,
2023,1,203481566,
2023,1,203481567,
2023,41,220350216,
2023,41,208050434,
2023,21,203481827,
2023,21,203481828,
2023,41,208050663,
2023,41,210254263,
2023,3,203477865,
2023,21,207856576,
2023,21,207856577,
2023,1,203477339,
2023,41,208208051,
2023,41,208050670,
2023,41,203477353,
2023,41,208050672,
2023,41,207850077,
2023,41,208050675,
2023,41,203477383,
2023,21,203477390,
2023,21,203477391,
2023,41,203477395,
2023,41,207855291,
2023,41,208050677,
2023,41,220350213,
2023,21,218105799,
2023,21,218105800,
2023,41,203469508,
2023,21,203469514,
2023,41,208050707,
2023,21,203468871,
2023,21,203468872,
2023,31,208172851,
2023,31,208172852,
2023,41,203468874,
2023,41,203468878,
2023,41,203468881,
2023,41,203468883,
2023,41,208050708,
2023,41,203468885,
2023,38,207855382,
2023,41,203468891,
2023,41,203468900,
2023,41,203468927,
2023,41,203468930,
2023,21,207852869,
2023,21,207852870,
2023,21,214327684,
2023,41,214327685,
2023,41,207855393,
2023,41,208050716,
2023,21,208263429,
2023,41,207855396,
2023,21,220350220,
2023,21,220350221,
2023,41,208050720,
2023,41,203467748,
2023,1,203467755,
2023,1,203467756,
2023,38,207855397,
2023,38,207855398,
2023,1,220324490,
2023,1,220324491,
2023,41,203467461,
2023,21,207854676,
2023,21,207854677,
2023,41,207855401,
2023,41,203484010,
2023,41,203484027,
2023,41,203482265,
2023,41,208050985,
2023,1,214327688,
2023,21,203750009,
2023,21,203750010,
2023,41,207855337,
2023,41,208173244,
2023,41,207854682,
2023,21,203750024,
2023,21,203750025,
2023,41,203750029,
2023,41,208050989,
2023,41,207855706,
2023,1,203477458,
2023,41,203477463,
2023,21,203477464,
2023,21,203477465,
2023,41,208050991,
2023,41,208083322,
2023,41,207784942,
2023,41,208050993,
2023,1,203477567,
2023,1,203477568,
2023,41,208053449,
2023,21,213892066,
2023,21,213892067,
2023,41,203477038,
2023,41,207816454,
2023,41,207784879,
2023,41,207784818,
2023,21,203477062,
2023,21,203477063,
2023,1,207854684,
2023,1,207854685,
2023,41,208053458,
2023,41,203476713,
2023,38,203476717,
2023,38,203476718,
2023,41,207854687,
2023,41,203476725,
2023,1,207784858,
2023,21,208053461,
2023,41,207784997,
2023,41,203476741,
2023,21,208053480,
2023,21,208053481,
2023,41,207854691,
2023,41,203476760,
2023,41,207785065,
2023,41,220324493,
2023,21,208053485,
2023,21,208053486,
2023,41,207854694,
2023,41,207854698,
2023,41,210254575,
2023,41,210254576,
2023,41,207784780,
2023,41,208053719,
2023,1,203476468,
2023,1,203476469,
2023,41,207784870,
2023,41,208053722,
2023,41,207785748,
2023,41,203476279,
2023,31,203476285,
2023,31,203476286,
2023,21,207854708,
2023,21,207854709,
2023,41,207785726,
2023,38,203476305,
2023,38,203476306,
2023,41,207785716,
2023,38,203475970,
2023,38,203475971,
2023,41,207813416,
2023,41,210254578,
2023,1,208171572,
2023,1,208171573,
2023,41,208208111,
2023,41,207786442,
2023,41,207786443,
2023,41,208053754,
2023,41,208053756,
2023,41,207786445,
2023,41,207814231,
2023,1,203475735,
2023,1,203475736,
2023,41,208053760,
2023,41,208053765,
2023,41,207786529,
2023,41,207786534,
2023,41,207813449,
2023,41,220324498,
2023,41,207813438,
2023,41,207813513,
2023,38,220324496,
2023,38,220324497,
2023,41,207813551,
2023,41,208083426,
2023,41,208050884,
2023,41,208050888,
2023,3,207854998,
2023,41,207831406,
2023,41,207831410,
2023,41,207831417,
2023,41,207831423,
2023,41,207830063,
2023,21,207830070,
2023,21,207830071,
2023,21,218105809,
2023,21,218105810,
2023,41,208051246,
2023,41,208051252,
2023,41,220404170,
2023,41,207830174,
2023,41,207830180,
2023,41,207830288,
2023,21,207830295,
2023,21,207830297,
2023,41,208051261,
2023,41,207830308,
2023,41,207830312,
2023,41,207832182,
2023,41,208051266,
2023,41,208051272,
2023,41,207832193,
2023,41,208051277,
2023,41,207832512,
2023,31,207832516,
2023,31,207832517,
2023,41,208052870,
2023,1,218105816,
2023,1,218105818,
2023,41,207832597,
2023,41,207855033,
2023,41,207828807,
2023,38,207828808,
2023,38,207828809,
2023,41,207828812,
2023,1,218105822,
2023,38,207829059,
2023,41,208052871,
2023,38,207829068,
2023,38,207829069,
2023,21,208052873,
2023,41,207829071,
2023,41,208052876,
2023,41,208052877,
2023,1,207829801,
2023,41,207829836,
2023,41,207829844,
2023,38,207829920,
2023,1,217265366,
2023,41,208051000,
2023,21,208051001,
2023,21,208051003,
2023,41,207855477,
2023,41,207818103,
2023,1,207825632,
2023,1,207825634,
2023,1,207825872,
2023,1,207825873,
2023,41,207825833,
2023,41,207825993,
2023,41,207826122,
2023,21,207826123,
2023,21,207826124,
2023,21,207826381,
2023,21,207826382,
2023,31,207820882,
2023,31,207820884,
2023,41,208049831,
2023,41,208059825,
2023,21,208060064,
2023,41,207818251,
2023,41,208060065,
2023,41,207818257,
2023,1,207818258,
2023,1,207818259,
2023,21,207818260,
2023,21,207818261,
2023,21,207818262,
2023,21,207818263,
2023,41,207818265,
2023,41,207818268,
2023,41,208049833,
2023,7,207830509,
2023,7,207830510,
2023,21,207830511,
2023,21,207830512,
2023,1,208049840,
2023,41,208050083,
2023,41,207850560,
2023,21,207852922,
2023,21,207852923,
2023,21,208050085,
2023,21,208050086,
2023,41,207853017,
2023,41,207830641,
2023,41,214326221,
2023,41,207830648,
2023,41,207853039,
2023,21,207830652,
2023,41,208050094,
2023,31,207858276,
2023,31,207858277,
2023,41,207858928,
2023,41,207858752,
2023,41,207857940,
2023,39,207883364,
2023,21,207858929,
2023,21,207858930,
2023,39,207858926,
2023,41,207858261,
2023,38,207858741,
2023,41,207859045,
2023,41,207857963,
2023,21,207859041,
2023,31,207857568,
2023,41,207857569,
2023,41,207859199,
2023,41,207859056,
2023,41,207858839,
2023,21,207859059,
2023,21,207859060,
2023,41,207883365,
2023,31,207859644,
2023,41,207859646,
2023,1,207857406,
2023,3,207857406,
2023,41,207859809,
2023,41,207859250,
2023,39,207859374,
2023,21,207859805,
2023,21,207859806,
2023,31,207859808,
2023,41,207859512,
2023,41,207859255,
2023,41,207859251,
2023,21,207859538,
2023,41,207859219,
2023,41,207859537,
2023,41,207859218,
2023,41,207859502,
2023,41,207859642,
2023,38,207859254,
2023,3,207859810,
2023,41,207859500,
2023,41,207859536,
2023,41,207859534,
2023,41,207859504,
2023,39,207859813,
2023,41,207859610,
2023,32,207857412,
2023,41,207857613,
2023,41,207857433,
2023,41,207857625,
2023,41,207857404,
2023,21,207857577,
2023,21,207857578,
2023,41,207857616,
2023,41,207857614,
2023,41,207858007,
2023,38,207857997,
2023,38,207857998,
2023,41,207857989,
2023,41,207858003,
2023,32,207858004,
2023,3,207857445,
2023,41,207857445,
2023,41,207857622,
2023,42,207857582,
2023,21,207857583,
2023,21,207857584,
2023,41,207857626,
2023,31,207857447,
2023,42,207862297,
2023,41,207858015,
2023,9,210269752,
2023,41,210264881,
2023,31,210264746,
2023,41,210262225,
2023,41,210264879,
2023,41,210270526,
2023,21,210266398,
2023,41,210268082,
2023,41,210264992,
2023,41,210269980,
2023,41,210270402,
2023,41,210265362,
2023,41,210316259,
2023,41,210261514,
2023,21,210261870,
2023,21,210261872,
2023,1,210259274,
2023,41,210257959,
2023,41,210259262,
2023,41,210259261,
2023,41,210258816,
2023,21,210260412,
2023,21,210260413,
2023,41,210259266,
2023,38,210257966,
2023,39,210257963,
2023,39,210257274,
2023,41,210262068,
2023,31,210259283,
2023,38,210259283,
2023,39,210260189,
2023,31,210257948,
2023,31,210257949,
2023,38,210257949,
2023,41,210257410,
2023,41,210257950,
2023,41,210257939,
2023,41,210257973,
2023,41,210257397,
2023,39,210257425,
2023,41,210258811,
2023,41,210258813,
2023,41,210262073,
2023,41,217345039,
2023,41,210257414,
2023,41,210259285,
2023,41,217319255,
2023,41,217321902,
2023,41,217316405,
2023,41,217317161,
2023,41,217316391,
2023,41,217317124,
2023,1,217318262,
2023,41,217343236,
2023,41,217343251,
2023,38,217343242,
2023,38,217343243,
2023,41,217317694,
2023,41,217318263,
2023,41,217317685,
2023,41,217316873,
2023,31,217316883,
2023,31,217316885,
2023,41,217316406,
2023,41,217343457,
2023,41,217342990,
2023,42,217343253,
2023,41,217317489,
2023,41,217317457,
2023,41,217549183,
2023,41,217340592,
2023,41,217341798,
2023,21,217340693,
2023,41,217341530,
2023,41,217341311,
2023,41,217343589,
2023,41,217344190,
2023,41,217340591,
2023,38,217317231,
2023,41,217343356,
2023,41,217344381,
2023,1,217341657,
2023,1,217341658,
2023,41,217344194,
2023,41,217340596,
2023,41,217344195,
2023,41,217344186,
2023,41,217340787,
2023,41,217340971,
2023,41,217342074,
2023,21,217340610,
2023,21,217340611,
2023,21,217344180,
2023,21,217344181,
2023,41,217343583,
2023,41,217341077,
2023,38,217549234,
2023,41,217341805,
2023,41,217343362,
2023,41,217344375,
2023,41,217344373,
2023,41,217344215,
2023,41,217340602,
2023,41,217344376,
2023,41,217348775,
2023,41,217346993,
2023,31,217348446,
2023,41,217348446,
2023,38,217348447,
2023,41,217348769,
2023,41,217348404,
2023,42,217348410,
2023,41,217347391,
2023,31,217346206,
2023,41,217348617,
2023,41,217348445,
2023,39,217346239,
2023,31,217470646,
2023,39,217348399,
2023,3,217549302,
2023,3,217549303,
2023,41,217348400,
2023,41,217346234,
2023,41,217346983,
2023,41,217348615,
2023,41,217348780,
2023,41,217348388,
2023,41,217344802,
2023,41,217345035,
2023,41,217344803,
2023,41,217344804,
2023,41,217346988,
2023,41,217467161,
2023,41,217476265,
2023,38,217470640,
2023,31,217470641,
2023,41,217459149,
2023,42,217476560,
2023,41,217443657,
2023,41,217549553,
2023,42,217443659,
2023,41,217465573,
2023,41,217466112,
2023,41,217444922,
2023,41,217465778,
2023,42,217469601,
2023,41,217465578,
2023,21,217470874,
2023,41,217470644,
2023,41,217467167,
2023,41,217470303,
2023,41,217469962,
2023,41,217458622,
2023,41,217459225,
2023,42,217459226,
2023,41,217476954,
2023,41,217459152,
2023,41,217444923,
2023,41,217464431,
2023,39,217444138,
2023,41,217465090,
2023,41,217434114,
2023,41,217470872,
2023,41,217434115,
2023,42,217345141,
2023,41,217435973,
2023,42,222196108,
2023,41,217436010,
2023,3,217382816,
2023,31,217345153,
2023,42,217345154,
2023,41,217402374,
2023,41,217431368,
2023,38,217345136,
2023,41,217402792,
2023,31,217436044,
2023,21,217436045,
2023,42,217344626,
2023,31,217344627,
2023,31,217344628,
2023,41,217382467,
2023,41,217348674,
2023,41,217348673,
2023,41,217348676,
2023,41,217366511,
2023,41,217366968,
2023,41,217345149,
2023,41,217434872,
2023,41,217434855,
2023,41,217345142,
2023,21,217345143,
2023,21,217345144,
2023,41,217345158,
2023,41,217345157,
2023,21,220368972,
2023,21,220368973,
2023,41,220293521,
2023,41,220333939,
2023,32,220293526,
2023,41,220275683,
2023,41,220325127,
2023,41,220274343,
2023,41,220275707,
2023,39,220293483,
2023,41,220275690,
2023,41,220324550,
2023,41,220286728,
2023,41,220324552,
2023,41,220288021,
2023,42,220333988,
2023,41,220333989,
2023,41,220275706,
2023,38,220275713,
2023,41,220293553,
2023,41,220293524,
2023,42,220324551,
2023,38,220276225,
2023,38,220276226,
2023,21,220293527,
2023,41,220276255,
2023,41,220275705,
2023,39,220276238,
2023,42,220294916,
2023,3,220379301,
2023,41,220276230,
2023,41,220276244,
2023,31,220286742,
2023,31,220286743,
2023,41,222198568,
2023,41,222198683,
2023,41,222198058,
2023,41,222198469,
2023,41,222198783,
2023,41,222198283,
2023,38,222198795,
2023,38,222198796,
2023,38,222198791,
2023,41,222198758,
2023,41,222198757,
2023,21,222198676,
2023,21,222198677,
2023,41,222198013,
2023,41,222198780,
2023,41,222198777,
2023,41,222198756,
2023,41,222198711,
2023,41,222809954,
2023,31,222198723,
2023,41,222809955,
2023,42,202004619,
2023,42,202004623,
2023,41,202004627,
2023,1,202004628,
2023,41,202004629,
2023,21,202004630,
2023,21,202004631,
2023,31,202004632,
2023,31,202004633,
2023,42,202004635,
2023,42,202004636,
2023,1,202004637,
2023,21,202004639,
2023,42,202004640,
2023,21,202004641,
2023,42,202004642,
2023,42,202004643,
2023,1,202004647,
2023,42,201998080,
2023,41,201998083,
2023,1,201999478,
2023,1,201999479,
2023,41,201999480,
2023,31,201999481,
2023,31,201999482,
2023,41,201999484,
2023,42,222814831,
2023,31,201999489,
2023,31,201999491,
2023,41,201999493,
2023,41,222816888,
2023,41,201999519,
2023,41,201999527,
2023,41,201999530,
2023,31,201999533,
2023,42,201999851,
2023,41,202000382,
2023,41,202000383,
2023,41,202000386,
2023,41,202009108,
2023,42,202009112,
2023,31,202009115,
2023,31,202009117,
2023,41,202009123,
2023,21,202009124,
2023,21,202009125,
2023,1,202009138,
2023,1,202009139,
2023,41,202009392,
2023,41,202000392,
2023,21,202000395,
2023,41,213949707,
2023,42,202000406,
2023,41,202031808,
2023,41,202000410,
2023,38,202000844,
2023,38,202000845,
2023,21,202000847,
2023,21,202000848,
2023,21,202000858,
2023,41,202004300,
2023,42,202004306,
2023,21,202048332,
2023,21,202048333,
2023,42,202004251,
2023,41,202004260,
2023,21,202004268,
2023,31,202004270,
2023,21,202004274,
2023,21,202004275,
2023,21,202004652,
2023,21,202048344,
2023,21,202048346,
2023,38,202048353,
2023,38,202048356,
2023,1,202048360,
2023,31,202048391,
2023,41,202048392,
2023,41,202045386,
2023,41,202045397,
2023,41,202045407,
2023,42,202045410,
2023,31,202045412,
2023,31,202045413,
2023,31,202045428,
2023,31,202045640,
2023,31,202045641,
2023,41,207830981,
2023,41,208050096,
2023,1,207831308,
2023,1,207831309,
2023,21,207818632,
2023,21,207818633,
2023,41,207853067,
2023,21,208050098,
2023,21,208050100,
2023,41,208050102,
2023,41,207818652,
2023,41,207818668,
2023,41,207818860,
2023,31,207818864,
2023,31,207818865,
2023,41,208050104,
2023,41,208049760,
2023,41,208049762,
2023,41,208049764,
2023,38,208049766,
2023,41,208049768,
2023,41,208049771,
2023,41,207827755,
2023,41,207827756,
2023,41,207827761,
2023,41,208049774,
2023,41,207827967,
2023,1,207855047,
2023,41,207827978,
2023,41,207827983,
2023,41,208049775,
2023,38,207830427,
2023,38,207830428,
2023,3,208049779,
2023,3,208049781,
2023,21,213933208,
2023,21,213933209,
2023,38,208049783,
2023,21,207830531,
2023,41,207855445,
2023,41,207830533,
2023,41,207830541,
2023,41,207830563,
2023,41,208059401,
2023,5,207830675,
2023,5,207830676,
2023,5,207830677,
2023,41,207830679,
2023,1,207830684,
2023,41,208059412,
2023,21,207829860,
2023,21,207829861,
2023,41,207829971,
2023,31,208059424,
2023,41,214326228,
2023,41,207830241,
2023,41,207830243,
2023,41,208059429,
2023,41,207830404,
2023,41,207830577,
2023,41,208059438,
2023,41,208054581,
2023,41,208054960,
2023,41,207856048,
2023,41,207848585,
2023,41,207848554,
2023,41,207850253,
2023,41,207829970,
2023,21,213933228,
2023,21,213933229,
2023,41,207830268,
2023,38,207830271,
2023,21,207830335,
2023,21,207830336,
2023,41,214327578,
2023,41,207830547,
2023,41,207830726,
2023,21,207830729,
2023,21,207830730,
2023,21,207830731,
2023,21,207830732,
2023,21,207830736,
2023,21,207830737,
2023,41,208140149,
2023,41,213933246,
2023,41,207830744,
2023,41,208140153,
2023,41,207854758,
2023,41,208059842,
2023,41,207854759,
2023,41,207829739,
2023,41,207854761,
2023,21,208061002,
2023,21,208061003,
2023,41,208140158,
2023,41,210273789,
2023,21,208140159,
2023,21,208140160,
2023,31,207830003,
2023,31,207830005,
2023,41,207830008,
2023,41,217265412,
2023,41,207830010,
2023,41,207830012,
2023,41,208140166,
2023,38,207830342,
2023,38,207830343,
2023,41,207830051,
2023,41,207830059,
2023,41,207830066,
2023,1,207831392,
2023,1,207831393,
2023,41,207831394,
2023,41,207832130,
2023,41,207832132,
2023,41,207832319,
2023,41,208140179,
2023,38,210273745,
2023,41,208140342,
2023,41,208140413,
2023,21,207854780,
2023,21,207854781,
2023,1,207832345,
2023,1,207832346,
2023,41,213933254,
2023,41,207854786,
2023,41,208083486,
2023,41,208083487,
2023,41,207831836,
2023,41,214327586,
2023,41,208083490,
2023,21,207854787,
2023,21,207854788,
2023,41,207855091,
2023,41,218119595,
2023,41,208083498,
2023,21,207831095,
2023,41,217265516,
2023,41,207831865,
2023,41,208049748,
2023,41,207831868,
2023,31,207831283,
2023,31,207831284,
2023,41,213933263,
2023,41,208208057,
2023,41,207831515,
2023,1,208050966,
2023,41,207831758,
2023,31,210282162,
2023,31,210282163,
2023,41,208059384,
2023,31,207816527,
2023,21,207816528,
2023,3,207816530,
2023,3,207816531,
2023,41,207816536,
2023,41,207816595,
2023,41,207816574,
2023,41,208059388,
2023,1,210286550,
2023,1,217265513,
2023,21,210286595,
2023,21,210286596,
2023,1,207816739,
2023,1,207816740,
2023,41,207816744,
2023,41,208059395,
2023,41,207816750,
2023,1,207816760,
2023,1,207816761,
2023,41,207816804,
2023,41,207816808,
2023,41,218120535,
2023,41,218120536,
2023,41,217265561,
2023,41,217265560,
2023,41,207816715,
2023,1,207816716,
2023,1,207816717,
2023,41,207816771,
2023,41,217265556,
2023,41,207816626,
2023,41,207816636,
2023,41,217265612,
2023,41,207816646,
2023,41,208059397,
2023,41,210289812,
2023,41,214048062,
2023,21,208059399,
2023,21,208059400,
2023,41,207816820,
2023,21,207825226,
2023,21,207825227,
2023,41,207825443,
2023,41,208059404,
2023,1,217265605,
2023,41,207831850,
2023,1,208059406,
2023,41,207830289,
2023,41,218121374,
2023,31,207830300,
2023,31,207830302,
2023,21,207830304,
2023,21,207830305,
2023,41,207830316,
2023,41,208059410,
2023,41,208059411,
2023,41,207830230,
2023,41,210292789,
2023,41,207830424,
2023,41,208061008,
2023,1,207830619,
2023,1,207830620,
2023,41,208061013,
2023,41,208061158,
2023,41,207830624,
2023,41,207830626,
2023,41,207830860,
2023,41,208061186,
2023,41,207831043,
2023,41,207831053,
2023,41,207831056,
2023,41,210177942,
2023,38,207827414,
2023,38,207827415,
2023,41,207827785,
2023,3,217265607,
2023,3,217265608,
2023,38,207817027,
2023,38,207817028,
2023,41,208054438,
2023,41,207817031,
2023,41,208054440,
2023,41,207827787,
2023,31,207827797,
2023,31,207827798,
2023,41,207827807,
2023,41,207827808,
2023,41,208054444,
2023,41,208054821,
2023,41,207827825,
2023,1,207827997,
2023,1,207827998,
2023,1,207827999,
2023,41,207828000,
2023,1,207828002,
2023,1,207828003,
2023,21,207828006,
2023,21,207828007,
2023,1,208054826,
2023,1,208054827,
2023,41,208054830,
2023,41,207997134,
2023,1,207828372,
2023,1,207828373,
2023,41,207828374,
2023,41,207828377,
2023,1,207828407,
2023,1,207828408,
2023,41,207827454,
2023,21,207827460,
2023,21,207827461,
2023,21,207827462,
2023,38,207827465,
2023,38,207827466,
2023,41,207827470,
2023,41,207827479,
2023,41,208054835,
2023,1,208054838,
2023,1,208054839,
2023,41,208054840,
2023,41,207828115,
2023,31,207828119,
2023,31,207828120,
2023,31,217265667,
2023,31,217265668,
2023,38,207828125,
2023,38,207828126,
2023,21,207828129,
2023,41,207828137,
2023,21,213891838,
2023,21,213891839,
2023,41,208054843,
2023,41,208054844,
2023,1,218121749,
2023,1,218121751,
2023,41,210184047,
2023,41,208059574,
2023,41,207828568,
2023,38,207828572,
2023,38,207828573,
2023,41,208059581,
2023,41,207828974,
2023,41,210184072,
2023,41,207829354,
2023,41,207829649,
2023,31,207829564,
2023,31,207829565,
2023,1,207829568,
2023,41,210184128,
2023,41,208059585,
2023,21,207831733,
2023,21,207831734,
2023,21,207831736,
2023,21,207831742,
2023,38,207831745,
2023,41,207831974,
2023,41,207831975,
2023,1,218121748,
2023,21,207831988,
2023,21,207831989,
2023,38,208059611,
2023,38,208059612,
2023,1,213891841,
2023,41,208059615,
2023,21,218121758,
2023,21,218121759,
2023,41,208059623,
2023,41,207832020,
2023,7,207832022,
2023,41,207832030,
2023,41,208059626,
2023,41,208049784,
2023,41,207832033,
2023,41,207832035,
2023,1,207832037,
2023,1,207832039,
2023,41,207832041,
2023,41,208049806,
2023,21,207832045,
2023,21,207832046,
2023,41,210184292,
2023,41,208049807,
2023,41,207832081,
2023,41,210184309,
2023,21,207832236,
2023,21,207832237,
2023,41,207832244,
2023,41,207832248,
2023,41,208049810,
2023,41,207831112,
2023,41,208049812,
2023,31,207831285,
2023,31,207831286,
2023,41,208049813,
2023,38,207831516,
2023,41,207831523,
2023,41,208049819,
2023,41,208051018,
